"GEO_TTL","YEAR","NAICS2012","NAICS2012_TTL","ESTAB","EMP","PAYANN","state",
"Commonwealth of the Northern Mariana Islands","2012","00","Total for all sectors","1529","13461","207451","69",
"Commonwealth of the Northern Mariana Islands","2012","11","Agriculture, forestry, fishing and hunting","2","0","0","69",
"Commonwealth of the Northern Mariana Islands","2012","114","Fishing, hunting and trapping","1","0","0","69",
"Commonwealth of the Northern Mariana Islands","2012","1141","Fishing","1","0","0","69",
"Commonwealth of the Northern Mariana Islands","2012","1151","Support activities for crop production","1","0","0","69",
"Commonwealth of the Northern Mariana Islands","2012","11411","Fishing","1","0","0","69",
"Commonwealth of the Northern Mariana Islands","2012","114111","Finfish fishing","1","0","0","69",
"Commonwealth of the Northern Mariana Islands","2012","115","Support activities for agriculture and forestry","1","0","0","69",
"Commonwealth of the Northern Mariana Islands","2012","22","Utilities","7","0","0","69",
"Commonwealth of the Northern Mariana Islands","2012","11511","Support activities for crop production","1","0","0","69",
"Commonwealth of the Northern Mariana Islands","2012","115115","Farm labor contractors and crew leaders","1","0","0","69",
"Commonwealth of the Northern Mariana Islands","2012","21","Mining, quarrying, and oil and gas extraction","1","0","0","69",
"Commonwealth of the Northern Mariana Islands","2012","212","Mining (except oil and gas)","1","0","0","69",
"Commonwealth of the Northern Mariana Islands","2012","2123","Nonmetallic mineral mining and quarrying","1","0","0","69",
"Commonwealth of the Northern Mariana Islands","2012","21232","Sand, gravel, clay, and ceramic and refractory minerals mining and quarrying","1","0","0","69",
"Commonwealth of the Northern Mariana Islands","2012","212321","Construction sand and gravel mining","1","0","0","69",
"Commonwealth of the Northern Mariana Islands","2012","22112","Electric power transmission, control, and distribution","3","0","0","69",
"Commonwealth of the Northern Mariana Islands","2012","221","Utilities","7","0","0","69",
"Commonwealth of the Northern Mariana Islands","2012","2211","Electric power generation, transmission and distribution","6","0","0","69",
"Commonwealth of the Northern Mariana Islands","2012","22111","Electric power generation","3","0","0","69",
