"GEO_TTL","YEAR","NAICS2002","NAICS2002_TTL","ESTAB","EMP","PAYANN","state",
"West Virginia","2004","1153  ","Support Activities for Forestry","23","92","3024","54",
"West Virginia","2004","11531 ","Support Activities for Forestry","23","92","3024","54",
"West Virginia","2004","115310","Support Activities for Forestry","23","92","3024","54",
"West Virginia","2004","21    ","Mining","604","20505","1084185","54",
"West Virginia","2004","211   ","Oil and Gas Extraction","192","1584","82108","54",
"West Virginia","2004","237120","Oil and Gas Pipeline and Related Structures Construction","33","725","32200","54",
"West Virginia","2004","23713 ","Power and Communication Line and Related Structures Construction","38","501","15981","54",
"West Virginia","2004","237130","Power and Communication Line and Related Structures Construction","38","501","15981","54",
"West Virginia","2004","2372  ","Land Subdivision","61","183","4795","54",
"West Virginia","2004","31151 ","Dairy Product (except Frozen) Manufacturing","3","0","0","54",
"West Virginia","2004","311421","Fruit and Vegetable Canning","4","0","0","54",
"West Virginia","2004","311422","Specialty Canning","1","0","0","54",
"West Virginia","2004","3115  ","Dairy Product Manufacturing","4","0","0","54",
"West Virginia","2004","324199","All Other Petroleum and Coal Products Manufacturing","3","0","0","54",
"West Virginia","2004","315211","Men's and Boys' Cut and Sew Apparel Contractors","3","0","0","54",
"West Virginia","2004","315212","Women's, Girls', and Infants' Cut and Sew Apparel Contractors","4","0","0","54",
"West Virginia","2004","31522 ","Men's and Boys' Cut and Sew Apparel Manufacturing","4","0","0","54",
"West Virginia","2004","315222","Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing","1","0","0","54",
"West Virginia","2004","324191","Petroleum Lubricating Oil and Grease Manufacturing","4","0","0","54",
"West Virginia","2004","325   ","Chemical Manufacturing","69","10077","617937","54",
"West Virginia","2004","3251  ","Basic Chemical Manufacturing","36","4566","288072","54",
"West Virginia","2004","3271  ","Clay Product and Refractory Manufacturing","11","1435","41327","54",
"West Virginia","2004","326291","Rubber Product Manufacturing for Mechanical Use","1","0","0","54",
"West Virginia","2004","326299","All Other Rubber Product Manufacturing","5","0","0","54",
"West Virginia","2004","327   ","Nonmetallic Mineral Product Manufacturing","133","4837","153514","54",
"West Virginia","2004","332111","Iron and Steel Forging","3","0","0","54",
"West Virginia","2004","332   ","Fabricated Metal Product Manufacturing","261","6721","238351","54",
"West Virginia","2004","3321  ","Forging and Stamping","8","0","0","54",
"West Virginia","2004","33211 ","Forging and Stamping","8","0","0","54",
"West Virginia","2004","332114","Custom Roll Forming","2","0","0","54",
"West Virginia","2004","333415","Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing","2","0","0","54",
"West Virginia","2004","3334  ","Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing","4","0","0","54",
"West Virginia","2004","33341 ","Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing","4","0","0","54",
"West Virginia","2004","333411","Air Purification Equipment Manufacturing","2","0","0","54",
"West Virginia","2004","33621 ","Motor Vehicle Body and Trailer Manufacturing","6","267","9166","54",
"West Virginia","2004","335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing","2","0","0","54",
"West Virginia","2004","336   ","Transportation Equipment Manufacturing","32","4145","203683","54",
"West Virginia","2004","3362  ","Motor Vehicle Body and Trailer Manufacturing","6","267","9166","54",
"West Virginia","2004","33993 ","Doll, Toy, and Game Manufacturing","3","0","0","54",
"West Virginia","2004","336211","Motor Vehicle Body Manufacturing","4","0","0","54",
"West Virginia","2004","33992 ","Sporting and Athletic Goods Manufacturing","3","0","0","54",
"West Virginia","2004","339920","Sporting and Athletic Goods Manufacturing","3","0","0","54",
"West Virginia","2004","339932","Game, Toy, and Children's Vehicle Manufacturing","3","0","0","54",
"West Virginia","2004","42371 ","Hardware Merchant Wholesalers","19","0","0","54",
"West Virginia","2004","42369 ","Other Electronic Parts and Equipment Merchant Wholesalers","26","0","0","54",
"West Virginia","2004","423690","Other Electronic Parts and Equipment Merchant Wholesalers","26","0","0","54",
"West Virginia","2004","4237  ","Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers","95","1184","38298","54",
"West Virginia","2004","424470","Meat and Meat Product Merchant Wholesalers","5","0","0","54",
"West Virginia","2004","42446 ","Fish and Seafood Merchant Wholesalers","1","0","0","54",
"West Virginia","2004","424460","Fish and Seafood Merchant Wholesalers","1","0","0","54",
"West Virginia","2004","42447 ","Meat and Meat Product Merchant Wholesalers","5","0","0","54",
"West Virginia","2004","4422  ","Home Furnishings Stores","170","1031","18600","54",
"West Virginia","2004","4421  ","Furniture Stores","165","1472","34151","54",
"West Virginia","2004","44211 ","Furniture Stores","165","1472","34151","54",
"West Virginia","2004","442110","Furniture Stores","165","1472","34151","54",
"West Virginia","2004","44221 ","Floor Covering Stores","103","614","13104","54",
"West Virginia","2004","44814 ","Family Clothing Stores","93","1948","21325","54",
"West Virginia","2004","448120","Women's Clothing Stores","137","1009","10843","54",
"West Virginia","2004","44813 ","Children's and Infants' Clothing Stores","11","0","0","54",
"West Virginia","2004","448130","Children's and Infants' Clothing Stores","11","0","0","54",
"West Virginia","2004","448140","Family Clothing Stores","93","1948","21325","54",
"West Virginia","2004","45439 ","Other Direct Selling Establishments","84","400","10137","54",
"West Virginia","2004","454311","Heating Oil Dealers","16","196","5870","54",
"West Virginia","2004","454312","Liquefied Petroleum Gas (Bottled Gas) Dealers","28","0","0","54",
"West Virginia","2004","454319","Other Fuel Dealers","1","0","0","54",
"West Virginia","2004","454390","Other Direct Selling Establishments","84","400","10137","54",
"West Virginia","2004","487990","Scenic and Sightseeing Transportation, Other","1","0","0","54",
"West Virginia","2004","487210","Scenic and Sightseeing Transportation, Water","3","0","0","54",
"West Virginia","2004","4879  ","Scenic and Sightseeing Transportation, Other","1","0","0","54",
"West Virginia","2004","48799 ","Scenic and Sightseeing Transportation, Other","1","0","0","54",
"West Virginia","2004","488   ","Support Activities for Transportation","130","1425","47113","54",
"West Virginia","2004","51511 ","Radio Broadcasting","74","0","0","54",
"West Virginia","2004","512240","Sound Recording Studios","4","0","0","54",
"West Virginia","2004","515   ","Broadcasting (except Internet)","94","1887","52484","54",
"West Virginia","2004","5151  ","Radio and Television Broadcasting","93","0","0","54",
"West Virginia","2004","515111","Radio Networks","2","0","0","54",
"West Virginia","2004","523   ","Securities, Commodity Contracts, and Other Financial Investments and Related Activities","208","0","0","54",
"West Virginia","2004","522320","Financial Transactions Processing, Reserve, and Clearinghouse Activities","3","0","0","54",
