"GEO_TTL","YEAR","NAICS2002","NAICS2002_TTL","ESTAB","EMP","PAYANN","state",
"Oregon","2004","334111","Electronic Computer Manufacturing","7","0","0","41",
"Oregon","2004","334112","Computer Storage Device Manufacturing","1","0","0","41",
"Oregon","2004","334113","Computer Terminal Manufacturing","4","0","0","41",
"Oregon","2004","334119","Other Computer Peripheral Equipment Manufacturing","16","6555","432991","41",
"Oregon","2004","221   ","Utilities","216","7138","478534","41",
"Oregon","2004","2211  ","Electric Power Generation, Transmission and Distribution","111","5426","371720","41",
"Oregon","2004","22111 ","Electric Power Generation","24","542","36492","41",
"Oregon","2004","221111","Hydroelectric Power Generation","10","0","0","41",
"Oregon","2004","221112","Fossil Fuel Electric Power Generation","10","0","0","41",
"Oregon","2004","238310","Drywall and Insulation Contractors","398","4090","141319","41",
"Oregon","2004","23832 ","Painting and Wall Covering Contractors","781","3164","91426","41",
"Oregon","2004","238320","Painting and Wall Covering Contractors","781","3164","91426","41",
"Oregon","2004","23833 ","Flooring Contractors","365","1441","47884","41",
"Oregon","2004","311911","Roasted Nuts and Peanut Butter Manufacturing","5","0","0","41",
"Oregon","2004","238330","Flooring Contractors","365","1441","47884","41",
"Oregon","2004","3119  ","Other Food Manufacturing","67","1702","64597","41",
"Oregon","2004","31191 ","Snack Food Manufacturing","11","482","18073","41",
"Oregon","2004","311919","Other Snack Food Manufacturing","6","0","0","41",
"Oregon","2004","315999","Other Apparel Accessories and Other Apparel Manufacturing","5","0","0","41",
"Oregon","2004","31192 ","Coffee and Tea Manufacturing","14","0","0","41",
"Oregon","2004","315991","Hat, Cap, and Millinery Manufacturing","3","0","0","41",
"Oregon","2004","315992","Glove and Mitten Manufacturing","2","0","0","41",
"Oregon","2004","323117","Books Printing","5","331","15632","41",
"Oregon","2004","316   ","Leather and Allied Product Manufacturing","31","494","15093","41",
"Oregon","2004","323115","Digital Printing","16","318","11449","41",
"Oregon","2004","323116","Manifold Business Forms Printing","12","441","16212","41",
"Oregon","2004","323118","Blankbook, Looseleaf Binders, and Devices Manufacturing","4","0","0","41",
"Oregon","2004","32614 ","Polystyrene Foam Product Manufacturing","6","0","0","41",
"Oregon","2004","323119","Other Commercial Printing","24","83","2192","41",
"Oregon","2004","32613 ","Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","5","0","0","41",
"Oregon","2004","326130","Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","5","0","0","41",
"Oregon","2004","326140","Polystyrene Foam Product Manufacturing","6","0","0","41",
"Oregon","2004","331491","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","3","0","0","41",
"Oregon","2004","33142 ","Copper Rolling, Drawing, Extruding, and Alloying","1","0","0","41",
"Oregon","2004","331422","Copper Wire (except Mechanical) Drawing","1","0","0","41",
"Oregon","2004","33149 ","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying","5","0","0","41",
"Oregon","2004","332998","Enameled Iron and Metal Sanitary Ware Manufacturing","3","0","0","41",
"Oregon","2004","332995","Other Ordnance and Accessories Manufacturing","1","0","0","41",
"Oregon","2004","332996","Fabricated Pipe and Pipe Fitting Manufacturing","12","359","13568","41",
"Oregon","2004","332997","Industrial Pattern Manufacturing","7","0","0","41",
"Oregon","2004","334210","Telephone Apparatus Manufacturing","5","0","0","41",
"Oregon","2004","332999","All Other Miscellaneous Fabricated Metal Product Manufacturing","87","613","21410","41",
"Oregon","2004","3342  ","Communications Equipment Manufacturing","26","1315","65683","41",
"Oregon","2004","33421 ","Telephone Apparatus Manufacturing","5","0","0","41",
"Oregon","2004","33422 ","Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing","8","0","0","41",
"Oregon","2004","334220","Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing","8","0","0","41",
"Oregon","2004","22112 ","Electric Power Transmission, Control, and Distribution","87","4884","335228","41",
"Oregon","2004","00    ","Total","105449","1355542","46346936","41",
"Oregon","2004","221113","Nuclear Electric Power Generation","1","0","0","41",
"Oregon","2004","221119","Other Electric Power Generation","3","0","0","41",
"Oregon","2004","221122","Electric Power Distribution","87","4884","335228","41",
"Oregon","2004","238350","Finish Carpentry Contractors","472","1671","52185","41",
"Oregon","2004","23834 ","Tile and Terrazzo Contractors","213","715","21664","41",
"Oregon","2004","238340","Tile and Terrazzo Contractors","213","715","21664","41",
"Oregon","2004","23835 ","Finish Carpentry Contractors","472","1671","52185","41",
"Oregon","2004","311930","Flavoring Syrup and Concentrate Manufacturing","3","0","0","41",
"Oregon","2004","23839 ","Other Building Finishing Contractors","76","501","17415","41",
"Oregon","2004","311920","Coffee and Tea Manufacturing","14","0","0","41",
"Oregon","2004","31193 ","Flavoring Syrup and Concentrate Manufacturing","3","0","0","41",
"Oregon","2004","31194 ","Seasoning and Dressing Manufacturing","10","259","8518","41",
"Oregon","2004","316110","Leather and Hide Tanning and Finishing","6","0","0","41",
"Oregon","2004","311941","Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing","8","0","0","41",
"Oregon","2004","3161  ","Leather and Hide Tanning and Finishing","6","0","0","41",
"Oregon","2004","31611 ","Leather and Hide Tanning and Finishing","6","0","0","41",
"Oregon","2004","3162  ","Footwear Manufacturing","6","0","0","41",
"Oregon","2004","31621 ","Footwear Manufacturing","6","0","0","41",
"Oregon","2004","324   ","Petroleum and Coal Products Manufacturing","21","617","31658","41",
"Oregon","2004","32312 ","Support Activities for Printing","45","454","15760","41",
"Oregon","2004","323121","Tradebinding and Related Work","28","314","9915","41",
"Oregon","2004","323122","Prepress Services","17","140","5845","41",
"Oregon","2004","3241  ","Petroleum and Coal Products Manufacturing","21","617","31658","41",
"Oregon","2004","326160","Plastics Bottle Manufacturing","1","0","0","41",
"Oregon","2004","32615 ","Urethane and Other Foam Product (except Polystyrene) Manufacturing","6","249","5638","41",
"Oregon","2004","326150","Urethane and Other Foam Product (except Polystyrene) Manufacturing","6","249","5638","41",
"Oregon","2004","32616 ","Plastics Bottle Manufacturing","1","0","0","41",
"Oregon","2004","32619 ","Other Plastics Product Manufacturing","116","3922","132238","41",
"Oregon","2004","331511","Iron Foundries","8","0","0","41",
"Oregon","2004","331492","Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","2","0","0","41",
"Oregon","2004","3315  ","Foundries","48","4157","176926","41",
"Oregon","2004","33151 ","Ferrous Metal Foundries","17","1648","76730","41",
"Oregon","2004","331512","Steel Investment Foundries","2","0","0","41",
"Oregon","2004","333111","Farm Machinery and Equipment Manufacturing","32","603","19410","41",
"Oregon","2004","333   ","Machinery Manufacturing","384","11206","550618","41",
"Oregon","2004","3331  ","Agriculture, Construction, and Mining Machinery Manufacturing","62","1914","79999","41",
"Oregon","2004","33311 ","Agricultural Implement Manufacturing","32","603","19410","41",
"Oregon","2004","11311 ","Timber Tract Operations","45","308","15510","41",
"Oregon","2004","11    ","Forestry, Fishing, Hunting, and Agriculture Support","1513","13401","414774","41",
"Oregon","2004","113   ","Forestry and Logging","948","7519","279839","41",
"Oregon","2004","1131  ","Timber Tract Operations","45","308","15510","41",
"Oregon","2004","221210","Natural Gas Distribution","22","0","0","41",
"Oregon","2004","113110","Timber Tract Operations","45","308","15510","41",
"Oregon","2004","2212  ","Natural Gas Distribution","22","0","0","41",
"Oregon","2004","22121 ","Natural Gas Distribution","22","0","0","41",
"Oregon","2004","2213  ","Water, Sewage and Other Systems","83","0","0","41",
"Oregon","2004","22131 ","Water Supply and Irrigation Systems","80","0","0","41",
"Oregon","2004","238910","Site Preparation Contractors","641","3508","142495","41",
"Oregon","2004","238390","Other Building Finishing Contractors","76","501","17415","41",
"Oregon","2004","2389  ","Other Specialty Trade Contractors","1088","5790","219757","41",
"Oregon","2004","23891 ","Site Preparation Contractors","641","3508","142495","41",
"Oregon","2004","311991","Perishable Prepared Food Manufacturing","16","0","0","41",
"Oregon","2004","23899 ","All Other Specialty Trade Contractors","447","2282","77262","41",
"Oregon","2004","311942","Spice and Extract Manufacturing","2","0","0","41",
"Oregon","2004","31199 ","All Other Food Manufacturing","29","0","0","41",
"Oregon","2004","311999","All Other Miscellaneous Food Manufacturing","13","96","3055","41",
"Oregon","2004","316219","Other Footwear Manufacturing","1","0","0","41",
"Oregon","2004","316211","Rubber and Plastics Footwear Manufacturing","2","0","0","41",
"Oregon","2004","316213","Men's Footwear (except Athletic) Manufacturing","2","0","0","41",
"Oregon","2004","316214","Women's Footwear (except Athletic) Manufacturing","1","0","0","41",
"Oregon","2004","3169  ","Other Leather and Allied Product Manufacturing","19","191","4126","41",
"Oregon","2004","324121","Asphalt Paving Mixture and Block Manufacturing","10","188","9053","41",
"Oregon","2004","32411 ","Petroleum Refineries","2","0","0","41",
"Oregon","2004","324110","Petroleum Refineries","2","0","0","41",
"Oregon","2004","32412 ","Asphalt Paving, Roofing, and Saturated Materials Manufacturing","14","514","25866","41",
"Oregon","2004","324122","Asphalt Shingle and Coating Materials Manufacturing","4","326","16813","41",
"Oregon","2004","3262  ","Rubber Product Manufacturing","36","840","30832","41",
"Oregon","2004","326191","Plastics Plumbing Fixture Manufacturing","12","0","0","41",
"Oregon","2004","326192","Resilient Floor Covering Manufacturing","3","0","0","41",
"Oregon","2004","326199","All Other Plastics Product Manufacturing","101","3548","121148","41",
"Oregon","2004","331521","Aluminum Die-Casting Foundries","5","260","9167","41",
"Oregon","2004","32621 ","Tire Manufacturing","15","0","0","41",
"Oregon","2004","331513","Steel Foundries (except Investment)","7","914","47260","41",
"Oregon","2004","33152 ","Nonferrous Metal Foundries","31","2509","100196","41",
"Oregon","2004","331522","Nonferrous (except Aluminum) Die-Casting Foundries","5","1564","64604","41",
"Oregon","2004","331524","Aluminum Foundries (except Die-Casting)","8","0","0","41",
"Oregon","2004","333131","Mining Machinery and Equipment Manufacturing","7","0","0","41",
"Oregon","2004","33312 ","Construction Machinery Manufacturing","22","959","43420","41",
"Oregon","2004","333120","Construction Machinery Manufacturing","22","959","43420","41",
"Oregon","2004","33313 ","Mining and Oil and Gas Field Machinery Manufacturing","8","352","17169","41",
"Oregon","2004","333132","Oil and Gas Field Machinery and Equipment Manufacturing","1","0","0","41",
"Oregon","2004","1132  ","Forest Nurseries and Gathering of Forest Products","16","204","6577","41",
"Oregon","2004","11321 ","Forest Nurseries and Gathering of Forest Products","16","204","6577","41",
"Oregon","2004","113210","Forest Nurseries and Gathering of Forest Products","16","204","6577","41",
"Oregon","2004","1133  ","Logging","887","7007","257752","41",
"Oregon","2004","221320","Sewage Treatment Facilities","3","0","0","41",
"Oregon","2004","11331 ","Logging","887","7007","257752","41",
"Oregon","2004","221310","Water Supply and Irrigation Systems","80","0","0","41",
"Oregon","2004","22132 ","Sewage Treatment Facilities","3","0","0","41",
"Oregon","2004","23    ","Construction","13015","77808","3130538","41",
"Oregon","2004","236   ","Construction of Buildings","4642","19811","774901","41",
"Oregon","2004","3111  ","Animal Food Manufacturing","17","0","0","41",
"Oregon","2004","238990","All Other Specialty Trade Contractors","447","2282","77262","41",
"Oregon","2004","31-33 ","Manufacturing","5541","176847","7531806","41",
"Oregon","2004","311   ","Food Manufacturing","457","18813","618838","41",
"Oregon","2004","31111 ","Animal Food Manufacturing","17","0","0","41",
"Oregon","2004","312111","Soft Drink Manufacturing","9","618","25945","41",
"Oregon","2004","312   ","Beverage and Tobacco Product Manufacturing","128","2268","71712","41",
"Oregon","2004","3121  ","Beverage Manufacturing","128","2268","71712","41",
"Oregon","2004","31211 ","Soft Drink and Ice Manufacturing","25","0","0","41",
"Oregon","2004","312112","Bottled Water Manufacturing","8","0","0","41",
"Oregon","2004","316999","All Other Leather Good Manufacturing","8","0","0","41",
"Oregon","2004","31699 ","Other Leather and Allied Product Manufacturing","19","191","4126","41",
"Oregon","2004","316991","Luggage Manufacturing","7","0","0","41",
"Oregon","2004","316992","Women's Handbag and Purse Manufacturing","4","0","0","41",
"Oregon","2004","325   ","Chemical Manufacturing","186","4244","193573","41",
"Oregon","2004","321   ","Wood Product Manufacturing","506","30813","1173963","41",
"Oregon","2004","32419 ","Other Petroleum and Coal Products Manufacturing","5","0","0","41",
