"GEO_TTL","YEAR","NAICS2007","NAICS2007_TTL","ESTAB","EMP","PAYANN","state",
"Guam","2010","00    ","Total for all sectors","3320","50721","1246361","66",
"Guam","2010","11    ","Agriculture, forestry, fishing and hunting","3","0","0","66",
"Guam","2010","114   ","Fishing, hunting and trapping","2","0","0","66",
"Guam","2010","115   ","Support activities for agriculture and forestry","1","0","0","66",
"Guam","2010","115310","Support activities for forestry","1","0","0","66",
"Guam","2010","1141  ","Fishing","2","0","0","66",
"Guam","2010","11411 ","Fishing","2","0","0","66",
"Guam","2010","114111","Finfish fishing","2","0","0","66",
"Guam","2010","1153  ","Support activities for forestry","1","0","0","66",
"Guam","2010","11531 ","Support activities for forestry","1","0","0","66",
"Guam","2010","221111","Hydroelectric power generation","1","0","0","66",
"Guam","2010","221112","Fossil fuel electric power generation","1","0","0","66",
"Guam","2010","2212  ","Natural gas distribution","2","0","0","66",
"Guam","2010","22121 ","Natural gas distribution","2","0","0","66",
"Guam","2010","221210","Natural gas distribution","2","0","0","66",
"Guam","2010","236   ","Construction of buildings","180","3790","88878","66",
"Guam","2010","2361  ","Residential building construction","134","1380","20527","66",
"Guam","2010","236220","Commercial and institutional building construction","41","2181","61435","66",
"Guam","2010","237   ","Heavy and civil engineering construction","32","486","10436","66",
"Guam","2010","23711 ","Water and sewer line and related structures construction","7","0","1745","66",
"Guam","2010","237110","Water and sewer line and related structures construction","7","0","1745","66",
"Guam","2010","237130","Power and communication line and related structures construction","3","0","558","66",
"Guam","2010","2373  ","Highway, street, and bridge construction","11","0","6665","66",
"Guam","2010","237990","Other heavy and civil engineering construction","1","0","0","66",
"Guam","2010","22    ","Utilities","6","79","3799","66",
"Guam","2010","221   ","Utilities","6","79","3799","66",
"Guam","2010","2211  ","Electric power generation, transmission and distribution","4","38","1636","66",
"Guam","2010","22111 ","Electric power generation","4","38","1636","66",
"Guam","2010","23799 ","Other heavy and civil engineering construction","1","0","0","66",
"Guam","2010","221119","Other electric power generation","2","0","0","66",
"Guam","2010","23    ","Construction","339","5498","126363","66",
"Guam","2010","23611 ","Residential building construction","134","1380","20527","66",
"Guam","2010","236115","New single-family housing construction (except operative builders)","47","428","7422","66",
"Guam","2010","236116","New multifamily housing construction (except operative builders)","6","0","0","66",
"Guam","2010","236117","New housing operative builders","9","0","2407","66",
"Guam","2010","236118","Residential remodelers","72","604","9269","66",
"Guam","2010","2362  ","Nonresidential building construction","46","2410","68351","66",
"Guam","2010","23621 ","Industrial building construction","5","0","0","66",
"Guam","2010","236210","Industrial building construction","5","0","0","66",
"Guam","2010","23622 ","Commercial and institutional building construction","41","2181","61435","66",
"Guam","2010","2371  ","Utility system construction","10","0","2303","66",
"Guam","2010","23713 ","Power and communication line and related structures construction","3","0","558","66",
"Guam","2010","2372  ","Land subdivision","10","0","0","66",
"Guam","2010","23721 ","Land subdivision","10","0","0","66",
"Guam","2010","237210","Land subdivision","10","0","0","66",
"Guam","2010","23731 ","Highway, street, and bridge construction","11","0","6665","66",
"Guam","2010","237310","Highway, street, and bridge construction","11","0","6665","66",
"Guam","2010","2379  ","Other heavy and civil engineering construction","1","0","0","66",
"Guam","2010","2381  ","Foundation, structure, and building exterior contractors","22","307","7148","66",
"Guam","2010","23811 ","Poured concrete foundation and structure contractors","6","78","652","66",
"Guam","2010","23812 ","Structural steel and precast concrete contractors","1","0","0","66",
"Guam","2010","23814 ","Masonry contractors","5","30","277","66",
"Guam","2010","238140","Masonry contractors","5","30","277","66",
"Guam","2010","23816 ","Roofing contractors","6","0","1254","66",
