------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=08&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '08', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=08&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Colorado by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Colorado(6,10)",08000,Yes,33.5 ,32.8, 34.2,1848,stable,-1.7 ,-3.9, 0.5
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Kit Carson County(6,10)",08063,No,66.1 ,44.7, 94.5,6,stable,2.5 ,-23.7, 37.5
"Bent County(6,10)",08011,No,48.2 ,27.9, 79.1,3,*,*,*,*
"Custer County(6,10)",08027,No,47.9 ,24.5, 88.9,3,*,*,*,*
"Washington County(6,10)",08121,No,45.8 ,25.6, 77.8,3,*,*,*,*
"Prowers County(6,10)",08099,No,45.8 ,31.7, 64.5,7,stable,27.2 ,-10.0, 79.9
"Pueblo County(6,10)",08101,No,41.1 ,37.1, 45.4,83,stable,6.0 ,-10.7, 25.7
"Otero County(6,10)",08089,No,41.1 ,30.7, 54.3,11,stable,-8.0 ,-26.3, 14.8
"Adams County(6,10)",08001,No,40.7 ,37.9, 43.7,164,stable,-3.1 ,-8.2, 2.2
"Moffat County(6,10)",08081,No,40.3 ,26.7, 58.6,6,stable,-26.2 ,-62.5, 45.5
"Las Animas County(6,10)",08071,No,40.3 ,29.3, 54.9,9,stable,8.7 ,-27.4, 62.6
"Yuma County(6,10)",08125,Yes,39.9 ,25.6, 59.8,5,stable,-4.4 ,-43.9, 62.9
"Fremont County(6,10)",08043,Yes,39.4 ,32.9, 47.1,27,stable,1.7 ,-21.0, 30.9
"Saguache County(6,10)",08109,Yes,38.6 ,20.4, 67.2,3,*,*,*,*
"Logan County(6,10)",08075,Yes,38.5 ,28.7, 50.8,11,stable,-6.8 ,-40.4, 45.6
"Grand County(6,10)",08049,Yes,38.4 ,24.8, 56.8,6,stable,-5.3 ,-41.9, 54.6
"Denver County(6,10)",08031,Yes,38.1 ,35.9, 40.4,233,stable,-0.1 ,-2.2, 2.0
"Alamosa County(6,10)",08003,Yes,36.4 ,23.6, 53.4,5,stable,7.0 ,-39.6, 89.6
"Mesa County(6,10)",08077,Yes,34.5 ,30.7, 38.7,64,stable,-2.4 ,-13.9, 10.6
"Weld County(6,10)",08123,Yes,34.3 ,31.1, 37.8,89,stable,-2.4 ,-14.7, 11.6
"El Paso County(6,10)",08041,Yes,34.1 ,32.1, 36.3,216,stable,-2.1 ,-12.4, 9.5
"Clear Creek County(6,10)",08019,Yes,32.8 ,19.3, 53.6,4,*,*,*,*
"Rio Grande County(6,10)",08105,Yes,32.8 ,21.3, 49,5,stable,11.3 ,-18.0, 51.2
"Delta County(6,10)",08029,Yes,32.7 ,25.5, 41.6,16,stable,-5.8 ,-24.0, 16.7
