------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=08&areatype=county&cancer=066&stage=211&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '08', 'areatype': 'county', 'cancer': '066', 'stage': '211', 'race': '00', 'sex': '1', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_055.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=08&areatype=county&cancer=066&stage=211&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Colorado by County

"Prostate (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Male, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Colorado(6)",08000,***,18.8 ,18, 19.5,523,19.3
"US (SEER+NPCR)(1)",00000,***,20.1 ,20, 20.2,36257,19.4
"Delta County(6)",08029,***,27 ,18.5, 38.8,7,37.2
"Fremont County(6)",08043,***,26.1 ,18.8, 35.6,9,25.1
"Chaffee County(6)",08015,***,25.7 ,16, 41.1,4,25.3
"Larimer County(6)",08069,***,24.3 ,21.1, 28,43,22.5
"Montrose County(6)",08085,***,24 ,17, 33.5,8,37.1
"Logan County(6)",08075,***,23.4 ,13.5, 38.3,3,31.5
"Montezuma County(6)",08083,***,22.9 ,13.9, 36.4,4,34.4
"Mesa County(6)",08077,***,21.9 ,17.9, 26.6,22,24.1
"Morgan County(6)",08087,***,21.8 ,12.6, 35.3,3,25.0
"Weld County(6)",08123,***,21.4 ,17.9, 25.5,28,25.3
"El Paso County(6)",08041,***,21.1 ,18.8, 23.7,65,17.4
"Garfield County(6)",08045,***,20.4 ,13.5, 29.7,6,19.7
"Eagle County(6)",08037,***,19.9 ,11.1, 32.4,5,15.6
"Denver County(6)",08031,***,19.8 ,17.5, 22.3,57,20.8
"Boulder County(6)",08013,***,19 ,15.9, 22.5,29,19.1
