------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=08&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '08', 'areatype': 'county', 'cancer': '057', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=08&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Colorado by County

"Cervix (All Stages^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 7.2?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Colorado(6,10)",08000,Yes,6.1 ,5.7, 6.6,168,stable,3.3 ,-0.8, 7.5
"US (SEER+NPCR)(1,10)",00000,No,7.6 ,7.5, 7.6,12695,stable,0.8 ,-0.6, 2.3
"Mesa County(6,10)",08077,No,8.5 ,5.7, 12.3,6,stable,20.0 ,-4.9, 51.4
"Pueblo County(6,10)",08101,No,8.4 ,5.8, 11.7,7,stable,24.5 ,-33.6, 133.6
"El Paso County(6,10)",08041,No,7.9 ,6.5, 9.4,26,stable,-1.2 ,-16.1, 16.4
"Adams County(6,10)",08001,Yes,7.2 ,5.7, 8.9,17,stable,-10.0 ,-37.6, 29.9
"Weld County(6,10)",08123,Yes,6.9 ,5.1, 9.3,9,stable,5.0 ,-13.1, 26.9
"Denver County(6,10)",08031,Yes,6.9 ,5.6, 8.3,23,stable,-0.5 ,-22.0, 26.9
"Douglas County(6,10)",08035,Yes,5.6 ,3.9, 7.6,8,stable,-7.6 ,-46.6, 59.8
"Larimer County(6,10)",08069,Yes,5.5 ,3.9, 7.4,9,stable,38.1 ,-7.3, 105.8
