------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=08&areatype=county&cancer=035&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '08', 'areatype': 'county', 'cancer': '035', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=08&areatype=county&cancer=035&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Colorado by County

"Liver & Bile Duct (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Colorado(6,10)",08000,***,7.3 ,7, 7.6,442,stable,0.6 ,-6.4, 8.2
"US (SEER+NPCR)(1,10)",00000,***,8.3 ,8.2, 8.3,32027,stable,1.2 ,-1.3, 3.7
"Denver County(6,10)",08031,***,13.3 ,12, 14.6,87,stable,-5.3 ,-17.1, 8.1
"Fremont County(6,10)",08043,***,11.1 ,7.8, 15.6,8,stable,-10.6 ,-50.3, 60.8
"Pueblo County(6,10)",08101,***,9.8 ,8, 11.9,21,stable,-4.2 ,-17.4, 11.2
"Adams County(6,10)",08001,***,9.7 ,8.4, 11.2,42,stable,3.1 ,-8.9, 16.7
"Montezuma County(6,10)",08083,***,8.9 ,5, 15,3,stable,-5.9 ,-19.4, 9.8
"Arapahoe County(6,10)",08005,***,7.9 ,7, 9,52,stable,4.1 ,-17.3, 31.2
"Jefferson County(6,10)",08059,***,7.5 ,6.6, 8.5,54,stable,-2.1 ,-16.1, 14.3
"Montrose County(6,10)",08085,***,7 ,4.2, 11.1,4,stable,10.6 ,-52.4, 156.9
"Mesa County(6,10)",08077,***,6.7 ,5.1, 8.6,13,stable,15.0 ,-21.5, 68.5
"El Paso County(6,10)",08041,***,6.5 ,5.7, 7.5,45,stable,1.3 ,-9.6, 13.5
"Weld County(6,10)",08123,***,6 ,4.8, 7.5,17,stable,-2.0 ,-22.7, 24.2
"Garfield County(6,10)",08045,***,5.7 ,3.3, 9.1,4,*,*,*,*
"Larimer County(6,10)",08069,***,5.4 ,4.4, 6.7,20,stable,2.6 ,-22.0, 34.8
"Boulder County(6,10)",08013,***,4.6 ,3.6, 5.8,16,stable,-3.0 ,-23.6, 23.3
"La Plata County(6,10)",08067,***,4.4 ,2.4, 7.5,3,*,*,*,*
"Douglas County(6,10)",08035,***,3.2 ,2.3, 4.3,10,stable,6.7 ,-5.5, 20.5
"Alamosa County(6,10)",08003,***,* ,*, *,3 or fewer,*,*,*,*
"Archuleta County(6,10)",08007,***,* ,*, *,3 or fewer,*,*,*,*
"Baca County(6,10)",08009,***,* ,*, *,3 or fewer,*,*,*,*
"Bent County(6,10)",08011,***,* ,*, *,3 or fewer,*,*,*,*
"Broomfield County(6,10)",08014,***,* ,*, *,3 or fewer,*,*,*,*
"Chaffee County(6,10)",08015,***,* ,*, *,3 or fewer,*,*,*,*
"Cheyenne County(6,10)",08017,***,* ,*, *,3 or fewer,*,*,*,*
"Clear Creek County(6,10)",08019,***,* ,*, *,3 or fewer,*,*,*,*
"Conejos County(6,10)",08021,***,* ,*, *,3 or fewer,*,*,*,*
"Costilla County(6,10)",08023,***,* ,*, *,3 or fewer,*,*,*,*
"Crowley County(6,10)",08025,***,* ,*, *,3 or fewer,*,*,*,*
