------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=24&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '24', 'areatype': 'county', 'topic': 'inc', 'demo': '00011', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=24&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Maryland by County
Income: Median household income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"United States",00000,57652.000000000,"N/A"
"Maryland",24000,78916.000000000,"1 of 52"
"Somerset County",24039,39239.000000000,"2541 of 3141"
"Allegany County",24001,42771.000000000,"2165 of 3141"
"Baltimore City",24510,46641.000000000,"1721 of 3141"
"Garrett County",24023,48174.000000000,"1557 of 3141"
"Dorchester County",24019,50532.000000000,"1295 of 3141"
"Caroline County",24011,52469.000000000,"1062 of 3141"
"Wicomico County",24045,54493.000000000,"882 of 3141"
"Kent County",24029,56638.000000000,"717 of 3141"
"Washington County",24043,58260.000000000,"616 of 3141"
"Worcester County",24047,59458.000000000,"547 of 3141"
"Talbot County",24041,65595.000000000,"301 of 3141"
"Cecil County",24015,70516.000000000,"216 of 3141"
"Baltimore County",24005,71810.000000000,"195 of 3141"
"Prince Georges County",24033,78607.000000000,"121 of 3141"
"Harford County",24025,83445.000000000,"78 of 3141"
"St. Marys County",24037,86508.000000000,"61 of 3141"
"Frederick County",24021,88502.000000000,"56 of 3141"
"Queen Annes County",24035,89241.000000000,"53 of 3141"
"Carroll County",24013,90510.000000000,"46 of 3141"
"Charles County",24017,93973.000000000,"29 of 3141"
"Anne Arundel County",24003,94502.000000000,"28 of 3141"
"Calvert County",24009,100350.000000000,"20 of 3141"
"Montgomery County",24031,103178.000000000,"17 of 3141"
"Howard County",24027,115576.000000000,"3 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median household income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
