------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Missouri by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"United States",00000,14.9,47732389,"N/A"
"Missouri",29000,15.7,956032,"21 of 52"
"Pulaski County",29169,8.0,4261,"3121 of 3141"
"Boone County",29019,10.9,19080,"3010 of 3141"
"Johnson County",29101,11.8,6348,"2923 of 3141"
"St. Louis City",29510,12.1,38129,"2887 of 3141"
"Lincoln County",29113,12.6,6920,"2818 of 3141"
"Clay County",29047,13.2,31148,"2719 of 3141"
"Platte County",29165,13.5,13069,"2686 of 3141"
"Jefferson County",29099,13.6,30227,"2674 of 3141"
"St. Charles County",29183,13.7,52938,"2647 of 3141"
"Jackson County",29095,14.0,96070,"2606 of 3141"
"Adair County",29001,14.0,3559,"2598 of 3141"
"Nodaway County",29147,14.2,3225,"2556 of 3141"
"Jasper County",29097,14.5,17144,"2500 of 3141"
"Christian County",29043,14.5,12067,"2488 of 3141"
"McDonald County",29119,14.7,3349,"2445 of 3141"
"Cole County",29051,14.7,11319,"2434 of 3141"
"Buchanan County",29021,14.9,13345,"2400 of 3141"
"Callaway County",29027,14.9,6686,"2399 of 3141"
"Webster County",29225,14.9,5608,"2395 of 3141"
"Phelps County",29161,15.3,6870,"2304 of 3141"
"St. Francois County",29187,15.5,10248,"2263 of 3141"
"Greene County",29077,15.5,44397,"2259 of 3141"
"Moniteau County",29135,15.5,2468,"2243 of 3141"
"Washington County",29221,15.6,3887,"2232 of 3141"
"Pettis County",29159,15.6,6617,"2209 of 3141"
"Cass County",29037,15.7,15952,"2201 of 3141"
"Randolph County",29175,15.7,3914,"2198 of 3141"
"Cape Girardeau County",29031,15.7,12224,"2195 of 3141"
"Pemiscot County",29155,15.8,2738,"2169 of 3141"
"Franklin County",29071,15.9,16325,"2119 of 3141"
"DeKalb County",29063,16.0,2014,"2089 of 3141"
"Osage County",29151,16.5,2240,"1955 of 3141"
"Mississippi County",29133,16.7,2322,"1874 of 3141"
"Cooper County",29053,16.8,2953,"1853 of 3141"
"St. Louis County",29189,16.9,168620,"1817 of 3141"
"Pike County",29163,16.9,3124,"1815 of 3141"
"Audrain County",29007,16.9,4349,"1812 of 3141"
"Perry County",29157,17.0,3245,"1787 of 3141"
"Marion County",29127,17.0,4881,"1771 of 3141"
"Laclede County",29105,17.0,6050,"1756 of 3141"
"Scott County",29201,17.1,6635,"1749 of 3141"
"Newton County",29145,17.2,10015,"1714 of 3141"
"Warren County",29219,17.2,5772,"1709 of 3141"
"Howard County",29089,17.2,1745,"1708 of 3141"
"Ray County",29177,17.2,3933,"1707 of 3141"
"Clinton County",29049,17.3,3545,"1676 of 3141"
"Lawrence County",29109,17.4,6653,"1621 of 3141"
"Polk County",29167,17.5,5497,"1600 of 3141"
"Dunklin County",29069,17.6,5436,"1583 of 3141"
"Miller County",29131,17.7,4415,"1535 of 3141"
"Andrew County",29003,17.8,3088,"1505 of 3141"
"Vernon County",29217,17.8,3677,"1503 of 3141"
"Saline County",29195,17.8,4097,"1499 of 3141"
"New Madrid County",29143,17.8,3214,"1489 of 3141"
"Butler County",29023,17.9,7683,"1463 of 3141"
"Ste. Genevieve County",29186,18.0,3211,"1458 of 3141"
"Lafayette County",29107,18.0,5869,"1454 of 3141"
"Lewis County",29111,18.0,1818,"1433 of 3141"
"Madison County",29123,18.2,2220,"1401 of 3141"
"Crawford County",29055,18.2,4444,"1375 of 3141"
"Scotland County",29199,18.6,906,"1275 of 3141"
"Bollinger County",29017,18.8,2317,"1208 of 3141"
"Carter County",29035,18.8,1174,"1206 of 3141"
"Howell County",29091,18.9,7573,"1174 of 3141"
"Wright County",29229,18.9,3461,"1155 of 3141"
"Barton County",29011,18.9,2259,"1152 of 3141"
"Bates County",29013,18.9,3104,"1150 of 3141"
"Stoddard County",29207,19.3,5722,"1039 of 3141"
"Dallas County",29059,19.4,3184,"1027 of 3141"
"Caldwell County",29025,19.4,1752,"1026 of 3141"
"Barry County",29009,19.4,6856,"1025 of 3141"
"Gentry County",29075,19.4,1297,"1012 of 3141"
"Ripley County",29181,19.4,2682,"1006 of 3141"
"Schuyler County",29197,19.4,865,"1003 of 3141"
"Texas County",29215,19.6,5042,"964 of 3141"
"Sullivan County",29211,19.6,1252,"961 of 3141"
"Livingston County",29117,19.7,2956,"949 of 3141"
"Daviess County",29061,19.8,1643,"918 of 3141"
"Ralls County",29173,19.8,2024,"913 of 3141"
"Montgomery County",29139,19.8,2304,"911 of 3141"
"Clark County",29045,19.9,1352,"903 of 3141"
"Maries County",29125,20.1,1798,"844 of 3141"
"Shelby County",29205,20.2,1227,"819 of 3141"
"Linn County",29115,20.2,2472,"815 of 3141"
"Mercer County",29129,20.2,742,"801 of 3141"
"Taney County",29213,20.2,10996,"793 of 3141"
"Carroll County",29033,20.4,1816,"768 of 3141"
"Shannon County",29203,20.4,1690,"757 of 3141"
"Henry County",29083,20.6,4493,"713 of 3141"
"Iron County",29093,20.7,2130,"691 of 3141"
"Dent County",29065,20.8,3243,"673 of 3141"
"Grundy County",29079,20.9,2114,"660 of 3141"
"Knox County",29103,21.2,841,"617 of 3141"
"Macon County",29121,21.3,3266,"591 of 3141"
"Monroe County",29137,21.3,1851,"590 of 3141"
"Harrison County",29081,21.5,1851,"556 of 3141"
"Gasconade County",29073,21.6,3193,"543 of 3141"
"Reynolds County",29179,21.6,1377,"539 of 3141"
"Wayne County",29223,22.3,2985,"446 of 3141"
"Dade County",29057,22.6,1717,"417 of 3141"
"Douglas County",29067,22.8,3050,"398 of 3141"
"Cedar County",29039,22.9,3170,"391 of 3141"
"Oregon County",29149,22.9,2470,"385 of 3141"
"Chariton County",29041,23.2,1759,"364 of 3141"
"Morgan County",29141,23.2,4672,"359 of 3141"
"Putnam County",29171,23.4,1135,"345 of 3141"
"Holt County",29087,23.4,1054,"342 of 3141"
"Worth County",29227,24.0,493,"293 of 3141"
"Atchison County",29005,24.6,1314,"237 of 3141"
"Ozark County",29153,26.2,2441,"147 of 3141"
"St. Clair County",29185,26.4,2482,"135 of 3141"
"Camden County",29029,26.4,11856,"134 of 3141"
"Stone County",29209,29.0,9133,"55 of 3141"
"Benton County",29015,29.0,5482,"54 of 3141"
"Hickory County",29085,33.1,3097,"20 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
