locale,fips,value (percent),people (female),rank within us,age,areatype,demo,file_name,race,sex,source_url,stateFIPS,topic,type,people (male)
United States,0.0,50.8,162985654.0,,1,country,105,demographics_026.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00105&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,pop,manyareacensus,
Missouri,29000.0,50.9,3093968.0,32 of 52,1,state,105,demographics_026.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00105&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,pop,manyareacensus,
DeKalb County,29063.0,36.3,4557.0,15 of 3141,1,county,105,demographics_026.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00105&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,pop,manyareacensus,
Pulaski County,29169.0,42.9,22771.0,69 of 3141,1,county,105,demographics_026.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00105&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,pop,manyareacensus,
Pike County,29163.0,44.9,8315.0,115 of 3141,1,county,105,demographics_026.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00105&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,pop,manyareacensus,
St. Francois County,29187.0,46.0,30458.0,160 of 3141,1,county,105,demographics_026.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00105&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,pop,manyareacensus,
Mississippi County,29133.0,46.1,6421.0,169 of 3141,1,county,105,demographics_026.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00105&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,pop,manyareacensus,
Phelps County,29161.0,47.4,21268.0,279 of 3141,1,county,105,demographics_026.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00105&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,pop,manyareacensus,
Cooper County,29053.0,47.4,8353.0,281 of 3141,1,county,105,demographics_026.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00105&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,pop,manyareacensus,
Moniteau County,29135.0,47.5,7554.0,284 of 3141,1,county,105,demographics_026.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00105&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,pop,manyareacensus,
Randolph County,29175.0,47.7,11912.0,310 of 3141,1,county,105,demographics_026.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00105&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,pop,manyareacensus,
Osage County,29151.0,47.8,6505.0,328 of 3141,1,county,105,demographics_026.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00105&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,pop,manyareacensus,
