------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'topic': 'inc', 'demo': '00011', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Missouri by County
Income: Median household income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Missouri",29000,51542.000000000,"37 of 52"
"United States",00000,57652.000000000,"N/A"
"Shannon County",29203,31202.000000000,"3025 of 3141"
"Wright County",29229,31290.000000000,"3022 of 3141"
"Ozark County",29153,32021.000000000,"3002 of 3141"
"Oregon County",29149,32070.000000000,"2996 of 3141"
"Mississippi County",29133,32212.000000000,"2990 of 3141"
"Dunklin County",29069,32348.000000000,"2981 of 3141"
"Pemiscot County",29155,32468.000000000,"2974 of 3141"
"Douglas County",29067,33003.000000000,"2959 of 3141"
"New Madrid County",29143,33846.000000000,"2924 of 3141"
"Ripley County",29181,33849.000000000,"2923 of 3141"
"Hickory County",29085,34746.000000000,"2886 of 3141"
"Morgan County",29141,34776.000000000,"2884 of 3141"
"Howell County",29091,34984.000000000,"2875 of 3141"
"St. Clair County",29185,35066.000000000,"2869 of 3141"
"Benton County",29015,35097.000000000,"2866 of 3141"
"Wayne County",29223,35135.000000000,"2865 of 3141"
"Texas County",29215,35571.000000000,"2831 of 3141"
"Cedar County",29039,35930.000000000,"2807 of 3141"
"Iron County",29093,36457.000000000,"2766 of 3141"
"Putnam County",29171,37028.000000000,"2721 of 3141"
"Crawford County",29055,37171.000000000,"2708 of 3141"
"Madison County",29123,37484.000000000,"2677 of 3141"
"Washington County",29221,37810.000000000,"2653 of 3141"
"Carter County",29035,37875.000000000,"2647 of 3141"
"Butler County",29023,37878.000000000,"2646 of 3141"
"St. Louis City",29510,38664.000000000,"2597 of 3141"
"Adair County",29001,38750.000000000,"2586 of 3141"
"Dent County",29065,38829.000000000,"2578 of 3141"
"Schuyler County",29197,38848.000000000,"2575 of 3141"
"Dade County",29057,38880.000000000,"2570 of 3141"
"Macon County",29121,38903.000000000,"2568 of 3141"
"Taney County",29213,39661.000000000,"2493 of 3141"
"Knox County",29103,39674.000000000,"2492 of 3141"
"Stoddard County",29207,40076.000000000,"2465 of 3141"
"Reynolds County",29179,40265.000000000,"2455 of 3141"
"Barry County",29009,40638.000000000,"2411 of 3141"
"Bollinger County",29017,40791.000000000,"2391 of 3141"
"Henry County",29083,41089.000000000,"2368 of 3141"
"Grundy County",29079,41092.000000000,"2367 of 3141"
"Barton County",29011,41184.000000000,"2346 of 3141"
"McDonald County",29119,41207.000000000,"2343 of 3141"
"Nodaway County",29147,41370.000000000,"2321 of 3141"
"Dallas County",29059,41441.000000000,"2315 of 3141"
"Miller County",29131,41461.000000000,"2312 of 3141"
"Vernon County",29217,41479.000000000,"2308 of 3141"
"Saline County",29195,41567.000000000,"2295 of 3141"
"Scott County",29201,41628.000000000,"2288 of 3141"
"Linn County",29115,41652.000000000,"2284 of 3141"
"Lawrence County",29109,41673.000000000,"2282 of 3141"
"Phelps County",29161,41681.000000000,"2280 of 3141"
"Maries County",29125,41715.000000000,"2277 of 3141"
"Monroe County",29137,42011.000000000,"2248 of 3141"
"Sullivan County",29211,42034.000000000,"2245 of 3141"
"Shelby County",29205,42593.000000000,"2182 of 3141"
"Laclede County",29105,42646.000000000,"2177 of 3141"
"St. Francois County",29187,42873.000000000,"2158 of 3141"
"Harrison County",29081,42889.000000000,"2153 of 3141"
"Scotland County",29199,42939.000000000,"2148 of 3141"
"Montgomery County",29139,43094.000000000,"2134 of 3141"
"Pettis County",29159,43097.000000000,"2133 of 3141"
"Greene County",29077,43175.000000000,"2129 of 3141"
"Chariton County",29041,43186.000000000,"2128 of 3141"
"Stone County",29209,43292.000000000,"2114 of 3141"
"Mercer County",29129,43314.000000000,"2109 of 3141"
"Carroll County",29033,43583.000000000,"2077 of 3141"
"Gentry County",29075,43777.000000000,"2060 of 3141"
"Holt County",29087,43981.000000000,"2040 of 3141"
"Audrain County",29007,44056.000000000,"2030 of 3141"
"Marion County",29127,44098.000000000,"2025 of 3141"
"Randolph County",29175,44754.000000000,"1954 of 3141"
"Polk County",29167,44805.000000000,"1950 of 3141"
"Caldwell County",29025,44975.000000000,"1924 of 3141"
"Pike County",29163,45112.000000000,"1910 of 3141"
"Webster County",29225,45185.000000000,"1907 of 3141"
"Clark County",29045,45216.000000000,"1901 of 3141"
"Atchison County",29005,45259.000000000,"1899 of 3141"
"Jasper County",29097,45328.000000000,"1893 of 3141"
"Bates County",29013,45605.000000000,"1857 of 3141"
"Daviess County",29061,45707.000000000,"1842 of 3141"
"Livingston County",29117,45929.000000000,"1820 of 3141"
"DeKalb County",29063,46517.000000000,"1741 of 3141"
"Cooper County",29053,46547.000000000,"1737 of 3141"
"Newton County",29145,46723.000000000,"1709 of 3141"
"Lewis County",29111,47148.000000000,"1666 of 3141"
"Worth County",29227,48214.000000000,"1553 of 3141"
"Buchanan County",29021,48652.000000000,"1499 of 3141"
"Cape Girardeau County",29031,49554.000000000,"1417 of 3141"
"Ralls County",29173,50161.000000000,"1341 of 3141"
"Howard County",29089,50356.000000000,"1313 of 3141"
"Camden County",29029,50496.000000000,"1301 of 3141"
"Jackson County",29095,50652.000000000,"1282 of 3141"
"Gasconade County",29073,50687.000000000,"1276 of 3141"
"Johnson County",29101,50689.000000000,"1274 of 3141"
"Moniteau County",29135,50897.000000000,"1245 of 3141"
"Ste. Genevieve County",29186,50959.000000000,"1235 of 3141"
"Pulaski County",29169,51137.000000000,"1215 of 3141"
"Boone County",29019,52005.000000000,"1120 of 3141"
"Lafayette County",29107,52557.000000000,"1054 of 3141"
"Callaway County",29027,53180.000000000,"1002 of 3141"
"Franklin County",29071,53849.000000000,"937 of 3141"
"Cole County",29051,54216.000000000,"901 of 3141"
"Osage County",29151,54503.000000000,"880 of 3141"
"Perry County",29157,54935.000000000,"844 of 3141"
"Christian County",29043,55761.000000000,"786 of 3141"
"Warren County",29219,56193.000000000,"755 of 3141"
"Andrew County",29003,56658.000000000,"716 of 3141"
"Ray County",29177,57270.000000000,"679 of 3141"
"Clinton County",29049,57591.000000000,"655 of 3141"
"Lincoln County",29113,58603.000000000,"596 of 3141"
"Jefferson County",29099,60765.000000000,"481 of 3141"
"St. Louis County",29189,62931.000000000,"379 of 3141"
"Cass County",29037,65352.000000000,"315 of 3141"
"Clay County",29047,65675.000000000,"298 of 3141"
"Platte County",29165,74199.000000000,"168 of 3141"
"St. Charles County",29183,78380.000000000,"124 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median household income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
