------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=12&areatype=county&cancer=001&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '12', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '2', 'age': '001', 'type': 'death', 'file_name': 'deathrates_032.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=12&areatype=county&cancer=001&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Florida by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Florida",12000,Yes,129 ,128.2, 129.8,19880,falling,-1.4 ,-1.5, -1.3
"United States",00000,Yes,137.7 ,137.4, 137.9,280047,falling,-1.4 ,-1.5, -1.4
"Union County",12125,No,199.1 ,151.3, 257.6,12,stable,0.1 ,-1.9, 2.1
"Levy County",12075,No,174.5 ,153.4, 198,55,stable,0.3 ,-0.5, 1.2
"Wakulla County",12129,No,173.3 ,145.2, 205.3,29,stable,-1.2 ,-2.4, 0.0
"Putnam County",12107,No,173.2 ,157.6, 190.1,100,stable,-0.5 ,-1.1, 0.1
"Columbia County",12023,No,171.2 ,154.4, 189.5,80,stable,-0.4 ,-1.1, 0.2
"Baker County",12003,No,168.1 ,139.9, 200.4,26,stable,-1.1 ,-2.2, 0.1
"Hamilton County",12047,No,167.4 ,128.7, 215.1,14,falling,-1.6 ,-2.9, -0.3
"Jackson County",12063,No,164.8 ,145.5, 186.4,57,stable,0.4 ,-0.1, 1.0
"Dixie County",12029,No,164 ,133, 201.7,21,stable,-0.5 ,-2.1, 1.1
"Bradford County",12007,No,163.4 ,136.5, 194.6,29,stable,-0.8 ,-1.9, 0.3
"Gilchrist County",12041,No,162.6 ,132.6, 198.4,22,stable,-1.2 ,-2.6, 0.2
"Holmes County",12059,No,162.2 ,133, 196.9,23,stable,0.2 ,-1.0, 1.4
