------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=12&areatype=county&cancer=086&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '12', 'areatype': 'county', 'cancer': '086', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=12&areatype=county&cancer=086&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Florida by County

"Non-Hodgkin Lymphoma, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Florida",12000,***,5.3 ,5.2, 5.5,1516,falling,-2.7 ,-3.0, -2.5
"United States",00000,***,5.6 ,5.6, 5.7,20262,falling,-2.2 ,-2.4, -2.0
"Putnam County",12107,***,7.6 ,5.3, 10.6,8,stable,0.6 ,-1.6, 2.8
"Columbia County",12023,***,6.9 ,4.7, 9.9,6,stable,-0.9 ,-2.9, 1.3
"Jackson County",12063,***,6.9 ,4.3, 10.5,5,*,*,*,*
"Escambia County",12033,***,6.6 ,5.5, 8,24,stable,-0.9 ,-1.9, 0.2
"Suwannee County",12121,***,6.4 ,4, 10.1,4,stable,-0.8 ,-3.0, 1.3
"Okaloosa County",12091,***,6.3 ,4.9, 8,14,stable,-0.9 ,-2.6, 0.8
"Walton County",12131,***,6.1 ,3.9, 9.2,5,*,*,*,*
"Seminole County",12117,***,6 ,5.1, 7.1,30,falling,-2.1 ,-3.1, -1.0
"Brevard County",12009,***,5.9 ,5.3, 6.7,56,falling,-1.4 ,-2.2, -0.6
"Clay County",12019,***,5.9 ,4.5, 7.7,12,falling,-2.1 ,-4.0, -0.2
"Leon County",12073,***,5.8 ,4.5, 7.3,15,falling,-2.2 ,-3.2, -1.1
"Indian River County",12061,***,5.8 ,4.4, 7.5,17,falling,-1.6 ,-2.9, -0.3
"Sumter County",12119,***,5.8 ,4.2, 8,17,*,*,*,*
"Hillsborough County",12057,***,5.8 ,5.2, 6.4,78,falling,-2.2 ,-2.9, -1.5
"Palm Beach County",12099,***,5.7 ,5.3, 6.2,144,falling,-3.1 ,-3.9, -2.2
"Alachua County",12001,***,5.7 ,4.4, 7.2,14,stable,-0.6 ,-2.2, 1.0
"Citrus County",12017,***,5.6 ,4.5, 7.1,20,falling,-1.8 ,-3.0, -0.6
"Volusia County",12127,***,5.6 ,4.9, 6.4,47,falling,-1.8 ,-2.5, -1.2
"St. Lucie County",12111,***,5.6 ,4.6, 6.7,26,falling,-2.4 ,-3.7, -1.1
"Flagler County",12035,***,5.6 ,4, 7.6,10,stable,-1.3 ,-3.7, 1.1
"Levy County",12075,***,5.5 ,3.3, 9.2,4,*,*,*,*
"Pinellas County",12103,***,5.5 ,5, 6,89,falling,-2.6 ,-3.5, -1.7
"Bay County",12005,***,5.5 ,4.1, 7.1,12,falling,-3.3 ,-4.6, -2.0
"Broward County",12011,***,5.5 ,5, 5.9,125,falling,-2.6 ,-3.2, -2.0
"Miami-Dade County",12086,***,5.4 ,5.1, 5.8,174,falling,-2.4 ,-2.9, -2.0
"Marion County",12083,***,5.3 ,4.5, 6.2,34,falling,-1.7 ,-2.7, -0.7
"Duval County",12031,***,5.2 ,4.6, 6,49,falling,-1.6 ,-2.7, -0.5
"Lake County",12069,***,5.2 ,4.4, 6.2,31,falling,-1.8 ,-2.7, -0.9
"Osceola County",12097,***,5.1 ,4, 6.4,15,falling,-1.9 ,-3.2, -0.5
"Sarasota County",12115,***,5 ,4.3, 5.9,48,falling,-2.3 ,-3.3, -1.2
"Orange County",12095,***,5 ,4.4, 5.6,56,falling,-2.3 ,-3.1, -1.6
"Hernando County",12053,***,5 ,4, 6.2,18,falling,-2.9 ,-4.1, -1.6
"Pasco County",12101,***,5 ,4.3, 5.8,39,falling,-2.9 ,-4.1, -1.6
"Polk County",12105,***,4.9 ,4.3, 5.6,45,falling,-2.0 ,-2.8, -1.2
"Charlotte County",12015,***,4.9 ,3.9, 6.2,21,falling,-2.1 ,-3.2, -1.0
"Santa Rosa County",12113,***,4.8 ,3.5, 6.5,9,falling,-2.8 ,-4.5, -1.2
"Monroe County",12087,***,4.7 ,3, 7.3,5,falling,-3.9 ,-5.6, -2.1
"Lee County",12071,***,4.6 ,4.1, 5.2,58,falling,-2.3 ,-3.0, -1.6
"Martin County",12085,***,4.5 ,3.6, 5.8,16,falling,-2.6 ,-3.6, -1.5
"Manatee County",12081,***,4.3 ,3.6, 5.1,28,falling,-2.4 ,-3.4, -1.4
"St. Johns County",12109,***,4.2 ,3.2, 5.4,12,falling,-2.5 ,-3.8, -1.1
"Collier County",12021,***,4 ,3.4, 4.8,29,falling,-2.5 ,-3.4, -1.6
"Nassau County",12089,***,3.8 ,2.3, 5.9,4,*,*,*,*
"Highlands County",12055,***,3.7 ,2.6, 5.3,9,falling,-3.4 ,-5.3, -1.5
"Baker County",12003,***,* ,*, *,3 or fewer,*,*,*,*
"Bradford County",12007,***,* ,*, *,3 or fewer,*,*,*,*
"Calhoun County",12013,***,* ,*, *,3 or fewer,*,*,*,*
"DeSoto County",12027,***,* ,*, *,3 or fewer,*,*,*,*
"Dixie County",12029,***,* ,*, *,3 or fewer,*,*,*,*
"Franklin County",12037,***,* ,*, *,3 or fewer,*,*,*,*
"Gadsden County",12039,***,* ,*, *,3 or fewer,*,*,*,*
