------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=12&areatype=county&cancer=001&race=04&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '12', 'areatype': 'county', 'cancer': '001', 'race': '04', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_029.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=12&areatype=county&cancer=001&race=04&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Florida by County

"All Cancer Sites, 2012-2016"

"Asian or Pacific Islander (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Florida",12000,Yes,81.3 ,77.8, 84.9,447,falling,-2.2 ,-3.6, -0.8
"United States",00000,Yes,100 ,99.3, 100.7,16633,falling,-1.4 ,-1.4, -1.3
"Santa Rosa County",12113,Yes,140.2 ,81.8, 220.4,4,*,*,*,*
"Bay County",12005,Yes,119 ,75, 178.4,5,*,*,*,*
"Brevard County",12009,Yes,116.5 ,94, 142.9,20,stable,1.7 ,-0.5, 4.0
"Escambia County",12033,Yes,110 ,81.3, 145.2,11,stable,-8.3 ,-17.0, 1.4
"Flagler County",12035,Yes,102.1 ,61.1, 163.3,4,*,*,*,*
"Citrus County",12017,Yes,100.8 ,60.5, 165.2,4,*,*,*,*
"Pasco County",12101,Yes,99.6 ,74.8, 129.7,12,*,*,*,*
"Sarasota County",12115,Yes,94.3 ,65.3, 132.1,7,*,*,*,*
"Charlotte County",12015,Yes,93.7 ,52.5, 157,3,*,*,*,*
"Pinellas County",12103,Yes,88.3 ,74.3, 104.1,31,stable,0.1 ,-1.3, 1.5
"Okaloosa County",12091,Yes,88.1 ,60.7, 123.9,7,stable,-3.0 ,-6.0, 0.1
"Leon County",12073,Yes,87.2 ,49.5, 139,4,*,*,*,*
"Miami-Dade County",12086,Yes,83.4 ,71.4, 96.9,38,stable,-0.2 ,-1.4, 1.0
"Seminole County",12117,Yes,82 ,62.5, 105.3,13,stable,-1.6 ,-3.8, 0.6
"Duval County",12031,Yes,80.3 ,67.3, 94.9,31,stable,0.0 ,-1.5, 1.6
"Lee County",12071,Yes,80.1 ,60, 105,11,*,*,*,*
"Orange County",12095,Yes,79.9 ,69.4, 91.5,48,falling,-1.8 ,-3.0, -0.5
"Hillsborough County",12057,Yes,79.3 ,67, 93.2,35,stable,-0.3 ,-2.0, 1.4
"Osceola County",12097,Yes,78.5 ,55.2, 108.2,9,*,*,*,*
"St. Lucie County",12111,Yes,78.5 ,46.5, 122.9,4,*,*,*,*
"Palm Beach County",12099,Yes,78.3 ,65.6, 92.7,30,rising,2.0 ,0.3, 3.7
"Broward County",12011,Yes,75.7 ,66.1, 86.1,52,stable,1.2 ,-0.4, 2.8
"Clay County",12019,Yes,73.3 ,46.5, 109.9,5,*,*,*,*
"Volusia County",12127,Yes,69.2 ,47.3, 97.5,7,*,*,*,*
"Lake County",12069,Yes,68.7 ,46.5, 98.4,6,*,*,*,*
"Marion County",12083,Yes,67.6 ,41, 104.9,4,*,*,*,*
"Polk County",12105,Yes,61.8 ,44.7, 83.5,9,*,*,*,*
"Manatee County",12081,Yes,59.2 ,37, 89.9,5,*,*,*,*
"Alachua County",12001,Yes,46.1 ,27, 72.5,4,*,*,*,*
"Collier County",12021,Yes,44.7 ,25.3, 74.8,3,*,*,*,*
"Baker County",12003,***,* ,*, *,3 or fewer,*,*,*,*
"Bradford County",12007,***,* ,*, *,3 or fewer,*,*,*,*
"Calhoun County",12013,***,* ,*, *,3 or fewer,*,*,*,*
"Columbia County",12023,***,* ,*, *,3 or fewer,*,*,*,*
"DeSoto County",12027,***,* ,*, *,3 or fewer,*,*,*,*
"Dixie County",12029,***,* ,*, *,3 or fewer,*,*,*,*
"Franklin County",12037,***,* ,*, *,3 or fewer,*,*,*,*
"Gadsden County",12039,***,* ,*, *,3 or fewer,*,*,*,*
"Gilchrist County",12041,***,* ,*, *,3 or fewer,*,*,*,*
"Glades County",12043,***,* ,*, *,3 or fewer,*,*,*,*
"Gulf County",12045,***,* ,*, *,3 or fewer,*,*,*,*
"Hamilton County",12047,***,* ,*, *,3 or fewer,*,*,*,*
"Hardee County",12049,***,* ,*, *,3 or fewer,*,*,*,*
"Hendry County",12051,***,* ,*, *,3 or fewer,*,*,*,*
"Hernando County",12053,***,* ,*, *,3 or fewer,*,*,*,*
"Highlands County",12055,***,* ,*, *,3 or fewer,*,*,*,*
"Holmes County",12059,***,* ,*, *,3 or fewer,*,*,*,*
"Indian River County",12061,***,* ,*, *,3 or fewer,*,*,*,*
"Jackson County",12063,***,* ,*, *,3 or fewer,*,*,*,*
"Jefferson County",12065,***,* ,*, *,3 or fewer,*,*,*,*
"Lafayette County",12067,***,* ,*, *,3 or fewer,*,*,*,*
"Levy County",12075,***,* ,*, *,3 or fewer,*,*,*,*
"Liberty County",12077,***,* ,*, *,3 or fewer,*,*,*,*
"Madison County",12079,***,* ,*, *,3 or fewer,*,*,*,*
"Martin County",12085,***,* ,*, *,3 or fewer,*,*,*,*
"Monroe County",12087,***,* ,*, *,3 or fewer,*,*,*,*
"Nassau County",12089,***,* ,*, *,3 or fewer,*,*,*,*
"Okeechobee County",12093,***,* ,*, *,3 or fewer,*,*,*,*
"Putnam County",12107,***,* ,*, *,3 or fewer,*,*,*,*
"St. Johns County",12109,***,* ,*, *,3 or fewer,*,*,*,*
"Sumter County",12119,***,* ,*, *,3 or fewer,*,*,*,*
"Suwannee County",12121,***,* ,*, *,3 or fewer,*,*,*,*
"Taylor County",12123,***,* ,*, *,3 or fewer,*,*,*,*
"Union County",12125,***,* ,*, *,3 or fewer,*,*,*,*
"Wakulla County",12129,***,* ,*, *,3 or fewer,*,*,*,*
"Walton County",12131,***,* ,*, *,3 or fewer,*,*,*,*
"Washington County",12133,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:57 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"(†) Death data provided by the National Vital Statistics System public use data file.  Death rates calculated by the National Cancer Institute using SEER*Stat.  Death rates are age-adjusted  to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+).  The Healthy People 2020 goals are based on rates adjusted using different methods but the differences should be minimal.  Population counts for denominators are based on Census populations as modified by NCI. "
 The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used with mortality data. 
"(‡) The Average Annual Percent Change (AAPC) is based on the APCs calculated by Joinpoint. Due to data availability issues, the time period used in the calculation of the joinpoint regression model may differ for selected counties. \n"
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."


"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

