------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Michigan by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Michigan",26000,66653.000000000,"32 of 52"
"United States",00000,70850.000000000,"N/A"
"Lake County",26085,43433.000000000,"2905 of 3141"
"Roscommon County",26143,44612.000000000,"2854 of 3141"
"Clare County",26035,45201.000000000,"2826 of 3141"
"Montmorency County",26119,45576.000000000,"2802 of 3141"
"Oscoda County",26135,46786.000000000,"2722 of 3141"
"Ontonagon County",26131,46906.000000000,"2718 of 3141"
"Ogemaw County",26129,47201.000000000,"2694 of 3141"
"Alcona County",26001,49137.000000000,"2577 of 3141"
"Osceola County",26133,49398.000000000,"2557 of 3141"
"Arenac County",26011,49656.000000000,"2537 of 3141"
"Iosco County",26069,49701.000000000,"2534 of 3141"
"Wexford County",26165,49844.000000000,"2522 of 3141"
"Kalkaska County",26079,49914.000000000,"2517 of 3141"
"Schoolcraft County",26153,50195.000000000,"2496 of 3141"
"Missaukee County",26113,50307.000000000,"2482 of 3141"
"Gladwin County",26051,50637.000000000,"2446 of 3141"
"Oceana County",26127,50929.000000000,"2415 of 3141"
"Luce County",26095,51250.000000000,"2389 of 3141"
"Mackinac County",26097,51308.000000000,"2386 of 3141"
"Gogebic County",26053,51344.000000000,"2382 of 3141"
"Crawford County",26039,51737.000000000,"2345 of 3141"
"Presque Isle County",26141,51802.000000000,"2339 of 3141"
"Gratiot County",26057,51947.000000000,"2324 of 3141"
"Iron County",26071,52346.000000000,"2279 of 3141"
"Cheboygan County",26031,52363.000000000,"2275 of 3141"
"Baraga County",26013,52422.000000000,"2269 of 3141"
"Montcalm County",26117,52422.000000000,"2269 of 3141"
"Keweenaw County",26083,52500.000000000,"2260 of 3141"
"Sanilac County",26151,53303.000000000,"2191 of 3141"
"Alpena County",26007,53524.000000000,"2175 of 3141"
"Chippewa County",26033,53536.000000000,"2173 of 3141"
"Newaygo County",26123,53713.000000000,"2156 of 3141"
"Manistee County",26101,54708.000000000,"2081 of 3141"
"Menominee County",26109,55026.000000000,"2054 of 3141"
"Tuscola County",26157,55031.000000000,"2053 of 3141"
"Muskegon County",26121,55421.000000000,"2017 of 3141"
"Mason County",26105,55621.000000000,"1998 of 3141"
"Mecosta County",26107,55988.000000000,"1962 of 3141"
"Genesee County",26049,56018.000000000,"1958 of 3141"
"Wayne County",26163,56118.000000000,"1951 of 3141"
"Dickinson County",26043,56290.000000000,"1934 of 3141"
"Alger County",26003,56468.000000000,"1921 of 3141"
"St. Joseph County",26149,56574.000000000,"1910 of 3141"
"Delta County",26041,56777.000000000,"1890 of 3141"
"Calhoun County",26025,56851.000000000,"1881 of 3141"
"Huron County",26063,56943.000000000,"1873 of 3141"
"Hillsdale County",26059,57228.000000000,"1844 of 3141"
"Saginaw County",26145,57460.000000000,"1819 of 3141"
"Branch County",26023,57570.000000000,"1803 of 3141"
"Bay County",26017,57915.000000000,"1775 of 3141"
"Houghton County",26061,58772.000000000,"1688 of 3141"
"Otsego County",26137,59418.000000000,"1620 of 3141"
"Van Buren County",26159,59439.000000000,"1616 of 3141"
"Berrien County",26021,60462.000000000,"1494 of 3141"
"Antrim County",26009,60710.000000000,"1467 of 3141"
"Isabella County",26073,60894.000000000,"1447 of 3141"
"Ionia County",26067,61327.000000000,"1408 of 3141"
"Jackson County",26075,61359.000000000,"1403 of 3141"
"Shiawassee County",26155,61467.000000000,"1391 of 3141"
"Cass County",26027,62018.000000000,"1345 of 3141"
"Marquette County",26103,63135.000000000,"1230 of 3141"
"Lenawee County",26091,63490.000000000,"1193 of 3141"
"Charlevoix County",26029,64378.000000000,"1127 of 3141"
"Benzie County",26019,65349.000000000,"1040 of 3141"
"Lapeer County",26087,65673.000000000,"1015 of 3141"
"Ingham County",26065,66415.000000000,"964 of 3141"
"Emmet County",26047,66466.000000000,"962 of 3141"
"St. Clair County",26147,67392.000000000,"897 of 3141"
"Barry County",26015,67777.000000000,"860 of 3141"
"Allegan County",26005,68270.000000000,"829 of 3141"
"Kent County",26081,70224.000000000,"710 of 3141"
"Kalamazoo County",26077,70584.000000000,"692 of 3141"
"Macomb County",26099,71606.000000000,"642 of 3141"
"Grand Traverse County",26055,71745.000000000,"636 of 3141"
"Midland County",26111,71798.000000000,"633 of 3141"
"Eaton County",26045,71877.000000000,"625 of 3141"
"Monroe County",26115,73750.000000000,"509 of 3141"
"Leelanau County",26089,74043.000000000,"492 of 3141"
"Ottawa County",26139,75629.000000000,"440 of 3141"
"Clinton County",26037,80327.000000000,"302 of 3141"
"Livingston County",26093,92869.000000000,"129 of 3141"
"Oakland County",26125,94395.000000000,"113 of 3141"
"Washtenaw County",26161,94640.000000000,"110 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
