------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'topic': 'pop', 'demo': '00029', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Michigan by County
Population: Age 50 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 50 And Over),Rank within US
"United States",00000,34.5,110609456,"N/A"
"Michigan",26000,37.0,3668450,"12 of 52"
"Isabella County",26073,27.2,19179,"3038 of 3141"
"Ingham County",26065,29.9,85462,"2890 of 3141"
"Washtenaw County",26161,30.3,109644,"2854 of 3141"
"Kent County",26081,31.5,200336,"2771 of 3141"
"Kalamazoo County",26077,31.8,82652,"2748 of 3141"
"Ottawa County",26139,32.1,90074,"2706 of 3141"
"Houghton County",26061,34.0,12351,"2500 of 3141"
"Ionia County",26067,34.1,21847,"2490 of 3141"
"Wayne County",26163,34.6,610673,"2418 of 3141"
"Gratiot County",26057,36.2,14956,"2165 of 3141"
"Muskegon County",26121,36.7,63321,"2097 of 3141"
"Mecosta County",26107,36.7,15834,"2095 of 3141"
"Allegan County",26005,36.9,42158,"2037 of 3141"
"Clinton County",26037,37.2,28730,"1981 of 3141"
"Genesee County",26049,37.4,153534,"1929 of 3141"
"Chippewa County",26033,37.4,14217,"1923 of 3141"
"Oakland County",26125,37.4,464441,"1921 of 3141"
"Calhoun County",26025,37.4,50286,"1912 of 3141"
"Macomb County",26099,37.5,323777,"1902 of 3141"
"St. Joseph County",26149,37.5,22824,"1898 of 3141"
"Montcalm County",26117,37.7,23761,"1844 of 3141"
"Jackson County",26075,37.9,60300,"1805 of 3141"
"Marquette County",26103,38.3,25711,"1717 of 3141"
"Midland County",26111,38.8,32356,"1627 of 3141"
"Lenawee County",26091,38.8,38278,"1618 of 3141"
"Eaton County",26045,38.9,42226,"1604 of 3141"
"Van Buren County",26159,38.9,29251,"1598 of 3141"
"Saginaw County",26145,38.9,75424,"1595 of 3141"
"Branch County",26023,39.1,17041,"1550 of 3141"
"Livingston County",26093,39.2,73229,"1540 of 3141"
"Monroe County",26115,39.3,58745,"1523 of 3141"
"Shiawassee County",26155,39.5,27098,"1458 of 3141"
"Wexford County",26165,40.1,13185,"1325 of 3141"
"Berrien County",26021,40.1,62085,"1322 of 3141"
"Hillsdale County",26059,40.3,18518,"1264 of 3141"
"St. Clair County",26147,40.5,64659,"1226 of 3141"
"Grand Traverse County",26055,40.7,37087,"1179 of 3141"
"Barry County",26015,40.7,24250,"1173 of 3141"
"Lapeer County",26087,40.8,35970,"1150 of 3141"
"Newaygo County",26123,41.0,19627,"1111 of 3141"
"Bay County",26017,41.2,43379,"1061 of 3141"
"Baraga County",26013,41.4,3550,"1026 of 3141"
"Oceana County",26127,41.7,10977,"973 of 3141"
"Missaukee County",26113,41.8,6267,"951 of 3141"
"Luce County",26095,41.9,2685,"939 of 3141"
"Osceola County",26133,42.0,9743,"930 of 3141"
"Tuscola County",26157,42.2,22604,"896 of 3141"
"Cass County",26027,42.8,21981,"799 of 3141"
"Otsego County",26137,42.9,10390,"782 of 3141"
"Kalkaska County",26079,42.9,7439,"779 of 3141"
"Sanilac County",26151,43.3,17973,"721 of 3141"
"Emmet County",26047,43.7,14410,"659 of 3141"
"Dickinson County",26043,45.3,11640,"490 of 3141"
"Mason County",26105,45.4,13076,"477 of 3141"
"Delta County",26041,46.2,16830,"395 of 3141"
"Clare County",26035,46.4,14197,"386 of 3141"
"Alpena County",26007,46.8,13440,"352 of 3141"
"Charlevoix County",26029,47.2,12355,"320 of 3141"
"Menominee County",26109,47.6,11125,"300 of 3141"
"Gogebic County",26053,47.9,7468,"276 of 3141"
"Huron County",26063,48.0,15249,"271 of 3141"
"Manistee County",26101,48.5,11860,"239 of 3141"
