------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00026&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'topic': 'pop', 'demo': '00026', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_023.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00026&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Michigan by County
Population: Hispanic
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Hispanic),Rank within US
"Michigan",26000,4.9,484568,"40 of 52"
"United States",00000,17.6,56510571,"N/A"
"Keweenaw County",26083,0.7,14,"3031 of 3141"
"Schoolcraft County",26153,1.0,78,"2945 of 3141"
"Delta County",26041,1.2,435,"2863 of 3141"
"Presque Isle County",26141,1.2,159,"2847 of 3141"
"Gogebic County",26053,1.3,195,"2836 of 3141"
"Montmorency County",26119,1.3,117,"2832 of 3141"
"Alpena County",26007,1.3,372,"2806 of 3141"
"Cheboygan County",26031,1.3,340,"2784 of 3141"
"Ontonagon County",26131,1.4,82,"2775 of 3141"
"Oscoda County",26135,1.4,116,"2754 of 3141"
"Alcona County",26001,1.4,147,"2745 of 3141"
"Alger County",26003,1.4,131,"2744 of 3141"
"Dickinson County",26043,1.4,364,"2743 of 3141"
"Marquette County",26103,1.4,964,"2727 of 3141"
"Gladwin County",26051,1.5,373,"2703 of 3141"
"Baraga County",26013,1.5,128,"2688 of 3141"
"Houghton County",26061,1.5,543,"2686 of 3141"
"Emmet County",26047,1.6,515,"2635 of 3141"
"Mackinac County",26097,1.6,174,"2604 of 3141"
"Otsego County",26137,1.6,396,"2588 of 3141"
"Roscommon County",26143,1.6,391,"2587 of 3141"
"Menominee County",26109,1.7,388,"2579 of 3141"
"Osceola County",26133,1.7,399,"2543 of 3141"
"Chippewa County",26033,1.8,672,"2518 of 3141"
"Charlevoix County",26029,1.8,469,"2499 of 3141"
"Kalkaska County",26079,1.8,313,"2492 of 3141"
"Iron County",26071,1.8,205,"2481 of 3141"
"Wexford County",26165,1.8,601,"2475 of 3141"
"Crawford County",26039,1.8,254,"2469 of 3141"
"Clare County",26035,1.9,572,"2453 of 3141"
"Arenac County",26011,2.0,300,"2404 of 3141"
"Ogemaw County",26129,2.0,416,"2394 of 3141"
"Iosco County",26069,2.0,514,"2362 of 3141"
"Antrim County",26009,2.1,484,"2332 of 3141"
"Mecosta County",26107,2.1,924,"2307 of 3141"
"Hillsdale County",26059,2.2,1008,"2271 of 3141"
"Huron County",26063,2.3,718,"2239 of 3141"
"Livingston County",26093,2.3,4268,"2225 of 3141"
"Benzie County",26019,2.4,417,"2169 of 3141"
"Macomb County",26099,2.5,21575,"2120 of 3141"
"Midland County",26111,2.6,2157,"2073 of 3141"
"Lake County",26085,2.6,303,"2069 of 3141"
"Missaukee County",26113,2.7,401,"2040 of 3141"
"Barry County",26015,2.7,1612,"2022 of 3141"
