------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'topic': 'inc', 'demo': '00011', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Michigan by County
Income: Median household income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Michigan",26000,52668.000000000,"34 of 52"
"United States",00000,57652.000000000,"N/A"
"Lake County",26085,32309.000000000,"2984 of 3141"
"Clare County",26035,35913.000000000,"2810 of 3141"
"Ontonagon County",26131,36073.000000000,"2797 of 3141"
"Gogebic County",26053,36689.000000000,"2744 of 3141"
"Iron County",26071,36773.000000000,"2738 of 3141"
"Oscoda County",26135,36833.000000000,"2734 of 3141"
"Schoolcraft County",26153,37428.000000000,"2681 of 3141"
"Roscommon County",26143,37834.000000000,"2650 of 3141"
"Ogemaw County",26129,38149.000000000,"2624 of 3141"
"Montmorency County",26119,39152.000000000,"2547 of 3141"
"Alcona County",26001,39424.000000000,"2519 of 3141"
"Arenac County",26011,39947.000000000,"2474 of 3141"
"Gladwin County",26051,40871.000000000,"2385 of 3141"
"Alpena County",26007,40954.000000000,"2379 of 3141"
"Osceola County",26133,41099.000000000,"2364 of 3141"
"Keweenaw County",26083,41118.000000000,"2356 of 3141"
"Luce County",26095,41221.000000000,"2339 of 3141"
"Houghton County",26061,41379.000000000,"2320 of 3141"
"Iosco County",26069,41414.000000000,"2317 of 3141"
"Gratiot County",26057,42256.000000000,"2215 of 3141"
"Missaukee County",26113,42370.000000000,"2207 of 3141"
"Mackinac County",26097,42559.000000000,"2187 of 3141"
"Alger County",26003,42647.000000000,"2176 of 3141"
"Crawford County",26039,42666.000000000,"2174 of 3141"
"Baraga County",26013,42757.000000000,"2168 of 3141"
"Isabella County",26073,42771.000000000,"2165 of 3141"
"Wexford County",26165,42793.000000000,"2161 of 3141"
"Cheboygan County",26031,42876.000000000,"2157 of 3141"
"Kalkaska County",26079,43431.000000000,"2097 of 3141"
"Mecosta County",26107,43470.000000000,"2093 of 3141"
"Wayne County",26163,43702.000000000,"2066 of 3141"
"Presque Isle County",26141,43758.000000000,"2062 of 3141"
"Chippewa County",26033,44030.000000000,"2034 of 3141"
"Oceana County",26127,44382.000000000,"2004 of 3141"
"Sanilac County",26151,44417.000000000,"2000 of 3141"
"Menominee County",26109,44480.000000000,"1994 of 3141"
"Delta County",26041,44639.000000000,"1973 of 3141"
"Montcalm County",26117,44651.000000000,"1969 of 3141"
"Manistee County",26101,44882.000000000,"1937 of 3141"
"Saginaw County",26145,45034.000000000,"1918 of 3141"
"Huron County",26063,45191.000000000,"1904 of 3141"
"Genesee County",26049,45231.000000000,"1900 of 3141"
"Tuscola County",26157,45495.000000000,"1873 of 3141"
"Mason County",26105,45524.000000000,"1870 of 3141"
"Newaygo County",26123,45645.000000000,"1851 of 3141"
"Dickinson County",26043,45681.000000000,"1845 of 3141"
"Bay County",26017,45983.000000000,"1817 of 3141"
"Muskegon County",26121,46077.000000000,"1806 of 3141"
"Hillsdale County",26059,46160.000000000,"1793 of 3141"
"Calhoun County",26025,46213.000000000,"1786 of 3141"
"Berrien County",26021,47132.000000000,"1669 of 3141"
"St. Joseph County",26149,47856.000000000,"1594 of 3141"
"Branch County",26023,48192.000000000,"1555 of 3141"
"Marquette County",26103,48491.000000000,"1511 of 3141"
"Ingham County",26065,49109.000000000,"1459 of 3141"
"Van Buren County",26159,49119.000000000,"1457 of 3141"
"Jackson County",26075,49715.000000000,"1394 of 3141"
"Cass County",26027,50699.000000000,"1273 of 3141"
"Otsego County",26137,50823.000000000,"1260 of 3141"
"Shiawassee County",26155,50967.000000000,"1233 of 3141"
"Antrim County",26009,50988.000000000,"1230 of 3141"
"Lenawee County",26091,51339.000000000,"1197 of 3141"
"Emmet County",26047,51475.000000000,"1175 of 3141"
"Charlevoix County",26029,51567.000000000,"1165 of 3141"
"Kalamazoo County",26077,51945.000000000,"1127 of 3141"
"Ionia County",26067,51980.000000000,"1123 of 3141"
"Benzie County",26019,53185.000000000,"1001 of 3141"
"St. Clair County",26147,53641.000000000,"966 of 3141"
"Lapeer County",26087,56186.000000000,"758 of 3141"
"Midland County",26111,57117.000000000,"693 of 3141"
"Kent County",26081,57302.000000000,"675 of 3141"
"Barry County",26015,57312.000000000,"672 of 3141"
"Macomb County",26099,58175.000000000,"619 of 3141"
"Grand Traverse County",26055,58229.000000000,"617 of 3141"
"Allegan County",26005,58487.000000000,"602 of 3141"
"Eaton County",26045,59244.000000000,"563 of 3141"
"Monroe County",26115,59479.000000000,"546 of 3141"
"Leelanau County",26089,62646.000000000,"391 of 3141"
"Ottawa County",26139,63962.000000000,"345 of 3141"
"Clinton County",26037,64903.000000000,"326 of 3141"
"Washtenaw County",26161,65618.000000000,"299 of 3141"
"Oakland County",26125,73369.000000000,"180 of 3141"
"Livingston County",26093,78430.000000000,"122 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median household income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
