------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=53&areatype=county&cancer=003&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '53', 'areatype': 'county', 'cancer': '003', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_052.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=53&areatype=county&cancer=003&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Washington by County

"Oral Cavity & Pharynx (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Washington(5)",53000,***,7.2 ,6.9, 7.5,602,60.3
"US (SEER+NPCR)(1)",00000,***,7.3 ,7.2, 7.3,27477,62.6
"Jefferson County(7)",53031,***,11.7 ,7.5, 18.1,6,66.0
"Cowlitz County(6)",53015,***,10 ,7.7, 12.7,14,70.0
"Island County(7)",53029,***,9.4 ,7, 12.5,12,65.9
"Clallam County(7)",53009,***,8.7 ,6.3, 11.9,11,60.7
"Snohomish County(7)",53061,***,8.6 ,7.7, 9.6,74,65.3
"Pierce County(7)",53053,***,8.3 ,7.5, 9.2,77,65.8
"Kitsap County(7)",53035,***,8.3 ,6.9, 9.9,28,60.5
"Grays Harbor County(7)",53027,***,8.3 ,5.9, 11.3,9,61.6
"Skagit County(7)",53057,***,8.2 ,6.3, 10.5,13,66.3
"Mason County(7)",53045,***,7.8 ,5.4, 11,8,53.4
"Chelan County(6)",53007,***,7.7 ,5.3, 10.8,7,40.4
"Kittitas County(6)",53037,***,7.4 ,4.1, 12.3,3,72.7
"Clark County(6)",53011,***,7.3 ,6.3, 8.5,38,64.4
"King County(7)",53033,***,7.2 ,6.7, 7.8,166,63.1
"Whatcom County(7)",53073,***,7.2 ,5.8, 8.9,18,57.9
"Franklin County(6)",53021,***,7.2 ,4.5, 10.7,5,77.4
"Lewis County(6)",53041,***,7.1 ,4.9, 10,8,67.9
"Benton County(6)",53005,***,7 ,5.4, 8.9,14,66.7
"Thurston County(7)",53067,***,6.9 ,5.7, 8.3,24,52.9
"Spokane County(6)",53063,***,6.7 ,5.8, 7.8,40,63.9
"Grant County(6)",53025,***,6.7 ,4.6, 9.5,7,55.9
"Walla Walla County(6)",53071,***,6.4 ,4, 9.8,5,55.8
"Yakima County(6)",53077,***,5.9 ,4.6, 7.4,15,71.0
"Stevens County(6)",53065,***,5.1 ,2.9, 8.6,4,58.1
"Okanogan County(6)",53047,***,5.1 ,2.8, 8.7,3,47.2
"Adams County(6)",53001,***,* ,*, *,3 or fewer,*
"Asotin County(6)",53003,***,* ,*, *,3 or fewer,*
"Columbia County(6)",53013,***,* ,*, *,3 or fewer,*
"Douglas County(6)",53017,***,* ,*, *,3 or fewer,*
"Ferry County(6)",53019,***,* ,*, *,3 or fewer,*
"Garfield County(6)",53023,***,* ,*, *,3 or fewer,*
"Klickitat County(6)",53039,***,* ,*, *,3 or fewer,*
"Lincoln County(6)",53043,***,* ,*, *,3 or fewer,*
"Pacific County(6)",53049,***,* ,*, *,3 or fewer,*
"Pend Oreille County(6)",53051,***,* ,*, *,3 or fewer,*
"San Juan County(7)",53055,***,* ,*, *,3 or fewer,*
"Skamania County(6)",53059,***,* ,*, *,3 or fewer,*
"Wahkiakum County(6)",53069,***,* ,*, *,3 or fewer,*
"Whitman County(6)",53075,***,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
