------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=53&areatype=county&cancer=086&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '53', 'areatype': 'county', 'cancer': '086', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_051.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=53&areatype=county&cancer=086&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Washington by County

"Non-Hodgkin Lymphoma (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Washington(5)",53000,***,12.2 ,11.8, 12.6,952,61.2
"US (SEER+NPCR)(1)",00000,***,12 ,12, 12.1,43387,62.8
"Okanogan County(6)",53047,***,19.1 ,14.2, 25.4,11,75.7
"Clallam County(7)",53009,***,18.6 ,14.8, 23.1,21,71.1
"Grays Harbor County(7)",53027,***,16.9 ,13.3, 21.3,16,70.4
"Franklin County(6)",53021,***,16.9 ,12.5, 22.3,11,72.6
"Jefferson County(7)",53031,***,15.7 ,11.4, 21.8,11,70.7
"Klickitat County(6)",53039,***,15.6 ,9.9, 24.1,5,73.5
"Whatcom County(7)",53073,***,15.3 ,13.1, 17.8,37,65.5
"Kitsap County(7)",53035,***,14.9 ,13, 17.1,47,68.5
"Snohomish County(7)",53061,***,14.2 ,13, 15.5,112,67.2
"Pierce County(7)",53053,***,13.5 ,12.4, 14.7,115,63.9
"Walla Walla County(6)",53071,***,13.3 ,9.6, 18,9,69.2
"King County(7)",53033,***,13 ,12.3, 13.8,280,63.1
"Thurston County(7)",53067,***,12.7 ,11, 14.7,40,60.3
"Skagit County(7)",53057,***,12.6 ,10.2, 15.4,20,66.9
"Island County(7)",53029,***,12.5 ,9.8, 16,16,65.0
"Benton County(6)",53005,***,12.5 ,10.3, 14.9,25,72.8
"Clark County(6)",53011,***,12.3 ,10.9, 13.8,60,67.4
"San Juan County(7)",53055,***,12 ,7.4, 20.6,4,75.9
"Grant County(6)",53025,***,12 ,9, 15.7,11,60.9
"Mason County(7)",53045,***,11.9 ,8.9, 15.8,11,65.9
"Cowlitz County(6)",53015,***,11.9 ,9.4, 15,16,69.0
"Chelan County(6)",53007,***,11.7 ,8.7, 15.4,11,67.5
