------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=53&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '53', 'areatype': 'county', 'cancer': '057', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=53&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Washington by County

"Cervix (All Stages^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 7.2?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Washington(5,10)",53000,Yes,6.6 ,6.2, 7,240,stable,0.6 ,-7.5, 9.5
"US (SEER+NPCR)(1,10)",00000,No,7.6 ,7.5, 7.6,12695,stable,0.8 ,-0.6, 2.3
"Grays Harbor County(7)",53027,No,10.8 ,6.3, 17.3,4,*,*,*,*
"Clallam County(7)",53009,No,9.1 ,4.7, 15.6,3,*,*,*,*
"Pierce County(7,8)",53053,No,8.9 ,7.7, 10.3,37,stable,-0.7 ,-1.6, 0.3
"Yakima County(6,10)",53077,No,8.6 ,6.3, 11.4,9,stable,-24.4 ,-44.9, 3.7
"Kitsap County(7,8)",53035,No,8.4 ,6.2, 11,11,stable,-0.9 ,-2.2, 0.4
"Cowlitz County(6,10)",53015,No,8 ,4.6, 12.7,4,stable,-10.8 ,-52.0, 65.9
"Snohomish County(7,8)",53061,Yes,6.9 ,5.8, 8.2,28,stable,-0.7 ,-1.9, 0.5
"Clark County(6,10)",53011,Yes,6.5 ,5.1, 8.2,15,stable,2.9 ,-15.1, 24.8
"Whatcom County(7,8)",53073,Yes,6.4 ,4.3, 9.1,6,falling,-2.4 ,-4.6, -0.2
"Spokane County(6,10)",53063,Yes,6.1 ,4.7, 7.7,15,stable,-8.0 ,-21.4, 7.7
"Benton County(6,10)",53005,Yes,6.1 ,3.9, 9,5,stable,-4.2 ,-47.0, 73.0
"King County(7,8)",53033,Yes,5.9 ,5.2, 6.5,65,falling,-0.9 ,-1.7, -0.1
"Thurston County(7,8)",53067,Yes,5.5 ,3.9, 7.5,8,falling,-2.1 ,-3.6, -0.7
"Adams County(6,10)",53001,***,* ,*, *,3 or fewer,*,*,*,*
"Asotin County(6,10)",53003,***,* ,*, *,3 or fewer,*,*,*,*
"Chelan County(6,10)",53007,***,* ,*, *,3 or fewer,*,*,*,*
"Columbia County(6,10)",53013,***,* ,*, *,3 or fewer,*,*,*,*
"Douglas County(6,10)",53017,***,* ,*, *,3 or fewer,*,*,*,*
"Ferry County(6,10)",53019,***,* ,*, *,3 or fewer,*,*,*,*
"Franklin County(6,10)",53021,***,* ,*, *,3 or fewer,*,*,*,*
"Garfield County(6,10)",53023,***,* ,*, *,3 or fewer,*,*,*,*
"Grant County(6,10)",53025,***,* ,*, *,3 or fewer,*,*,*,*
"Island County(7)",53029,***,* ,*, *,3 or fewer,*,*,*,*
"Jefferson County(7)",53031,***,* ,*, *,3 or fewer,*,*,*,*
"Kittitas County(6,10)",53037,***,* ,*, *,3 or fewer,*,*,*,*
"Klickitat County(6,10)",53039,***,* ,*, *,3 or fewer,*,*,*,*
"Lewis County(6,10)",53041,***,* ,*, *,3 or fewer,*,*,*,*
"Lincoln County(6,10)",53043,***,* ,*, *,3 or fewer,*,*,*,*
"Mason County(7)",53045,***,* ,*, *,3 or fewer,*,*,*,*
"Okanogan County(6,10)",53047,***,* ,*, *,3 or fewer,*,*,*,*
"Pacific County(6,10)",53049,***,* ,*, *,3 or fewer,*,*,*,*
"Pend Oreille County(6,10)",53051,***,* ,*, *,3 or fewer,*,*,*,*
"San Juan County(7)",53055,***,* ,*, *,3 or fewer,*,*,*,*
"Skagit County(7)",53057,***,* ,*, *,3 or fewer,*,*,*,*
"Skamania County(6,10)",53059,***,* ,*, *,3 or fewer,*,*,*,*
"Stevens County(6,10)",53065,***,* ,*, *,3 or fewer,*,*,*,*
"Wahkiakum County(6,10)",53069,***,* ,*, *,3 or fewer,*,*,*,*
"Walla Walla County(6,10)",53071,***,* ,*, *,3 or fewer,*,*,*,*
"Whitman County(6,10)",53075,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
