------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '40', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Oklahoma by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"United States",00000,29.8,95565066,"N/A"
"Oklahoma",40000,29.9,1164842,"37 of 52"
"Grant County",40053,21.3,949,"329 of 3141"
"Ellis County",40045,21.5,881,"349 of 3141"
"Delaware County",40041,21.6,9040,"369 of 3141"
"McIntosh County",40091,21.8,4330,"395 of 3141"
"Cimarron County",40025,22.1,490,"451 of 3141"
"Pushmataha County",40127,22.6,2515,"581 of 3141"
"Dewey County",40043,22.7,1111,"591 of 3141"
"Choctaw County",40023,22.7,3400,"601 of 3141"
"Roger Mills County",40129,22.7,849,"614 of 3141"
"Major County",40093,23.0,1781,"705 of 3141"
"Jefferson County",40067,23.1,1449,"726 of 3141"
"Harmon County",40057,23.1,638,"731 of 3141"
"Marshall County",40095,23.3,3785,"777 of 3141"
"Coal County",40029,23.5,1330,"812 of 3141"
"Beaver County",40007,23.6,1283,"841 of 3141"
"Kiowa County",40075,23.6,2152,"847 of 3141"
"Pawnee County",40117,24.0,3949,"978 of 3141"
"Tillman County",40141,24.0,1825,"990 of 3141"
"Harper County",40059,24.2,930,"1036 of 3141"
"Nowata County",40105,24.3,2537,"1062 of 3141"
"Lincoln County",40081,24.5,8510,"1108 of 3141"
"Alfalfa County",40003,24.6,1445,"1147 of 3141"
"Noble County",40103,24.6,2811,"1160 of 3141"
"Osage County",40113,24.7,11679,"1176 of 3141"
"Murray County",40099,24.7,3404,"1180 of 3141"
"Love County",40085,24.8,2440,"1235 of 3141"
"Blaine County",40011,24.9,2409,"1269 of 3141"
"Craig County",40035,25.2,3677,"1395 of 3141"
"Seminole County",40133,25.4,6413,"1450 of 3141"
"Haskell County",40061,25.4,3239,"1451 of 3141"
"Kingfisher County",40073,25.4,3942,"1452 of 3141"
"Creek County",40037,25.4,18030,"1460 of 3141"
"Mayes County",40097,25.7,10509,"1554 of 3141"
"Sequoyah County",40135,25.7,10632,"1560 of 3141"
"Stephens County",40137,25.7,11387,"1564 of 3141"
"McCurtain County",40089,25.7,8491,"1565 of 3141"
"Cotton County",40033,25.8,1546,"1577 of 3141"
"Washita County",40149,25.9,2989,"1613 of 3141"
"Garvin County",40049,26.1,7255,"1699 of 3141"
"Johnston County",40069,26.2,2893,"1717 of 3141"
"Washington County",40147,26.2,13611,"1729 of 3141"
"Atoka County",40005,26.2,3648,"1731 of 3141"
"Adair County",40001,26.4,5850,"1778 of 3141"
"Pittsburg County",40121,26.4,11809,"1784 of 3141"
"Le Flore County",40079,26.5,13190,"1793 of 3141"
"Kay County",40071,26.5,11990,"1826 of 3141"
"Okfuskee County",40107,26.5,3228,"1827 of 3141"
"Carter County",40019,26.7,12933,"1886 of 3141"
"McClain County",40087,26.7,10133,"1889 of 3141"
"Okmulgee County",40111,26.8,10492,"1913 of 3141"
"Ottawa County",40115,26.9,8545,"1948 of 3141"
"Wagoner County",40145,27.0,20720,"1960 of 3141"
"Rogers County",40131,27.2,24475,"2010 of 3141"
"Latimer County",40077,27.2,2892,"2031 of 3141"
"Grady County",40051,27.3,14853,"2067 of 3141"
"Caddo County",40015,27.4,8057,"2079 of 3141"
"Muskogee County",40101,28.2,19580,"2263 of 3141"
"Pottawatomie County",40125,28.5,20388,"2333 of 3141"
"Logan County",40083,28.6,12974,"2373 of 3141"
"Hughes County",40063,28.7,3876,"2386 of 3141"
"Bryan County",40013,29.1,13113,"2457 of 3141"
"Canadian County",40017,29.5,39212,"2531 of 3141"
"Woodward County",40153,29.7,6269,"2552 of 3141"
"Garfield County",40047,29.8,18589,"2571 of 3141"
"Tulsa County",40143,30.4,193673,"2659 of 3141"
"Beckham County",40009,30.6,7022,"2682 of 3141"
"Jackson County",40065,30.8,7886,"2716 of 3141"
"Greer County",40055,30.9,1862,"2726 of 3141"
"Pontotoc County",40123,31.2,11956,"2753 of 3141"
"Oklahoma County",40109,31.7,245567,"2802 of 3141"
"Cherokee County",40021,32.8,15855,"2864 of 3141"
"Texas County",40139,33.3,7120,"2902 of 3141"
"Custer County",40039,35.5,10343,"2983 of 3141"
"Comanche County",40031,35.8,44083,"2991 of 3141"
"Cleveland County",40027,36.3,99503,"3009 of 3141"
"Woods County",40151,37.7,3440,"3038 of 3141"
"Payne County",40119,46.1,37180,"3120 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 18-39, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
