------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '40', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Oklahoma by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"Oklahoma",40000,45.6,1775134,"42 of 52"
"United States",00000,47.3,151838062,"N/A"
"Payne County",40119,34.5,27837,"3108 of 3141"
"Texas County",40139,39.1,8373,"3017 of 3141"
"Custer County",40039,39.7,11568,"3001 of 3141"
"Comanche County",40031,40.1,49300,"2982 of 3141"
"Cleveland County",40027,41.5,113590,"2918 of 3141"
"Oklahoma County",40109,42.6,329855,"2861 of 3141"
"Woods County",40151,42.7,3897,"2855 of 3141"
"Jackson County",40065,43.5,11115,"2795 of 3141"
"Beckham County",40009,44.0,10118,"2752 of 3141"
"Canadian County",40017,44.1,58629,"2744 of 3141"
"Tulsa County",40143,44.1,281123,"2743 of 3141"
"Garfield County",40047,44.2,27595,"2731 of 3141"
"Cherokee County",40021,44.3,21454,"2724 of 3141"
"Woodward County",40153,44.9,9483,"2675 of 3141"
"Pontotoc County",40123,45.0,17230,"2663 of 3141"
"Adair County",40001,47.1,10435,"2422 of 3141"
"Pottawatomie County",40125,47.2,33823,"2415 of 3141"
"Muskogee County",40101,47.3,32857,"2404 of 3141"
"Caddo County",40015,47.4,13944,"2391 of 3141"
"McClain County",40087,47.4,17985,"2379 of 3141"
"Bryan County",40013,47.5,21397,"2371 of 3141"
"Logan County",40083,47.5,21520,"2370 of 3141"
"Kingfisher County",40073,47.5,7366,"2363 of 3141"
"Carter County",40019,47.8,23145,"2307 of 3141"
"Wagoner County",40145,47.9,36837,"2281 of 3141"
"Ottawa County",40115,48.1,15268,"2248 of 3141"
"Grady County",40051,48.2,26212,"2229 of 3141"
"Kay County",40071,48.4,21846,"2212 of 3141"
"Rogers County",40131,48.4,43631,"2199 of 3141"
"Washita County",40149,48.5,5600,"2188 of 3141"
"Garvin County",40049,48.7,13524,"2151 of 3141"
"Harper County",40059,48.8,1876,"2134 of 3141"
"McCurtain County",40089,49.0,16172,"2106 of 3141"
"Okmulgee County",40111,49.0,19171,"2104 of 3141"
"Seminole County",40133,49.2,12410,"2067 of 3141"
"Johnston County",40069,49.3,5439,"2050 of 3141"
"Greer County",40055,49.6,2982,"2005 of 3141"
"Le Flore County",40079,49.6,24719,"1995 of 3141"
"Hughes County",40063,49.6,6710,"1981 of 3141"
"Okfuskee County",40107,50.0,6076,"1912 of 3141"
"Love County",40085,50.0,4923,"1908 of 3141"
"Washington County",40147,50.1,25987,"1887 of 3141"
"Haskell County",40061,50.2,6404,"1853 of 3141"
"Mayes County",40097,50.3,20590,"1843 of 3141"
"Creek County",40037,50.3,35694,"1833 of 3141"
"Dewey County",40043,50.6,2481,"1767 of 3141"
"Stephens County",40137,50.6,22431,"1756 of 3141"
"Latimer County",40077,50.6,5379,"1755 of 3141"
"Beaver County",40007,50.7,2760,"1746 of 3141"
"Sequoyah County",40135,50.9,21069,"1683 of 3141"
"Lincoln County",40081,51.0,17713,"1679 of 3141"
"Cotton County",40033,51.1,3064,"1652 of 3141"
"Atoka County",40005,51.2,7119,"1616 of 3141"
"Roger Mills County",40129,51.3,1915,"1597 of 3141"
"Noble County",40103,51.4,5870,"1572 of 3141"
"Pittsburg County",40121,51.4,22970,"1564 of 3141"
"Major County",40093,51.5,3984,"1537 of 3141"
"Coal County",40029,51.7,2931,"1491 of 3141"
"Tillman County",40141,51.8,3931,"1481 of 3141"
"Murray County",40099,51.9,7160,"1454 of 3141"
"Pawnee County",40117,51.9,8543,"1444 of 3141"
"Osage County",40113,52.4,24819,"1319 of 3141"
"Craig County",40035,52.6,7655,"1282 of 3141"
"Nowata County",40105,52.6,5492,"1281 of 3141"
"Kiowa County",40075,52.7,4806,"1254 of 3141"
"Blaine County",40011,52.9,5116,"1213 of 3141"
"Choctaw County",40023,53.0,7938,"1178 of 3141"
"Jefferson County",40067,53.2,3336,"1130 of 3141"
"Marshall County",40095,53.3,8641,"1120 of 3141"
"Harmon County",40057,53.4,1472,"1095 of 3141"
"Cimarron County",40025,53.6,1191,"1028 of 3141"
"Grant County",40053,54.3,2422,"891 of 3141"
"Ellis County",40045,54.9,2250,"796 of 3141"
"Pushmataha County",40127,55.1,6137,"744 of 3141"
"Alfalfa County",40003,55.5,3261,"687 of 3141"
"Delaware County",40041,57.5,24085,"411 of 3141"
"McIntosh County",40091,57.8,11483,"395 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
