------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '40', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Oklahoma by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"Oklahoma",40000,14.7,574330,"31 of 52"
"United States",00000,14.9,47732389,"N/A"
"Texas County",40139,10.9,2331,"3013 of 3141"
"Comanche County",40031,11.6,14221,"2944 of 3141"
"Payne County",40119,11.6,9354,"2941 of 3141"
"Cleveland County",40027,12.1,33224,"2883 of 3141"
"Canadian County",40017,12.3,16329,"2862 of 3141"
"Oklahoma County",40109,12.8,98841,"2795 of 3141"
"Beckham County",40009,12.8,2946,"2782 of 3141"
"Custer County",40039,13.2,3839,"2727 of 3141"
"Tulsa County",40143,13.3,84958,"2706 of 3141"
"Woodward County",40153,14.1,2972,"2587 of 3141"
"Jackson County",40065,14.2,3633,"2548 of 3141"
"Logan County",40083,14.3,6499,"2526 of 3141"
"McClain County",40087,14.7,5577,"2450 of 3141"
"Adair County",40001,15.0,3318,"2373 of 3141"
"Wagoner County",40145,15.1,11618,"2347 of 3141"
"Grady County",40051,15.2,8238,"2337 of 3141"
"Garfield County",40047,15.2,9507,"2318 of 3141"
"Kingfisher County",40073,15.2,2363,"2315 of 3141"
"Rogers County",40131,15.3,13777,"2307 of 3141"
"Cherokee County",40021,15.5,7495,"2258 of 3141"
"Pottawatomie County",40125,15.6,11160,"2228 of 3141"
"Carter County",40019,15.8,7637,"2174 of 3141"
"Muskogee County",40101,15.9,11080,"2116 of 3141"
"Pontotoc County",40123,16.0,6110,"2113 of 3141"
"Caddo County",40015,16.0,4722,"2083 of 3141"
"Woods County",40151,16.1,1470,"2072 of 3141"
"Creek County",40037,16.8,11901,"1843 of 3141"
"Okfuskee County",40107,17.0,2070,"1764 of 3141"
"Washita County",40149,17.2,1981,"1732 of 3141"
"Le Flore County",40079,17.2,8574,"1716 of 3141"
"Seminole County",40133,17.2,4342,"1712 of 3141"
"McCurtain County",40089,17.2,5688,"1702 of 3141"
"Bryan County",40013,17.3,7796,"1675 of 3141"
"Okmulgee County",40111,17.3,6772,"1671 of 3141"
"Garvin County",40049,17.3,4804,"1670 of 3141"
"Lincoln County",40081,17.3,6020,"1665 of 3141"
"Harper County",40059,17.4,669,"1635 of 3141"
"Mayes County",40097,17.5,7169,"1604 of 3141"
"Sequoyah County",40135,17.6,7265,"1590 of 3141"
"Greer County",40055,17.7,1065,"1536 of 3141"
"Ottawa County",40115,17.8,5641,"1510 of 3141"
"Johnston County",40069,17.9,1971,"1479 of 3141"
"Osage County",40113,18.0,8514,"1451 of 3141"
"Noble County",40103,18.1,2062,"1428 of 3141"
"Blaine County",40011,18.2,1763,"1378 of 3141"
"Stephens County",40137,18.2,8082,"1369 of 3141"
"Beaver County",40007,18.3,996,"1353 of 3141"
"Pawnee County",40117,18.3,3011,"1350 of 3141"
"Harmon County",40057,18.3,505,"1349 of 3141"
"Kay County",40071,18.4,8307,"1332 of 3141"
"Atoka County",40005,18.5,2565,"1308 of 3141"
"Hughes County",40063,18.6,2510,"1271 of 3141"
"Love County",40085,18.6,1832,"1257 of 3141"
"Alfalfa County",40003,18.6,1095,"1253 of 3141"
"Nowata County",40105,18.7,1949,"1245 of 3141"
"Washington County",40147,18.8,9729,"1214 of 3141"
"Murray County",40099,18.8,2593,"1197 of 3141"
"Cotton County",40033,18.8,1129,"1192 of 3141"
"Roger Mills County",40129,18.8,703,"1185 of 3141"
"Pittsburg County",40121,19.1,8533,"1100 of 3141"
"Dewey County",40043,19.1,939,"1088 of 3141"
"Tillman County",40141,19.2,1454,"1086 of 3141"
"Kiowa County",40075,19.2,1751,"1075 of 3141"
"Craig County",40035,19.3,2811,"1041 of 3141"
"Major County",40093,19.5,1511,"977 of 3141"
"Haskell County",40061,19.6,2494,"973 of 3141"
"Jefferson County",40067,19.7,1236,"937 of 3141"
"Choctaw County",40023,19.7,2956,"931 of 3141"
"Coal County",40029,19.9,1127,"896 of 3141"
"Latimer County",40077,20.6,2190,"707 of 3141"
"Grant County",40053,20.8,926,"682 of 3141"
"Ellis County",40045,20.9,859,"652 of 3141"
"Marshall County",40095,21.7,3515,"534 of 3141"
"Pushmataha County",40127,22.1,2458,"476 of 3141"
"Delaware County",40041,23.7,9935,"318 of 3141"
"Cimarron County",40025,23.9,530,"308 of 3141"
"McIntosh County",40091,24.2,4813,"272 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
