------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=48&areatype=county&cancer=090&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '48', 'areatype': 'county', 'cancer': '090', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_047.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=48&areatype=county&cancer=090&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Texas by County

"Leukemia (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Texas(6)",48000,***,13.8 ,13.6, 14,3533,99.2
"US (SEER+NPCR)(1)",00000,***,14 ,14, 14.1,49519,99.0
"Jackson County(6)",48239,***,23.7 ,13.7, 38.1,4,100.0
"Harrison County(6)",48203,***,22.7 ,18.1, 28.2,17,96.7
"Titus County(6)",48449,***,22 ,15.5, 30.4,8,100.0
"Franklin County(6)",48159,***,21.4 ,11.7, 36.6,3,100.0
"Fannin County(6)",48147,***,21.2 ,15.5, 28.7,9,100.0
"Burleson County(6)",48051,***,20.9 ,12.8, 32.5,5,100.0
"Polk County(6)",48373,***,20.7 ,15.5, 27.2,12,98.3
"Gregg County(6)",48183,***,20.2 ,16.9, 24,27,100.0
"Lampasas County(6)",48281,***,20.1 ,13.2, 29.9,5,100.0
"Newton County(6)",48351,***,19.7 ,11.1, 32.5,3,100.0
"Blanco County(6)",48031,***,19.6 ,10.9, 33.9,3,94.4
"Willacy County(6)",48489,***,19.6 ,12.1, 30.1,4,100.0
"Uvalde County(6)",48463,***,19.6 ,13, 28.4,6,100.0
"Cherokee County(6)",48073,***,19 ,14.4, 24.8,12,100.0
"Fayette County(6)",48149,***,18.8 ,12.7, 27.3,7,100.0
"Johnson County(6)",48251,***,18.4 ,15.5, 21.7,30,98.7
"San Jacinto County(6)",48407,***,18.4 ,12.5, 26.3,7,100.0
"Lamar County(6)",48277,***,18.3 ,13.8, 24,11,100.0
"Grayson County(6)",48181,***,18.3 ,15.4, 21.7,28,100.0
"Cooke County(6)",48097,***,18.2 ,13, 24.9,9,100.0
"Wharton County(6)",48481,***,17.8 ,12.7, 24.3,8,100.0
"Upshur County(6)",48459,***,17.7 ,12.8, 23.9,9,97.8
"Burnet County(6)",48053,***,17.3 ,12.8, 23,11,98.1
"Chambers County(6)",48071,***,17.3 ,11.4, 25.1,6,100.0
