------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=36&areatype=county&cancer=080&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '36', 'areatype': 'county', 'cancer': '080', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_020.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=36&areatype=county&cancer=080&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for New York by County

"Thyroid, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"New York",36000,***,0.5 ,0.5, 0.6,124,stable,0.0 ,-0.5, 0.5
"United States",00000,***,0.5 ,0.5, 0.5,1862,rising,0.7 ,0.6, 0.9
"Onondaga County",36067,***,0.7 ,0.4, 1.1,4,*,*,*,*
"Bronx County",36005,***,0.6 ,0.5, 0.9,9,*,*,*,*
"Kings County",36047,***,0.6 ,0.5, 0.7,15,stable,0.9 ,-0.5, 2.4
"Suffolk County",36103,***,0.6 ,0.4, 0.7,10,stable,0.1 ,-1.3, 1.5
"Nassau County",36059,***,0.6 ,0.4, 0.7,11,stable,0.4 ,-1.3, 2.0
"Queens County",36081,***,0.6 ,0.4, 0.7,14,stable,-0.6 ,-1.9, 0.7
"New York County",36061,***,0.5 ,0.4, 0.7,11,stable,0.2 ,-1.6, 2.0
"Westchester County",36119,***,0.5 ,0.4, 0.8,7,stable,-1.2 ,-3.4, 1.0
"Monroe County",36055,***,0.5 ,0.3, 0.8,5,stable,1.3 ,-0.9, 3.5
"Erie County",36029,***,0.5 ,0.3, 0.7,6,stable,-0.4 ,-2.2, 1.4
"Albany County",36001,***,* ,*, *,3 or fewer,*,*,*,*
"Allegany County",36003,***,* ,*, *,3 or fewer,*,*,*,*
"Broome County",36007,***,* ,*, *,3 or fewer,*,*,*,*
"Cattaraugus County",36009,***,* ,*, *,3 or fewer,*,*,*,*
"Cayuga County",36011,***,* ,*, *,3 or fewer,*,*,*,*
"Chautauqua County",36013,***,* ,*, *,3 or fewer,*,*,*,*
"Chemung County",36015,***,* ,*, *,3 or fewer,*,*,*,*
"Chenango County",36017,***,* ,*, *,3 or fewer,*,*,*,*
"Clinton County",36019,***,* ,*, *,3 or fewer,*,*,*,*
"Columbia County",36021,***,* ,*, *,3 or fewer,*,*,*,*
"Cortland County",36023,***,* ,*, *,3 or fewer,*,*,*,*
"Delaware County",36025,***,* ,*, *,3 or fewer,*,*,*,*
"Dutchess County",36027,***,* ,*, *,3 or fewer,*,*,*,*
"Essex County",36031,***,* ,*, *,3 or fewer,*,*,*,*
"Franklin County",36033,***,* ,*, *,3 or fewer,*,*,*,*
"Fulton County",36035,***,* ,*, *,3 or fewer,*,*,*,*
"Genesee County",36037,***,* ,*, *,3 or fewer,*,*,*,*
"Greene County",36039,***,* ,*, *,3 or fewer,*,*,*,*
"Hamilton County",36041,***,* ,*, *,3 or fewer,*,*,*,*
"Herkimer County",36043,***,* ,*, *,3 or fewer,*,*,*,*
"Jefferson County",36045,***,* ,*, *,3 or fewer,*,*,*,*
"Lewis County",36049,***,* ,*, *,3 or fewer,*,*,*,*
"Livingston County",36051,***,* ,*, *,3 or fewer,*,*,*,*
"Madison County",36053,***,* ,*, *,3 or fewer,*,*,*,*
"Montgomery County",36057,***,* ,*, *,3 or fewer,*,*,*,*
"Niagara County",36063,***,* ,*, *,3 or fewer,*,*,*,*
"Oneida County",36065,***,* ,*, *,3 or fewer,*,*,*,*
"Ontario County",36069,***,* ,*, *,3 or fewer,*,*,*,*
"Orange County",36071,***,* ,*, *,3 or fewer,*,*,*,*
"Orleans County",36073,***,* ,*, *,3 or fewer,*,*,*,*
"Oswego County",36075,***,* ,*, *,3 or fewer,*,*,*,*
"Otsego County",36077,***,* ,*, *,3 or fewer,*,*,*,*
"Putnam County",36079,***,* ,*, *,3 or fewer,*,*,*,*
"Rensselaer County",36083,***,* ,*, *,3 or fewer,*,*,*,*
"Richmond County",36085,***,* ,*, *,3 or fewer,*,*,*,*
"Rockland County",36087,***,* ,*, *,3 or fewer,*,*,*,*
"Saratoga County",36091,***,* ,*, *,3 or fewer,*,*,*,*
"Schenectady County",36093,***,* ,*, *,3 or fewer,*,*,*,*
"Schoharie County",36095,***,* ,*, *,3 or fewer,*,*,*,*
"Schuyler County",36097,***,* ,*, *,3 or fewer,*,*,*,*
"Seneca County",36099,***,* ,*, *,3 or fewer,*,*,*,*
"St. Lawrence County",36089,***,* ,*, *,3 or fewer,*,*,*,*
"Steuben County",36101,***,* ,*, *,3 or fewer,*,*,*,*
