------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=36&areatype=county&cancer=086&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '36', 'areatype': 'county', 'cancer': '086', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=36&areatype=county&cancer=086&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for New York by County

"Non-Hodgkin Lymphoma, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"New York",36000,***,5.3 ,5.2, 5.5,1243,falling,-2.0 ,-2.4, -1.5
"United States",00000,***,5.6 ,5.6, 5.7,20262,falling,-2.2 ,-2.4, -2.0
"Fulton County",36035,***,8.4 ,5.5, 12.3,6,stable,7.7 ,-0.6, 16.7
"Greene County",36039,***,8.2 ,5.4, 12.1,6,stable,-0.9 ,-3.5, 1.7
"Clinton County",36019,***,8 ,5.7, 11.1,8,stable,-0.5 ,-2.9, 1.9
"Orleans County",36073,***,7.9 ,4.8, 12.4,4,stable,-1.0 ,-3.2, 1.2
"Schoharie County",36095,***,7.7 ,4.3, 13.1,3,*,*,*,*
"Steuben County",36101,***,7.4 ,5.4, 9.9,10,stable,-0.7 ,-2.5, 1.0
"Chemung County",36015,***,7.3 ,5.2, 9.9,9,stable,-0.4 ,-1.8, 1.1
"Columbia County",36021,***,7.1 ,5, 10.2,7,stable,-0.7 ,-2.4, 1.1
"Putnam County",36079,***,7.1 ,5, 9.7,8,falling,-1.8 ,-3.2, -0.4
"Oneida County",36065,***,6.8 ,5.6, 8.4,21,stable,-0.8 ,-2.2, 0.6
"Tioga County",36107,***,6.6 ,4.1, 10.1,4,*,*,*,*
