------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=36&areatype=county&cancer=017&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '36', 'areatype': 'county', 'cancer': '017', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=36&areatype=county&cancer=017&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for New York by County

"Esophagus, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"New York",36000,***,3.7 ,3.6, 3.8,873,falling,-1.9 ,-2.5, -1.3
"United States",00000,***,4 ,4, 4,14989,falling,-1.0 ,-1.1, -0.8
"Cortland County",36023,***,9 ,5.8, 13.6,5,*,*,*,*
"Fulton County",36035,***,7.7 ,5, 11.4,5,*,*,*,*
"Herkimer County",36043,***,7.4 ,5.1, 10.5,7,rising,2.0 ,0.2, 3.8
"Allegany County",36003,***,6.7 ,4.1, 10.5,4,*,*,*,*
"Wayne County",36117,***,6.6 ,4.7, 9.1,8,stable,-0.4 ,-2.4, 1.7
"Madison County",36053,***,6.5 ,4.4, 9.3,6,*,*,*,*
"St. Lawrence County",36089,***,6.2 ,4.5, 8.4,9,stable,0.6 ,-1.4, 2.7
"Orleans County",36073,***,6.1 ,3.4, 10.1,3,*,*,*,*
"Washington County",36115,***,6 ,3.8, 9,5,stable,1.6 ,-0.7, 3.9
"Jefferson County",36045,***,5.8 ,4, 8.3,6,stable,1.0 ,-1.1, 3.1
