------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=36&areatype=county&cancer=003&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '36', 'areatype': 'county', 'cancer': '003', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=36&areatype=county&cancer=003&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for New York by County

"Oral Cavity & Pharynx, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 2.3?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"New York",36000,Yes,2.1 ,2.1, 2.2,510,stable,-0.7 ,-1.5, 0.0
"United States",00000,No,2.5 ,2.5, 2.5,9420,rising,0.8 ,0.2, 1.4
"Jefferson County",36045,No,3.9 ,2.4, 6,4,*,*,*,*
"Broome County",36007,No,3.8 ,2.8, 5.1,10,stable,1.0 ,-0.9, 2.9
"Schenectady County",36093,No,3.2 ,2.2, 4.6,6,*,*,*,*
"Erie County",36029,No,3.2 ,2.7, 3.7,39,stable,-8.8 ,-21.8, 6.3
"Steuben County",36101,No,2.8 ,1.6, 4.5,4,*,*,*,*
"Putnam County",36079,No,2.7 ,1.6, 4.4,4,*,*,*,*
"Chautauqua County",36013,No,2.7 ,1.7, 4,5,stable,-0.2 ,-2.3, 2.0
"Niagara County",36063,No,2.6 ,1.8, 3.6,8,stable,-0.6 ,-2.3, 1.0
"Oneida County",36065,No,2.6 ,1.9, 3.5,8,stable,-1.9 ,-3.9, 0.1
"Monroe County",36055,No,2.6 ,2.1, 3.1,24,stable,-0.9 ,-2.1, 0.2
"Bronx County",36005,No,2.5 ,2.2, 3,36,falling,-2.5 ,-3.3, -1.7
"Ontario County",36069,No,2.4 ,1.4, 4,3,*,*,*,*
"New York County",36061,No,2.4 ,2.1, 2.7,46,stable,-0.4 ,-2.1, 1.3
"Oswego County",36075,No,2.4 ,1.4, 3.9,4,*,*,*,*
"Rensselaer County",36083,No,2.4 ,1.5, 3.6,5,stable,-1.3 ,-3.3, 0.7
"Kings County",36047,Yes,2.2 ,1.9, 2.4,58,falling,-2.4 ,-3.1, -1.7
"Saratoga County",36091,Yes,2.1 ,1.4, 3.1,6,*,*,*,*
"Queens County",36081,Yes,1.9 ,1.7, 2.2,51,stable,0.1 ,-1.1, 1.3
"Richmond County",36085,Yes,1.9 ,1.4, 2.5,11,falling,-1.9 ,-3.7, -0.1
"Orange County",36071,Yes,1.9 ,1.3, 2.6,7,falling,-3.3 ,-5.3, -1.4
"Albany County",36001,Yes,1.8 ,1.3, 2.6,7,falling,-3.3 ,-5.2, -1.4
"Onondaga County",36067,Yes,1.8 ,1.4, 2.4,11,stable,-1.4 ,-2.7, 0.0
"Suffolk County",36103,Yes,1.8 ,1.5, 2.1,33,falling,-2.6 ,-3.5, -1.6
"Westchester County",36119,Yes,1.8 ,1.4, 2.1,22,falling,-3.2 ,-4.3, -2.0
"Rockland County",36087,Yes,1.6 ,1.1, 2.3,7,stable,-2.1 ,-4.5, 0.5
