------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=08&areatype=county&cancer=001&race=00&sex=0&age=006&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '08', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '006', 'type': 'death', 'file_name': 'deathrates_034.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=08&areatype=county&cancer=001&race=00&sex=0&age=006&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Colorado by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Both Sexes, Ages <65"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Colorado",08000,Yes,39.2 ,38.5, 40,2285,falling,-2.0 ,-2.1, -1.9
"United States",00000,Yes,51.3 ,51.2, 51.4,177172,falling,-1.4 ,-1.6, -1.3
"Bent County",08011,Yes,63.7 ,40.1, 99.2,5,stable,-0.2 ,-2.0, 1.6
"Yuma County",08125,Yes,59.8 ,40, 86.4,6,*,*,*,*
"Delta County",08029,Yes,59.5 ,47, 74.5,19,stable,5.9 ,-0.4, 12.6
"Las Animas County",08071,Yes,56.4 ,40.9, 76.7,10,falling,-1.8 ,-3.2, -0.3
"Logan County",08075,Yes,56.3 ,43.7, 71.9,14,stable,-0.4 ,-2.0, 1.2
"Montrose County",08085,Yes,54.7 ,45.1, 65.8,26,stable,-0.4 ,-1.5, 0.7
"Prowers County",08099,Yes,51.7 ,35, 74.1,7,stable,-1.2 ,-3.0, 0.6
"Rio Blanco County",08103,Yes,50.9 ,30.4, 81.4,4,*,*,*,*
"Otero County",08089,Yes,50.8 ,37.6, 67.6,11,stable,-1.2 ,-2.5, 0.2
"Alamosa County",08003,Yes,49.3 ,34.5, 68.5,8,stable,-0.9 ,-2.5, 0.8
"Montezuma County",08083,Yes,47.6 ,37.1, 60.7,16,stable,-1.1 ,-2.3, 0.0
"Mesa County",08077,Yes,47.1 ,42.4, 52.3,80,falling,-2.1 ,-2.9, -1.4
"Conejos County",08021,Yes,45.8 ,27.5, 72.8,4,*,*,*,*
"Pueblo County",08101,Yes,45.8 ,41.3, 50.7,83,falling,-1.6 ,-2.1, -1.0
"Denver County",08031,Yes,45.5 ,43.1, 47.9,287,falling,-2.1 ,-2.4, -1.8
"Morgan County",08087,Yes,45.4 ,35, 58.1,14,falling,-1.4 ,-2.6, -0.1
"Fremont County",08043,Yes,44.2 ,36.7, 53.1,27,falling,-1.3 ,-2.4, -0.3
"Saguache County",08109,Yes,43.2 ,25.6, 71.8,5,*,*,*,*
"Adams County (8)",08001,Yes,42.9 ,40.2, 45.7,196,falling,-6.0 ,-9.6, -2.3
"El Paso County",08041,Yes,42.3 ,40.1, 44.6,285,falling,-1.9 ,-2.2, -1.5
"Teller County",08119,Yes,42.2 ,32.5, 54.7,16,stable,-1.0 ,-2.1, 0.2
"San Miguel County",08113,Yes,41.8 ,26.1, 65.6,5,*,*,*,*
"Chaffee County",08015,Yes,41.4 ,30, 56.5,11,stable,-1.3 ,-3.2, 0.7
"Moffat County",08081,Yes,41 ,28.1, 58.5,7,falling,-1.7 ,-3.2, -0.1
"La Plata County",08067,Yes,40.7 ,33.7, 48.9,26,stable,-0.9 ,-2.0, 0.1
"Rio Grande County",08105,Yes,40 ,26.2, 59.5,6,stable,-0.1 ,-2.1, 2.0
"Weld County (8)",08123,Yes,39.3 ,36.1, 42.8,111,falling,-2.3 ,-3.7, -1.0
"Larimer County",08069,Yes,38.7 ,35.7, 41.8,136,stable,5.1 ,-3.4, 14.3
"Custer County",08027,Yes,38.6 ,21.9, 77.1,4,*,*,*,*
"Huerfano County",08055,Yes,38.1 ,23.6, 64.9,5,stable,-2.3 ,-5.1, 0.6
"Elbert County",08039,Yes,37.8 ,28.2, 50.1,13,falling,-2.9 ,-4.7, -1.1
"Broomfield County (8)",08014,Yes,37.1 ,30.8, 44.5,24,stable,-1.8 ,-4.1, 0.5
"Jefferson County (8)",08059,Yes,37 ,34.9, 39.2,254,falling,-2.0 ,-2.9, -1.2
"Arapahoe County",08005,Yes,36.8 ,34.7, 39,244,falling,-2.8 ,-4.7, -0.9
"Grand County",08049,Yes,35.4 ,23.2, 52.4,6,*,*,*,*
"Clear Creek County",08019,Yes,33.8 ,20.6, 54.8,5,stable,-2.2 ,-4.5, 0.1
"Boulder County (8)",08013,Yes,31.9 ,29.2, 34.7,109,falling,-2.0 ,-3.3, -0.6
"Garfield County",08045,Yes,31 ,25.1, 38.1,20,falling,-3.3 ,-4.6, -1.9
"Archuleta County",08007,Yes,30.1 ,18.5, 47.9,6,*,*,*,*
"Routt County",08107,Yes,28.5 ,20.4, 39.1,9,falling,-3.3 ,-5.1, -1.5
"Douglas County",08035,Yes,27.5 ,25, 30.2,93,falling,-2.0 ,-2.8, -1.2
"Park County",08093,Yes,26.6 ,18.5, 38.9,8,falling,-3.2 ,-5.4, -1.0
"Eagle County",08037,Yes,24.5 ,19.2, 31,15,falling,-1.6 ,-3.1, -0.1
"Gunnison County",08051,Yes,24.2 ,15, 37.7,4,*,*,*,*
"Pitkin County",08097,Yes,20.4 ,12.9, 31.9,5,stable,-1.3 ,-3.2, 0.7
"Summit County",08117,Yes,19.7 ,13.5, 28.3,7,stable,-1.2 ,-3.8, 1.5
"Baca County",08009,***,* ,*, *,3 or fewer,*,*,*,*
"Cheyenne County",08017,***,* ,*, *,3 or fewer,*,*,*,*
