------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=06&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '06', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=06&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for California by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"California",06000,44.9,17518307,"46 of 52"
"United States",00000,47.3,151838062,"N/A"
"Kings County",06031,37.3,56015,"3070 of 3141"
"Tulare County",06107,37.8,173362,"3059 of 3141"
"Merced County",06047,38.2,102048,"3045 of 3141"
"Kern County",06029,38.2,336107,"3042 of 3141"
"Yolo County",06113,39.0,82822,"3022 of 3141"
"Fresno County",06019,39.1,379450,"3019 of 3141"
"Imperial County",06025,39.8,71657,"2990 of 3141"
"Yuba County",06115,40.3,30099,"2966 of 3141"
"San Bernardino County",06071,40.7,863115,"2946 of 3141"
"Monterey County",06053,41.9,181306,"2899 of 3141"
"San Joaquin County",06077,42.0,304079,"2892 of 3141"
"Madera County",06039,42.1,64951,"2889 of 3141"
"Stanislaus County",06099,42.1,225565,"2885 of 3141"
"Santa Barbara County",06083,42.6,188560,"2863 of 3141"
"Colusa County",06011,43.1,9248,"2837 of 3141"
"Riverside County",06065,43.7,1028707,"2782 of 3141"
"San Diego County",06073,43.9,1441849,"2762 of 3141"
"San Benito County",06069,43.9,25776,"2760 of 3141"
"Lassen County",06035,43.9,13829,"2758 of 3141"
"Los Angeles County",06037,44.6,4505362,"2703 of 3141"
"Sacramento County",06067,44.7,668092,"2694 of 3141"
"Sutter County",06101,44.8,42820,"2680 of 3141"
"Santa Clara County",06085,45.6,871482,"2600 of 3141"
"Glenn County",06021,46.1,12865,"2549 of 3141"
"Alameda County",06001,46.2,752748,"2530 of 3141"
"Orange County",06059,46.9,1479386,"2450 of 3141"
"Santa Cruz County",06087,46.9,128279,"2443 of 3141"
"Ventura County",06111,47.0,398269,"2437 of 3141"
"Butte County",06007,47.0,105931,"2433 of 3141"
"Solano County",06095,47.2,205485,"2411 of 3141"
"Humboldt County",06023,47.4,64159,"2398 of 3141"
"San Francisco County",06075,47.4,409945,"2378 of 3141"
"Del Norte County",06015,48.3,13245,"2225 of 3141"
"Mono County",06051,48.4,6800,"2210 of 3141"
"San Luis Obispo County",06079,49.0,137340,"2098 of 3141"
"Contra Costa County",06013,49.0,551102,"2096 of 3141"
"San Mateo County",06081,49.4,377015,"2031 of 3141"
"Napa County",06055,51.2,72159,"1630 of 3141"
"Tehama County",06103,51.3,32435,"1599 of 3141"
"Sonoma County",06097,51.8,259560,"1477 of 3141"
"Shasta County",06089,51.8,92738,"1470 of 3141"
"Placer County",06061,52.1,195529,"1387 of 3141"
"Mendocino County",06045,52.6,46048,"1264 of 3141"
"Alpine County",06003,55.4,666,"699 of 3141"
"Lake County",06033,55.6,35668,"655 of 3141"
"El Dorado County",06017,56.2,103972,"579 of 3141"
"Inyo County",06027,56.7,10325,"521 of 3141"
"Siskiyou County",06093,58.3,25397,"336 of 3141"
"Tuolumne County",06109,58.7,31616,"309 of 3141"
"Marin County",06041,58.7,153150,"304 of 3141"
"Modoc County",06049,59.3,5351,"260 of 3141"
"Nevada County",06057,60.8,60048,"188 of 3141"
"Mariposa County",06043,62.3,10998,"127 of 3141"
"Plumas County",06063,62.4,11681,"123 of 3141"
"Amador County",06005,62.7,23373,"110 of 3141"
"Trinity County",06105,63.3,8254,"90 of 3141"
"Calaveras County",06009,63.3,28533,"89 of 3141"
"Sierra County",06091,67.1,1936,"29 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:14 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
