------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=48&areatype=county&cancer=076&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '48', 'areatype': 'county', 'cancer': '076', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_002.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=48&areatype=county&cancer=076&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Texas by County

"Brain & ONS, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Texas",48000,***,4.2 ,4.1, 4.3,1110,stable,1.4 ,0.0, 2.9
"United States",00000,***,4.4 ,4.4, 4.4,15944,rising,0.6 ,0.3, 0.9
"Matagorda County",48321,***,9.9 ,5.7, 16,4,*,*,*,*
"Orange County",48361,***,8 ,5.7, 11.1,8,stable,-0.2 ,-2.2, 1.8
"Kerr County",48265,***,7.6 ,4.9, 11.5,6,stable,0.5 ,-2.5, 3.5
"Gillespie County",48171,***,7.6 ,4.3, 13.1,4,*,*,*,*
"Anderson County",48001,***,7 ,4.4, 10.5,5,*,*,*,*
"Wise County",48497,***,6.8 ,4.3, 10.3,5,*,*,*,*
"Kaufman County",48257,***,6.7 ,4.7, 9.4,7,stable,-0.2 ,-2.9, 2.5
"Cherokee County",48073,***,6.2 ,3.7, 9.8,4,*,*,*,*
"Brazos County",48041,***,5.9 ,4.2, 7.9,9,stable,-0.4 ,-2.6, 1.9
"Randall County",48381,***,5.8 ,4.1, 7.9,8,stable,-0.4 ,-2.6, 1.9
"Johnson County",48251,***,5.7 ,4.1, 7.6,9,stable,-0.1 ,-2.3, 2.2
"Kendall County",48259,***,5.6 ,3.2, 9.5,3,*,*,*,*
"Parker County",48367,***,5.6 ,4, 7.7,8,stable,0.3 ,-1.7, 2.3
"Victoria County",48469,***,5.6 ,3.7, 8.2,6,*,*,*,*
"Rockwall County",48397,***,5.5 ,3.5, 8.3,5,*,*,*,*
"Henderson County",48213,***,5.5 ,3.6, 8.1,6,stable,-0.9 ,-2.9, 1.2
"Bowie County",48037,***,5.3 ,3.5, 7.8,6,falling,-1.9 ,-3.6, -0.2
"Walker County",48471,***,5.3 ,3, 8.6,3,stable,-2.1 ,-4.5, 0.4
"Midland County",48329,***,5.3 ,3.7, 7.3,8,stable,-1.4 ,-3.4, 0.6
"Van Zandt County",48467,***,5.2 ,3, 8.4,4,*,*,*,*
"Hardin County",48199,***,5.1 ,2.9, 8.4,3,*,*,*,*
"McLennan County",48309,***,5.1 ,3.9, 6.6,12,stable,-0.5 ,-2.4, 1.6
"Hood County",48221,***,5 ,2.8, 8.3,4,*,*,*,*
"Brazoria County",48039,***,5 ,3.9, 6.3,16,stable,-1.2 ,-2.5, 0.2
"Gregg County",48183,***,5 ,3.4, 7.1,7,stable,-0.2 ,-2.1, 1.7
"Galveston County",48167,***,5 ,4, 6.2,17,stable,-0.4 ,-1.5, 0.7
"Hunt County",48231,***,4.9 ,3.2, 7.3,5,*,*,*,*
"Comal County",48091,***,4.9 ,3.4, 6.8,8,*,*,*,*
"Nacogdoches County",48347,***,4.9 ,2.8, 7.9,3,*,*,*,*
"Wichita County",48485,***,4.8 ,3.3, 6.8,7,stable,-1.2 ,-3.2, 0.9
"Travis County",48453,***,4.7 ,4.1, 5.4,45,stable,-0.9 ,-1.8, 0.1
"Lubbock County",48303,***,4.7 ,3.6, 6,13,stable,-0.2 ,-2.0, 1.6
"Harrison County",48203,***,4.7 ,2.7, 7.5,4,*,*,*,*
"Bastrop County",48021,***,4.7 ,2.8, 7.3,4,*,*,*,*
"Fort Bend County",48157,***,4.6 ,3.8, 5.5,28,stable,-0.2 ,-1.6, 1.2
"Hays County",48209,***,4.6 ,3.2, 6.4,8,stable,-2.0 ,-3.9, 0.0
"Liberty County",48291,***,4.6 ,2.8, 7.2,4,falling,-2.7 ,-4.8, -0.7
"Denton County",48121,***,4.6 ,3.8, 5.4,29,stable,0.0 ,-1.1, 1.2
"Williamson County",48491,***,4.6 ,3.7, 5.5,21,falling,-2.1 ,-3.5, -0.6
"Bell County",48027,***,4.5 ,3.5, 5.8,13,stable,0.1 ,-1.6, 1.9
"Tarrant County",48439,***,4.5 ,4.1, 5,82,falling,-0.8 ,-1.3, -0.3
"Guadalupe County",48187,***,4.5 ,3.1, 6.3,7,*,*,*,*
"Grayson County",48181,***,4.5 ,3.1, 6.3,7,stable,-0.6 ,-2.3, 1.2
"Taylor County",48441,***,4.4 ,3, 6.3,6,falling,-2.5 ,-4.7, -0.2
"Collin County",48085,***,4.4 ,3.8, 5.1,36,falling,-1.8 ,-3.2, -0.3
"Angelina County",48005,***,4.4 ,2.7, 6.8,4,stable,-0.9 ,-3.4, 1.6
"Ellis County",48139,***,4.4 ,3.1, 6.1,8,falling,-2.8 ,-4.9, -0.6
"Montgomery County",48339,***,4.3 ,3.6, 5.2,24,falling,-1.8 ,-3.3, -0.3
"Ector County",48135,***,4.3 ,2.9, 6.2,6,stable,-1.2 ,-3.4, 1.1
"Jefferson County",48245,***,4.3 ,3.2, 5.6,12,stable,-0.2 ,-1.8, 1.4
"Bexar County",48029,***,4 ,3.6, 4.5,71,falling,-1.0 ,-1.7, -0.3
"Harris County",48201,***,3.9 ,3.6, 4.1,152,stable,2.7 ,-2.6, 8.3
"Potter County",48375,***,3.7 ,2.3, 5.6,4,stable,-1.7 ,-4.1, 0.8
"Dallas County",48113,***,3.7 ,3.3, 4.1,82,falling,-1.9 ,-2.4, -1.3
"El Paso County",48141,***,3.7 ,3.1, 4.3,28,stable,-0.8 ,-2.3, 0.6
"Smith County",48423,***,3.7 ,2.7, 4.9,9,stable,-1.2 ,-3.1, 0.6
"Tom Green County",48451,***,3.6 ,2.2, 5.4,5,stable,-2.1 ,-4.2, 0.1
"Hidalgo County",48215,***,3.2 ,2.6, 3.8,23,stable,-0.1 ,-1.3, 1.2
"Cameron County",48061,***,2.9 ,2.2, 3.8,11,stable,-0.4 ,-2.2, 1.4
"Nueces County",48355,***,2.7 ,2, 3.6,11,falling,-1.9 ,-3.3, -0.4
"Webb County",48479,***,2.7 ,1.8, 3.9,6,*,*,*,*
"Andrews County",48003,***,* ,*, *,3 or fewer,*,*,*,*
"Aransas County",48007,***,* ,*, *,3 or fewer,*,*,*,*
"Archer County",48009,***,* ,*, *,3 or fewer,*,*,*,*
"Armstrong County",48011,***,* ,*, *,3 or fewer,*,*,*,*
"Atascosa County",48013,***,* ,*, *,3 or fewer,*,*,*,*
"Austin County",48015,***,* ,*, *,3 or fewer,*,*,*,*
"Bailey County",48017,***,* ,*, *,3 or fewer,*,*,*,*
"Bandera County",48019,***,* ,*, *,3 or fewer,*,*,*,*
"Baylor County",48023,***,* ,*, *,3 or fewer,*,*,*,*
"Bee County",48025,***,* ,*, *,3 or fewer,*,*,*,*
"Blanco County",48031,***,* ,*, *,3 or fewer,*,*,*,*
"Borden County",48033,***,* ,*, *,3 or fewer,*,*,*,*
"Bosque County",48035,***,* ,*, *,3 or fewer,*,*,*,*
"Brewster County",48043,***,* ,*, *,3 or fewer,*,*,*,*
"Briscoe County",48045,***,* ,*, *,3 or fewer,*,*,*,*
"Brooks County",48047,***,* ,*, *,3 or fewer,*,*,*,*
"Brown County",48049,***,* ,*, *,3 or fewer,*,*,*,*
"Burleson County",48051,***,* ,*, *,3 or fewer,*,*,*,*
"Burnet County",48053,***,* ,*, *,3 or fewer,*,*,*,*
"Caldwell County",48055,***,* ,*, *,3 or fewer,*,*,*,*
"Calhoun County",48057,***,* ,*, *,3 or fewer,*,*,*,*
"Callahan County",48059,***,* ,*, *,3 or fewer,*,*,*,*
"Camp County",48063,***,* ,*, *,3 or fewer,*,*,*,*
"Carson County",48065,***,* ,*, *,3 or fewer,*,*,*,*
"Cass County",48067,***,* ,*, *,3 or fewer,*,*,*,*
"Castro County",48069,***,* ,*, *,3 or fewer,*,*,*,*
"Chambers County",48071,***,* ,*, *,3 or fewer,*,*,*,*
"Childress County",48075,***,* ,*, *,3 or fewer,*,*,*,*
"Clay County",48077,***,* ,*, *,3 or fewer,*,*,*,*
"Cochran County",48079,***,* ,*, *,3 or fewer,*,*,*,*
"Coke County",48081,***,* ,*, *,3 or fewer,*,*,*,*
"Coleman County",48083,***,* ,*, *,3 or fewer,*,*,*,*
"Collingsworth County",48087,***,* ,*, *,3 or fewer,*,*,*,*
"Colorado County",48089,***,* ,*, *,3 or fewer,*,*,*,*
"Comanche County",48093,***,* ,*, *,3 or fewer,*,*,*,*
"Concho County",48095,***,* ,*, *,3 or fewer,*,*,*,*
"Cooke County",48097,***,* ,*, *,3 or fewer,*,*,*,*
"Coryell County",48099,***,* ,*, *,3 or fewer,*,*,*,*
"Cottle County",48101,***,* ,*, *,3 or fewer,*,*,*,*
"Crane County",48103,***,* ,*, *,3 or fewer,*,*,*,*
"Crockett County",48105,***,* ,*, *,3 or fewer,*,*,*,*
"Crosby County",48107,***,* ,*, *,3 or fewer,*,*,*,*
