------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=19&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '19', 'areatype': 'county', 'cancer': '055', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_042.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=19&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Iowa by County

"Breast (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 42.1?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Iowa(3)",19000,Yes,41.2 ,39.8, 42.6,751,31.9
"US (SEER+NPCR)(1)",00000,No,42.3 ,42.1, 42.4,78906,33.0
"Palo Alto County(7)",19147,No,84 ,49.2, 133.4,4,44.4
"Monona County(7)",19133,No,81.2 ,49.4, 127,5,38.5
"Decatur County(7)",19053,No,73.7 ,41.9, 121,4,47.4
"Lucas County(7)",19117,No,69.1 ,39.8, 112.7,4,39.6
"Mills County(7)",19129,No,66.8 ,44.5, 97.1,6,38.6
"Emmet County(7)",19063,No,60.9 ,34.5, 100.2,4,56.3
"Van Buren County(7)",19177,No,57 ,31.8, 97.5,3,43.2
"Poweshiek County(7)",19157,No,52.4 ,32.9, 79.2,6,30.8
"Harrison County(7)",19085,No,51 ,30.1, 81,4,29.0
"Butler County(7)",19023,No,50.7 ,31, 78.6,5,32.4
"Black Hawk County(7)",19013,No,50 ,42.7, 58.3,36,34.2
"Calhoun County(7)",19025,No,50 ,26.4, 87,3,40.0
"Hamilton County(7)",19079,No,49.4 ,30.9, 75.5,5,39.7
"Sioux County(7)",19167,No,48.4 ,34.7, 65.8,9,43.7
"Winneshiek County(7)",19191,No,48.3 ,31.1, 71.8,6,37.7
"Wapello County(7)",19179,No,47.9 ,35.9, 63,12,36.7
"Jones County(7)",19105,No,47.8 ,30, 72.2,5,34.7
"Jefferson County(7)",19101,No,46.9 ,29.2, 72.3,5,36.1
"Woodbury County(7)",19193,No,46.3 ,38.4, 55.3,26,38.8
"Fayette County(7)",19065,No,46.1 ,30.2, 68,6,38.1
"Clinton County(7)",19045,No,46.1 ,35.7, 58.8,15,32.4
"Jasper County(7)",19099,No,45.9 ,33.3, 61.8,10,34.5
"Crawford County(7)",19047,No,45.7 ,26.3, 73.2,4,35.3
"Chickasaw County(7)",19037,No,45.1 ,25.5, 74.6,4,34.6
"Cerro Gordo County(7)",19033,No,44.3 ,33.1, 58.1,13,27.4
"O'Brien County(7)",19141,No,44.1 ,26.7, 69.7,4,39.3
