------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=27&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '27', 'areatype': 'county', 'topic': 'inc', 'demo': '00011', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=27&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Minnesota by County
Income: Median household income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"United States",00000,57652.000000000,"N/A"
"Minnesota",27000,65699.000000000,"12 of 52"
"Mahnomen County",27087,42439.000000000,"2200 of 3141"
"Wadena County",27159,45018.000000000,"1921 of 3141"
"Clearwater County",27029,45638.000000000,"1854 of 3141"
"Aitkin County",27001,45860.000000000,"1830 of 3141"
"Beltrami County",27007,45923.000000000,"1821 of 3141"
"Lake of the Woods County",27077,46943.000000000,"1689 of 3141"
"Koochiching County",27071,47131.000000000,"1672 of 3141"
"Pine County",27115,47285.000000000,"1651 of 3141"
"Big Stone County",27011,48299.000000000,"1545 of 3141"
"Traverse County",27155,48889.000000000,"1474 of 3141"
"Pipestone County",27117,48909.000000000,"1473 of 3141"
"Todd County",27153,49213.000000000,"1447 of 3141"
"Swift County",27151,49556.000000000,"1416 of 3141"
"Watonwan County",27165,50044.000000000,"1355 of 3141"
"Cass County",27021,50162.000000000,"1339 of 3141"
"Lac qui Parle County",27073,50195.000000000,"1336 of 3141"
"Kanabec County",27065,50509.000000000,"1300 of 3141"
"Cottonwood County",27033,50524.000000000,"1296 of 3141"
"Faribault County",27043,50847.000000000,"1257 of 3141"
"St. Louis County",27137,50936.000000000,"1237 of 3141"
"Lincoln County",27081,51102.000000000,"1221 of 3141"
"Freeborn County",27047,51174.000000000,"1211 of 3141"
"Redwood County",27127,51871.000000000,"1132 of 3141"
"Cook County",27031,51903.000000000,"1131 of 3141"
"Itasca County",27061,52050.000000000,"1113 of 3141"
"Kittson County",27069,52304.000000000,"1083 of 3141"
"Red Lake County",27125,52500.000000000,"1060 of 3141"
