------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=20&areatype=county&cancer=001&race=00&sex=0&age=006&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '20', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '006', 'type': 'death', 'file_name': 'deathrates_034.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=20&areatype=county&cancer=001&race=00&sex=0&age=006&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Kansas by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Both Sexes, Ages <65"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Kansas",20000,Yes,51 ,49.9, 52.2,1571,falling,-1.4 ,-1.6, -1.3
"United States",00000,Yes,51.3 ,51.2, 51.4,177172,falling,-1.4 ,-1.6, -1.3
"Labette County",20099,Yes,88.7 ,71.6, 109,21,stable,0.2 ,-1.0, 1.4
"Wilson County",20205,Yes,82.5 ,58.6, 114.1,9,stable,-1.0 ,-2.7, 0.8
"Cherokee County",20021,Yes,82.2 ,65.8, 101.6,19,stable,0.4 ,-0.7, 1.5
"Kingman County",20095,Yes,81.1 ,52.4, 120.2,6,stable,42.2 ,-2.2, 106.9
"Allen County",20001,Yes,79.9 ,60, 105,12,stable,-0.8 ,-2.3, 0.7
"Geary County",20061,Yes,72.8 ,57.6, 90.4,16,stable,-0.6 ,-1.9, 0.6
"Doniphan County",20043,Yes,70.4 ,46.1, 103.9,6,stable,-1.3 ,-3.6, 1.1
"Cowley County",20035,Yes,69.7 ,57.7, 83.5,26,stable,0.2 ,-0.6, 1.1
"Neosho County",20133,Yes,67.3 ,51.3, 87.2,13,falling,-1.3 ,-2.3, -0.2
"Wyandotte County",20209,Yes,65.8 ,60.2, 71.7,107,falling,-1.5 ,-2.0, -0.9
"Pawnee County",20145,Yes,65.6 ,41.2, 100.7,5,*,*,*,*
"Linn County",20107,Yes,65.5 ,44.1, 94.6,7,stable,-0.7 ,-2.6, 1.3
"Greenwood County",20073,Yes,65.1 ,41.4, 100.1,5,stable,-2.1 ,-4.3, 0.2
"Marion County",20115,Yes,63.3 ,44.5, 88.2,9,stable,-1.2 ,-3.2, 0.8
"Saline County",20169,Yes,62.9 ,54.1, 72.8,39,falling,-1.1 ,-2.0, -0.2
"Ottawa County",20143,Yes,62.7 ,37.9, 99.5,4,*,*,*,*
"Clay County",20027,Yes,61.4 ,39.2, 92.5,5,stable,-0.8 ,-2.8, 1.2
"Dickinson County",20041,Yes,60.8 ,46.4, 78.6,13,stable,-1.1 ,-2.6, 0.4
"Osage County",20139,Yes,60.7 ,45, 80.8,11,stable,-1.2 ,-2.8, 0.3
"Cloud County",20029,Yes,59.6 ,38.4, 88.9,6,stable,0.0 ,-2.2, 2.3
"Crawford County",20037,Yes,58.9 ,48.2, 71.3,22,falling,-1.5 ,-2.5, -0.4
"Rice County",20159,Yes,58.6 ,39.1, 85.3,6,stable,-1.0 ,-3.0, 1.0
"Morris County",20127,Yes,58.5 ,34.4, 95.7,4,*,*,*,*
"Montgomery County",20125,Yes,58.1 ,47.3, 70.8,22,falling,-1.3 ,-2.2, -0.3
"Shawnee County",20177,Yes,56.6 ,51.9, 61.6,116,falling,-1.0 ,-1.5, -0.4
"Pratt County",20151,Yes,56.3 ,35.8, 84.4,6,*,*,*,*
"Franklin County",20059,Yes,56 ,43.8, 70.8,16,falling,-1.6 ,-2.6, -0.6
"Sedgwick County",20173,Yes,55.8 ,52.9, 58.8,298,falling,-1.2 ,-1.6, -0.9
"Grant County",20067,Yes,55.1 ,33, 86.3,4,stable,-1.7 ,-3.7, 0.5
"Coffey County",20031,Yes,55.1 ,36.7, 81.3,6,*,*,*,*
"Harvey County",20079,Yes,54.9 ,44.4, 67.3,21,falling,-1.2 ,-2.3, -0.1
"Nemaha County",20131,Yes,54.1 ,35.3, 79.9,6,stable,-0.9 ,-3.2, 1.5
"Atchison County",20005,Yes,53.4 ,38.4, 72.6,9,falling,-2.0 ,-3.7, -0.3
"Seward County",20175,Yes,52.8 ,39.4, 69.3,10,falling,-1.3 ,-2.5, -0.1
"Butler County",20015,Yes,52.1 ,44.7, 60.3,38,falling,-1.2 ,-1.9, -0.4
"Ellsworth County",20053,Yes,51.2 ,30.8, 82.5,4,*,*,*,*
"Bourbon County",20011,Yes,51 ,35.7, 71.1,8,falling,-2.1 ,-4.0, -0.2
"Leavenworth County",20103,Yes,51 ,44.4, 58.4,44,falling,-1.6 ,-2.3, -0.9
"Barton County",20009,Yes,50.5 ,39.2, 64.2,15,stable,-1.0 ,-2.5, 0.5
"Jefferson County",20087,Yes,50.4 ,37.5, 66.9,12,falling,-2.0 ,-3.7, -0.3
"Jackson County",20085,Yes,50.4 ,35, 70.8,8,stable,-1.9 ,-3.7, 0.0
"McPherson County",20113,Yes,50.2 ,39.4, 63.3,17,stable,-0.4 ,-1.7, 1.0
