------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=21&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '21', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=21&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Kentucky by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"United States",00000,47.3,151838062,"N/A"
"Kentucky",21000,48.4,2140138,"21 of 52"
"Christian County",21047,34.4,24936,"3111 of 3141"
"Warren County",21227,40.7,50343,"2949 of 3141"
"Rowan County",21205,40.9,9985,"2935 of 3141"
"Fayette County",21067,42.2,132940,"2881 of 3141"
"Madison County",21151,42.7,37763,"2854 of 3141"
"Scott County",21209,43.7,22886,"2780 of 3141"
"Calloway County",21035,44.4,17145,"2719 of 3141"
"Hardin County",21093,45.0,48495,"2660 of 3141"
"Grant County",21081,45.8,11351,"2588 of 3141"
"Todd County",21219,46.0,5699,"2551 of 3141"
"Boone County",21015,46.1,58845,"2544 of 3141"
"Kenton County",21117,46.1,75628,"2542 of 3141"
"Whitley County",21235,46.5,16741,"2500 of 3141"
"Jessamine County",21113,46.6,24085,"2484 of 3141"
"Campbell County",21037,47.4,43560,"2377 of 3141"
"Carroll County",21041,47.5,5078,"2369 of 3141"
"Meade County",21163,47.5,13512,"2364 of 3141"
"Union County",21225,47.5,7087,"2357 of 3141"
"Jefferson County",21111,47.8,365178,"2313 of 3141"
"Powell County",21197,47.8,5901,"2310 of 3141"
"Taylor County",21217,48.0,12196,"2266 of 3141"
"Martin County",21159,48.2,5871,"2230 of 3141"
"Shelby County",21211,48.5,22207,"2195 of 3141"
"Nelson County",21179,48.5,21871,"2193 of 3141"
"Oldham County",21185,48.5,31351,"2184 of 3141"
"Montgomery County",21173,48.6,13402,"2163 of 3141"
"Clay County",21051,48.8,10177,"2144 of 3141"
"McCreary County",21147,48.9,8672,"2122 of 3141"
"Daviess County",21059,49.0,48667,"2097 of 3141"
"Gallatin County",21077,49.2,4258,"2059 of 3141"
"Marion County",21155,49.6,9585,"1996 of 3141"
"Laurel County",21125,49.6,29707,"1990 of 3141"
"Simpson County",21213,49.7,8885,"1973 of 3141"
"Knox County",21121,49.7,15619,"1972 of 3141"
"Bullitt County",21029,49.8,39127,"1956 of 3141"
"Bath County",21011,49.9,6086,"1917 of 3141"
"Hancock County",21091,50.2,4368,"1866 of 3141"
"Grayson County",21085,50.2,13120,"1864 of 3141"
"Webster County",21233,50.3,6632,"1841 of 3141"
"Boyle County",21021,50.3,14984,"1837 of 3141"
"Henderson County",21101,50.5,23336,"1803 of 3141"
"Graves County",21083,50.5,18799,"1801 of 3141"
"Barren County",21009,50.5,21912,"1800 of 3141"
"Allen County",21003,50.5,10416,"1791 of 3141"
"Lawrence County",21127,50.7,8036,"1736 of 3141"
"Adair County",21001,50.8,9797,"1725 of 3141"
"Anderson County",21005,50.8,11182,"1715 of 3141"
"Bracken County",21023,50.8,4231,"1714 of 3141"
"Ohio County",21183,50.8,12223,"1713 of 3141"
"Carter County",21043,50.8,13913,"1710 of 3141"
"Butler County",21031,50.8,6471,"1708 of 3141"
"Lincoln County",21137,50.8,12412,"1704 of 3141"
"Hart County",21099,50.9,9424,"1702 of 3141"
"Logan County",21141,50.9,13658,"1697 of 3141"
"Owsley County",21189,51.0,2295,"1660 of 3141"
"Owen County",21187,51.2,5473,"1617 of 3141"
"Hopkins County",21107,51.3,23577,"1601 of 3141"
"Franklin County",21073,51.3,25630,"1595 of 3141"
"Mason County",21161,51.3,8809,"1589 of 3141"
"Pendleton County",21191,51.4,7468,"1571 of 3141"
"Washington County",21229,51.4,6172,"1563 of 3141"
"Henry County",21103,51.5,8068,"1557 of 3141"
"Perry County",21193,51.6,14091,"1528 of 3141"
"Breathitt County",21025,51.6,6846,"1526 of 3141"
"McLean County",21149,51.6,4832,"1519 of 3141"
"Spencer County",21215,51.8,9322,"1488 of 3141"
"Nicholas County",21181,51.8,3661,"1468 of 3141"
"Fleming County",21069,51.9,7531,"1459 of 3141"
"Knott County",21119,51.9,8142,"1456 of 3141"
"Clinton County",21053,51.9,5299,"1451 of 3141"
"Woodford County",21239,51.9,13405,"1448 of 3141"
"Lewis County",21135,51.9,7047,"1442 of 3141"
"Larue County",21123,52.0,7331,"1435 of 3141"
"Harlan County",21095,52.0,14331,"1424 of 3141"
"Bell County",21013,52.0,14292,"1423 of 3141"
"Rockcastle County",21203,52.0,8752,"1416 of 3141"
"Trimble County",21223,52.1,4533,"1399 of 3141"
"Muhlenberg County",21177,52.1,16243,"1390 of 3141"
"Harrison County",21097,52.2,9729,"1369 of 3141"
"Floyd County",21071,52.3,19570,"1360 of 3141"
"Leslie County",21131,52.3,5567,"1353 of 3141"
"Letcher County",21133,52.3,12038,"1347 of 3141"
"Bourbon County",21017,52.3,10475,"1342 of 3141"
"Johnson County",21115,52.4,12075,"1335 of 3141"
"Morgan County",21175,52.4,6959,"1323 of 3141"
"Clark County",21049,52.4,18745,"1317 of 3141"
"Crittenden County",21055,52.4,4799,"1316 of 3141"
"Edmonson County",21061,52.4,6325,"1314 of 3141"
"Jackson County",21109,52.5,7013,"1307 of 3141"
