------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=21&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '21', 'areatype': 'county', 'topic': 'pop', 'demo': '00023', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_019.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=21&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Kentucky by County
Population: American Indian/Alaska Native
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (AI/AN),Rank within US
"Kentucky",21000,0.2,9324,"46 of 52"
"United States",00000,0.8,2632102,"N/A"
"Anderson County",21005,0.0,0,"2960 of 3141"
"Caldwell County",21033,0.0,0,"2960 of 3141"
"Clinton County",21053,0.0,0,"2960 of 3141"
"Crittenden County",21055,0.0,0,"2960 of 3141"
"Cumberland County",21057,0.0,0,"2960 of 3141"
"Gallatin County",21077,0.0,0,"2960 of 3141"
"Green County",21087,0.0,0,"2960 of 3141"
"Harrison County",21097,0.0,0,"2960 of 3141"
"Leslie County",21131,0.0,0,"2960 of 3141"
"Menifee County",21165,0.0,0,"2960 of 3141"
"Robertson County",21201,0.0,0,"2960 of 3141"
"Taylor County",21217,0.0,0,"2960 of 3141"
"Trigg County",21221,0.0,0,"2960 of 3141"
"Washington County",21229,0.0,0,"2960 of 3141"
"Marion County",21155,0.0,1,"2958 of 3141"
"Knott County",21119,0.0,2,"2938 of 3141"
"Jackson County",21109,0.0,3,"2918 of 3141"
"Monroe County",21171,0.0,3,"2900 of 3141"
"Mason County",21161,0.0,5,"2895 of 3141"
"Magoffin County",21153,0.0,4,"2887 of 3141"
"Ohio County",21183,0.0,8,"2879 of 3141"
"Lawrence County",21127,0.0,6,"2868 of 3141"
"Allen County",21003,0.0,8,"2861 of 3141"
"Shelby County",21211,0.0,18,"2856 of 3141"
"Fleming County",21069,0.0,6,"2850 of 3141"
"Woodford County",21239,0.0,11,"2847 of 3141"
"Campbell County",21037,0.0,41,"2839 of 3141"
"Bourbon County",21017,0.0,9,"2836 of 3141"
"Spencer County",21215,0.1,9,"2820 of 3141"
"Johnson County",21115,0.1,12,"2811 of 3141"
"Morgan County",21175,0.1,7,"2808 of 3141"
"Clark County",21049,0.1,19,"2807 of 3141"
"Union County",21225,0.1,9,"2784 of 3141"
"Todd County",21219,0.1,8,"2764 of 3141"
"Elliott County",21063,0.1,5,"2759 of 3141"
"Greenup County",21089,0.1,25,"2745 of 3141"
"Bell County",21013,0.1,20,"2730 of 3141"
"Martin County",21159,0.1,9,"2726 of 3141"
"Wayne County",21231,0.1,16,"2713 of 3141"
"Floyd County",21071,0.1,31,"2697 of 3141"
"Harlan County",21095,0.1,24,"2675 of 3141"
"Bath County",21011,0.1,12,"2634 of 3141"
"Larue County",21123,0.1,14,"2632 of 3141"
"Boyd County",21019,0.1,52,"2603 of 3141"
"Pendleton County",21191,0.1,16,"2586 of 3141"
"Nelson County",21179,0.1,50,"2585 of 3141"
"Kenton County",21117,0.1,183,"2583 of 3141"
"Boone County",21015,0.1,143,"2580 of 3141"
"Powell County",21197,0.1,14,"2575 of 3141"
"Webster County",21233,0.1,15,"2572 of 3141"
"Marshall County",21157,0.1,39,"2521 of 3141"
"Hancock County",21091,0.1,11,"2515 of 3141"
"Rowan County",21205,0.1,31,"2507 of 3141"
"Fulton County",21075,0.1,8,"2506 of 3141"
"Grant County",21081,0.1,32,"2500 of 3141"
"Breckinridge County",21027,0.1,26,"2494 of 3141"
"Perry County",21193,0.1,36,"2490 of 3141"
"Pike County",21195,0.1,86,"2451 of 3141"
"Adair County",21001,0.1,27,"2447 of 3141"
"Carroll County",21041,0.1,15,"2445 of 3141"
"Jefferson County",21111,0.1,1092,"2437 of 3141"
"Henderson County",21101,0.2,70,"2405 of 3141"
"Russell County",21207,0.2,27,"2400 of 3141"
"Graves County",21083,0.2,57,"2398 of 3141"
"Lincoln County",21137,0.2,39,"2372 of 3141"
"Metcalfe County",21169,0.2,17,"2324 of 3141"
"McLean County",21149,0.2,16,"2320 of 3141"
"Garrard County",21079,0.2,30,"2301 of 3141"
"Logan County",21141,0.2,48,"2274 of 3141"
"Bracken County",21023,0.2,15,"2267 of 3141"
"Butler County",21031,0.2,23,"2264 of 3141"
"Livingston County",21139,0.2,17,"2254 of 3141"
"Bullitt County",21029,0.2,145,"2247 of 3141"
"Letcher County",21133,0.2,43,"2232 of 3141"
"Daviess County",21059,0.2,188,"2215 of 3141"
