------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=39&areatype=county&cancer=076&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'cancer': '076', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_002.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=39&areatype=county&cancer=076&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Ohio by County

"Brain & ONS, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Ohio",39000,***,4.6 ,4.4, 4.8,635,stable,-0.2 ,-0.4, 0.0
"United States",00000,***,4.4 ,4.4, 4.4,15944,rising,0.6 ,0.3, 0.9
"Coshocton County",39031,***,8.4 ,4.9, 13.5,4,*,*,*,*
"Brown County",39015,***,7.5 ,4.5, 11.8,4,*,*,*,*
"Huron County",39077,***,7.5 ,4.8, 11.2,5,*,*,*,*
"Fulton County",39051,***,7.3 ,4.3, 11.9,4,*,*,*,*
"Erie County",39043,***,7.3 ,4.9, 10.4,7,*,*,*,*
"Mercer County",39107,***,7.1 ,4.2, 11.5,4,*,*,*,*
"Auglaize County",39011,***,6.5 ,3.9, 10.4,4,*,*,*,*
"Preble County",39135,***,6.3 ,3.7, 10.3,4,*,*,*,*
"Logan County",39091,***,6.3 ,3.7, 10.3,4,*,*,*,*
"Ross County",39141,***,6 ,3.9, 8.8,5,stable,2.1 ,0.0, 4.2
"Belmont County",39013,***,5.8 ,3.6, 8.8,5,*,*,*,*
"Jefferson County",39081,***,5.7 ,3.6, 8.6,5,stable,36.4 ,-4.0, 93.7
"Miami County",39109,***,5.5 ,3.7, 7.8,7,stable,0.4 ,-2.2, 3.1
"Fairfield County",39045,***,5.5 ,4, 7.3,9,stable,0.2 ,-2.0, 2.4
"Ashtabula County",39007,***,5.4 ,3.7, 7.7,7,stable,0.4 ,-1.6, 2.4
"Lucas County",39095,***,5.3 ,4.4, 6.3,27,stable,0.1 ,-0.6, 0.9
"Wood County",39173,***,5.3 ,3.6, 7.4,7,stable,-0.6 ,-2.7, 1.6
"Lake County",39085,***,5.3 ,4.1, 6.7,16,stable,0.8 ,-0.6, 2.1
"Greene County",39057,***,5.3 ,3.8, 7.1,10,stable,-0.6 ,-2.5, 1.3
"Portage County",39133,***,5.2 ,3.8, 7,10,stable,1.0 ,-0.8, 2.8
"Sandusky County",39143,***,5.1 ,2.9, 8.2,4,stable,-0.5 ,-3.1, 2.1
"Butler County",39017,***,5.1 ,4.1, 6.2,21,stable,17.6 ,-7.4, 49.3
"Mahoning County",39099,***,4.9 ,3.8, 6.3,16,stable,1.0 ,-0.5, 2.4
