------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=39&areatype=county&cancer=001&race=00&sex=0&age=136&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '136', 'type': 'death', 'file_name': 'deathrates_036.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=39&areatype=county&cancer=001&race=00&sex=0&age=136&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Ohio by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Both Sexes, Ages 50+"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Ohio",39000,No,593 ,589.7, 596.5,24011,falling,-1.2 ,-1.2, -1.1
"United States",00000,No,540.6 ,539.9, 541.2,558319,falling,-1.5 ,-1.5, -1.5
"Adams County",39001,No,734.5 ,660.5, 814.5,74,stable,-0.6 ,-1.3, 0.2
"Lawrence County",39087,No,722.4 ,673.6, 773.9,166,rising,3.4 ,0.8, 6.1
"Guernsey County",39059,No,708.6 ,650.1, 770.9,110,falling,-0.7 ,-1.1, -0.3
"Harrison County",39067,No,703.8 ,616, 800.5,47,stable,-0.6 ,-1.4, 0.3
"Brown County",39015,No,700.2 ,643.2, 760.8,114,falling,-0.8 ,-1.4, -0.3
"Hardin County",39065,No,696.6 ,625.8, 773.1,72,stable,-0.5 ,-1.1, 0.2
"Fayette County",39047,No,684.2 ,613.7, 760.6,70,stable,-0.2 ,-0.9, 0.5
"Logan County",39091,No,682.2 ,626, 742.2,111,stable,-0.3 ,-0.7, 0.2
"Gallia County",39053,No,676.4 ,610.3, 747.7,78,stable,-0.5 ,-1.2, 0.2
"Jackson County",39079,No,672.4 ,605.5, 744.6,76,falling,-0.7 ,-1.1, -0.2
"Perry County",39127,No,663.6 ,598.8, 733.5,80,stable,-0.6 ,-1.4, 0.2
"Muskingum County",39119,No,660.8 ,620.9, 702.7,208,falling,-0.6 ,-0.9, -0.3
"Meigs County",39105,No,660.4 ,587.5, 739.8,61,falling,-1.1 ,-1.7, -0.4
"Ross County",39141,No,655.9 ,612.3, 701.7,173,falling,-1.3 ,-1.8, -0.8
"Marion County",39101,No,653.8 ,607.9, 702.2,155,falling,-0.6 ,-1.1, -0.1
"Hocking County",39073,No,649.5 ,582, 722.5,70,falling,-1.2 ,-1.9, -0.5
"Jefferson County",39081,No,649 ,608.1, 691.9,191,falling,-1.0 ,-1.4, -0.7
"Scioto County",39145,No,647.3 ,606.1, 690.6,186,falling,-1.0 ,-1.4, -0.6
"Crawford County",39033,No,644.7 ,592.7, 700,115,falling,-0.9 ,-1.5, -0.4
"Lucas County",39095,No,640.6 ,622, 659.7,927,falling,-0.9 ,-1.0, -0.7
"Sandusky County",39143,No,639.4 ,592.9, 688.5,144,falling,-0.5 ,-0.8, -0.2
"Clinton County",39027,No,637.3 ,579.7, 699.1,92,stable,-5.5 ,-10.7, 0.1
"Madison County",39097,No,634.3 ,575.1, 697.8,87,falling,-1.3 ,-1.9, -0.6
"Pickaway County",39129,No,633.3 ,582.3, 687.6,116,falling,-0.7 ,-1.0, -0.3
"Allen County",39003,No,631.6 ,595.8, 669.1,240,falling,-0.7 ,-1.1, -0.4
"Huron County",39077,No,629.1 ,580.3, 681,126,stable,-7.7 ,-16.8, 2.4
"Highland County",39071,No,626.6 ,572, 685,98,stable,-0.6 ,-1.3, 0.1
"Shelby County",39149,No,625.5 ,571.7, 683,102,stable,-0.3 ,-0.9, 0.3
"Champaign County",39021,No,625.3 ,567.5, 687.3,88,stable,-0.4 ,-0.9, 0.1
"Vinton County",39163,No,625.2 ,525.7, 737.8,29,falling,-1.0 ,-1.7, -0.3
"Ashtabula County",39007,No,624.6 ,589.1, 661.7,237,falling,-0.7 ,-1.1, -0.4
"Clark County",39023,No,620.4 ,590.4, 651.4,329,falling,-1.0 ,-1.3, -0.6
"Coshocton County",39031,No,619.6 ,562.4, 680.9,87,falling,-0.6 ,-1.1, -0.1
"Morgan County",39115,No,616.2 ,531.1, 711,38,stable,-0.6 ,-1.6, 0.4
