------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=39&areatype=county&cancer=003&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'cancer': '003', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=39&areatype=county&cancer=003&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Ohio by County

"Oral Cavity & Pharynx, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 2.3?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Ohio",39000,No,2.7 ,2.6, 2.8,389,stable,0.3 ,-0.4, 0.9
"United States",00000,No,2.5 ,2.5, 2.5,9420,rising,0.8 ,0.2, 1.4
"Ross County",39141,No,4.8 ,3, 7.3,5,*,*,*,*
"Scioto County",39145,No,4.8 ,3, 7.2,5,*,*,*,*
"Muskingum County",39119,No,3.9 ,2.4, 6.1,4,*,*,*,*
"Licking County",39089,No,3.7 ,2.6, 5.2,8,stable,-0.4 ,-2.8, 2.1
"Wood County",39173,No,3.5 ,2.2, 5.2,5,*,*,*,*
"Lucas County",39095,No,3.4 ,2.7, 4.2,18,stable,-0.9 ,-2.2, 0.5
"Jefferson County",39081,No,3.3 ,1.9, 5.5,3,*,*,*,*
"Belmont County",39013,No,3.2 ,1.8, 5.5,3,*,*,*,*
"Geauga County",39055,No,3.2 ,1.9, 5.2,4,*,*,*,*
"Cuyahoga County",39035,No,3.1 ,2.7, 3.5,51,falling,-1.3 ,-2.1, -0.6
"Clermont County",39025,No,3 ,2.1, 4.3,7,*,*,*,*
"Fairfield County",39045,No,2.9 ,1.8, 4.3,5,*,*,*,*
"Allen County",39003,No,2.9 ,1.7, 4.6,4,*,*,*,*
"Lake County",39085,No,2.8 ,2.1, 3.8,9,*,*,*,*
"Clark County",39023,No,2.8 ,1.8, 4.2,5,stable,-0.7 ,-2.5, 1.1
"Summit County",39153,No,2.8 ,2.2, 3.4,20,stable,-0.6 ,-1.5, 0.3
"Portage County",39133,No,2.7 ,1.8, 4.1,5,stable,2.0 ,-0.3, 4.3
