------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=39&areatype=county&cancer=040&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'cancer': '040', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=39&areatype=county&cancer=040&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Ohio by County

"Pancreas, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Ohio",39000,***,11.6 ,11.4, 11.9,1679,stable,0.2 ,-0.4, 0.8
"United States",00000,***,11 ,10.9, 11,40517,rising,0.3 ,0.2, 0.3
"Ottawa County",39123,***,16.2 ,12.2, 21.4,11,rising,2.8 ,0.7, 4.9
"Hardin County",39065,***,15.1 ,9.9, 22.3,5,stable,1.0 ,-1.4, 3.5
"Pickaway County",39129,***,14.3 ,10.4, 19.2,9,stable,1.2 ,-0.8, 3.2
"Fayette County",39047,***,14.2 ,9.3, 21.2,5,*,*,*,*
"Lawrence County",39087,***,14 ,10.6, 18.4,11,stable,-0.3 ,-2.0, 1.4
"Mercer County",39107,***,13.8 ,9.4, 19.7,7,stable,0.7 ,-1.4, 2.9
"Knox County",39083,***,13.7 ,10.3, 18.1,11,rising,2.7 ,0.9, 4.6
"Ashland County",39005,***,13.7 ,10.1, 18.4,10,stable,0.1 ,-2.0, 2.2
"Miami County",39109,***,13.6 ,10.9, 16.7,19,stable,11.8 ,-7.3, 34.8
"Allen County",39003,***,13.5 ,10.8, 16.7,18,rising,2.2 ,0.6, 3.9
"Fulton County",39051,***,13.4 ,9.3, 18.8,7,stable,0.6 ,-1.5, 2.7
"Gallia County",39053,***,13.2 ,8.5, 19.8,5,stable,1.5 ,-0.3, 3.3
"Ashtabula County",39007,***,13.2 ,10.5, 16.3,18,rising,2.3 ,0.9, 3.7
"Lorain County",39093,***,13.1 ,11.6, 14.9,51,rising,1.2 ,0.2, 2.1
"Clinton County",39027,***,13.1 ,9.1, 18.4,7,*,*,*,*
"Lucas County",39095,***,12.8 ,11.4, 14.3,66,rising,0.8 ,0.1, 1.5
"Scioto County",39145,***,12.6 ,9.7, 16.1,13,stable,1.1 ,-0.6, 2.9
"Ross County",39141,***,12.5 ,9.5, 16.4,11,stable,2.0 ,-0.1, 4.1
"Darke County",39037,***,12.5 ,9.1, 16.9,9,stable,-0.6 ,-2.3, 1.1
"Auglaize County",39011,***,12.4 ,8.8, 17.2,8,*,*,*,*
"Cuyahoga County",39035,***,12.4 ,11.6, 13.2,211,stable,0.2 ,-0.1, 0.6
"Erie County",39043,***,12.3 ,9.5, 15.9,13,stable,-0.5 ,-2.0, 1.1
"Hancock County",39063,***,12.3 ,9.2, 16.1,11,stable,0.5 ,-1.3, 2.3
"Guernsey County",39059,***,12.2 ,8.3, 17.6,6,*,*,*,*
"Muskingum County",39119,***,12.2 ,9.5, 15.6,14,stable,1.4 ,-0.5, 3.3
"Columbiana County",39029,***,12.2 ,9.8, 15.1,19,rising,1.8 ,0.5, 3.1
"Adams County",39001,***,12.2 ,7.5, 18.8,4,*,*,*,*
"Huron County",39077,***,12.1 ,8.8, 16.4,9,rising,2.3 ,0.4, 4.3
"Stark County",39151,***,12.1 ,10.8, 13.6,62,rising,0.9 ,0.2, 1.6
"Clark County",39023,***,12.1 ,9.9, 14.6,23,stable,0.9 ,-0.5, 2.3
"Summit County",39153,***,12 ,10.9, 13.3,85,rising,0.8 ,0.2, 1.3
"Wayne County",39169,***,12 ,9.6, 14.9,18,rising,1.6 ,0.2, 3.1
"Butler County",39017,***,12 ,10.5, 13.7,48,stable,0.1 ,-0.9, 1.1
"Clermont County",39025,***,11.9 ,10, 14.2,28,stable,0.4 ,-0.6, 1.6
"Mahoning County",39099,***,11.9 ,10.3, 13.6,42,stable,1.1 ,0.0, 2.2
"Franklin County",39049,***,11.8 ,10.9, 12.8,135,rising,0.7 ,0.1, 1.2
"Henry County",39069,***,11.7 ,7.3, 18.1,4,*,*,*,*
"Trumbull County",39155,***,11.6 ,10, 13.5,36,stable,0.5 ,-0.4, 1.3
"Madison County",39097,***,11.6 ,7.7, 16.9,6,*,*,*,*
"Carroll County",39019,***,11.6 ,7.3, 17.8,5,*,*,*,*
"Hamilton County",39061,***,11.5 ,10.5, 12.6,109,stable,0.4 ,0.0, 0.8
"Tuscarawas County",39157,***,11.5 ,9, 14.5,15,rising,2.0 ,0.7, 3.4
"Williams County",39171,***,11.4 ,7.7, 16.6,6,stable,-0.2 ,-2.6, 2.2
"Medina County",39103,***,11.3 ,9.4, 13.7,24,rising,1.4 ,0.1, 2.8
"Montgomery County",39113,***,11.3 ,10.2, 12.5,79,stable,0.2 ,-0.6, 0.9
"Brown County",39015,***,11.3 ,7.7, 16.1,7,stable,-0.5 ,-2.6, 1.7
"Coshocton County",39031,***,11.2 ,7.5, 16.3,6,stable,0.9 ,-1.0, 2.9
"Crawford County",39033,***,11 ,7.7, 15.5,7,stable,1.4 ,-0.5, 3.5
"Seneca County",39147,***,11 ,7.8, 15.1,8,stable,0.5 ,-1.3, 2.4
"Jefferson County",39081,***,10.9 ,8.3, 14.3,12,stable,0.7 ,-0.8, 2.2
"Champaign County",39021,***,10.9 ,7.3, 16,6,*,*,*,*
"Delaware County",39041,***,10.7 ,8.6, 13.2,19,stable,-0.1 ,-2.1, 2.0
"Union County",39159,***,10.7 ,6.8, 15.8,5,stable,0.0 ,-2.8, 2.8
"Washington County",39167,***,10.6 ,7.8, 14.1,10,rising,2.9 ,0.6, 5.2
"Perry County",39127,***,10.5 ,6.6, 16.1,5,*,*,*,*
"Lake County",39085,***,10.5 ,9, 12.3,34,stable,0.4 ,-0.8, 1.7
"Greene County",39057,***,10.4 ,8.5, 12.7,21,stable,0.4 ,-0.8, 1.7
"Shelby County",39149,***,10.4 ,7, 14.9,6,stable,1.7 ,-1.0, 4.4
