------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=39&areatype=county&cancer=086&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'cancer': '086', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=39&areatype=county&cancer=086&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Ohio by County

"Non-Hodgkin Lymphoma, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Ohio",39000,***,6.2 ,6, 6.3,870,falling,-2.6 ,-3.0, -2.2
"United States",00000,***,5.6 ,5.6, 5.7,20262,falling,-2.2 ,-2.4, -2.0
"Holmes County",39075,***,10.6 ,6.7, 16,5,stable,-1.0 ,-3.5, 1.6
"Adams County",39001,***,10.1 ,5.9, 16.3,4,*,*,*,*
"Carroll County",39019,***,9.7 ,5.8, 15.5,4,stable,-0.2 ,-2.9, 2.7
"Hardin County",39065,***,9.4 ,5.5, 15.3,3,*,*,*,*
"Pike County",39131,***,9.4 ,5.4, 15.4,3,*,*,*,*
"Pickaway County",39129,***,9.2 ,6.1, 13.3,6,stable,0.4 ,-1.9, 2.8
"Van Wert County",39161,***,8.8 ,5.2, 14.4,4,*,*,*,*
"Lawrence County",39087,***,8.4 ,5.8, 12,7,stable,20.2 ,-5.9, 53.7
"Sandusky County",39143,***,8.4 ,5.8, 12,7,stable,-0.8 ,-2.1, 0.4
"Hancock County",39063,***,8.3 ,5.8, 11.5,8,stable,-1.1 ,-2.8, 0.7
"Defiance County",39039,***,8.1 ,4.9, 12.7,4,falling,-2.4 ,-4.7, -0.2
"Guernsey County",39059,***,8 ,5, 12.4,4,*,*,*,*
"Jefferson County",39081,***,8 ,5.7, 11.1,8,stable,0.0 ,-1.8, 1.9
"Champaign County",39021,***,8 ,4.8, 12.7,4,*,*,*,*
"Clinton County",39027,***,7.7 ,4.6, 12.2,4,stable,-1.0 ,-3.4, 1.4
"Logan County",39091,***,7.7 ,4.7, 11.9,4,stable,-0.4 ,-2.8, 1.9
"Medina County",39103,***,7.7 ,6, 9.7,16,stable,-1.3 ,-2.9, 0.3
"Shelby County",39149,***,7.6 ,4.8, 11.6,5,*,*,*,*
"Coshocton County",39031,***,7.6 ,4.4, 12.3,4,stable,-46.7 ,-82.3, 60.8
"Wayne County",39169,***,7.6 ,5.6, 10,11,stable,-1.4 ,-3.1, 0.3
"Williams County",39171,***,7.6 ,4.5, 12.1,4,stable,0.5 ,-1.9, 2.9
"Huron County",39077,***,7.5 ,4.9, 11.2,5,stable,-1.7 ,-3.9, 0.7
"Belmont County",39013,***,7.5 ,5.4, 10.3,8,stable,-1.4 ,-3.1, 0.3
"Darke County",39037,***,7.5 ,4.9, 11,6,stable,0.1 ,-1.6, 1.8
"Lucas County",39095,***,7.3 ,6.3, 8.5,37,stable,0.0 ,-2.1, 2.2
"Union County",39159,***,7.1 ,4, 11.6,3,*,*,*,*
"Brown County",39015,***,7 ,4.2, 11.2,4,*,*,*,*
