------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=39&areatype=county&cancer=001&race=07&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'cancer': '001', 'race': '07', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_025.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=39&areatype=county&cancer=001&race=07&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Ohio by County

"All Cancer Sites, 2012-2016"

"White Non-Hispanic, Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Ohio",39000,No,177.2 ,176.1, 178.2,22229,falling,-1.2 ,-1.3, -1.0
"United States (6)",00000,No,165.4 ,165.2, 165.7,465052,falling,-1.4 ,-1.4, -1.3
"Lawrence County",39087,No,222.2 ,207.4, 237.9,173,rising,4.4 ,1.6, 7.3
"Gallia County",39053,No,215.6 ,194.7, 238.4,81,stable,-0.3 ,-0.9, 0.4
"Adams County",39001,No,214.8 ,193.4, 238.1,76,stable,-0.6 ,-1.2, 0.1
"Brown County",39015,No,214.5 ,197.4, 232.9,120,falling,-0.7 ,-1.2, -0.2
"Hardin County",39065,No,213.9 ,192.6, 237,76,stable,-0.4 ,-1.0, 0.3
"Guernsey County",39059,No,213.4 ,195.8, 232.2,114,falling,-0.6 ,-1.1, -0.2
"Logan County",39091,No,207.5 ,190.6, 225.6,116,stable,-0.2 ,-0.6, 0.2
"Harrison County",39067,No,206.6 ,180.6, 235.8,48,stable,-0.6 ,-1.5, 0.2
"Meigs County",39105,No,203.2 ,181, 227.6,64,falling,-0.9 ,-1.6, -0.3
"Ross County",39141,No,202.7 ,189.4, 216.7,178,falling,-0.8 ,-1.2, -0.4
"Jackson County",39079,No,200.9 ,181.2, 222.3,79,falling,-0.6 ,-1.1, -0.2
"Fayette County",39047,No,200.8 ,180.1, 223.5,71,stable,-0.4 ,-1.1, 0.3
"Marion County",39101,No,200.7 ,186.8, 215.5,160,stable,-0.5 ,-1.1, 0.0
"Vinton County",39163,No,199.6 ,169, 234.5,32,falling,-0.9 ,-1.5, -0.2
"Scioto County",39145,No,198.8 ,186.3, 211.9,195,falling,-0.8 ,-1.1, -0.4
"Perry County",39127,No,198.6 ,179.6, 219.2,83,stable,-0.6 ,-1.4, 0.2
"Muskingum County",39119,No,197.6 ,185.6, 210.3,208,falling,-0.6 ,-1.0, -0.3
"Hocking County",39073,No,195.9 ,175.9, 217.7,73,falling,-1.1 ,-1.7, -0.5
"Sandusky County",39143,No,193.6 ,179.3, 208.8,142,falling,-0.5 ,-0.8, -0.1
"Crawford County",39033,No,193.1 ,177.6, 209.9,119,falling,-0.9 ,-1.4, -0.4
"Huron County",39077,No,192.4 ,177.6, 208.1,130,stable,-0.3 ,-0.7, 0.2
"Jefferson County",39081,No,191.8 ,179.4, 205,187,falling,-1.1 ,-1.4, -0.7
"Coshocton County",39031,No,191.6 ,174.1, 210.5,92,stable,-0.4 ,-0.9, 0.1
"Ashtabula County",39007,No,191.3 ,180.4, 202.7,241,falling,-0.6 ,-0.9, -0.3
"Clark County",39023,No,190.5 ,181, 200.5,317,falling,-0.7 ,-1.1, -0.4
"Clinton County",39027,No,190.4 ,173.4, 208.8,95,stable,-0.4 ,-1.0, 0.3
"Pickaway County",39129,No,190 ,174.9, 206,121,falling,-0.7 ,-1.1, -0.4
"Wyandot County",39175,No,189.7 ,167.6, 214,57,stable,0.3 ,-0.4, 1.0
"Madison County",39097,No,189.4 ,171.9, 208.2,89,falling,-1.2 ,-1.9, -0.6
"Lucas County",39095,No,188.9 ,182.9, 195.1,787,falling,-0.9 ,-1.0, -0.7
"Darke County",39037,No,188.8 ,174.4, 204.2,134,falling,-0.5 ,-0.9, -0.2
"Highland County",39071,No,188.8 ,172.5, 206.2,102,stable,-0.6 ,-1.3, 0.2
"Preble County",39135,No,187.7 ,171.3, 205.4,100,stable,-0.4 ,-0.8, 0.1
"Allen County",39003,No,186.2 ,175.1, 197.9,222,falling,-0.7 ,-1.1, -0.4
"Champaign County",39021,No,185.3 ,168.2, 203.7,89,stable,-0.4 ,-0.9, 0.2
"Shelby County",39149,No,185.2 ,169.4, 202.2,104,stable,-0.4 ,-0.9, 0.2
"Van Wert County",39161,No,184.9 ,165.6, 206,71,stable,-0.1 ,-0.7, 0.4
"Morgan County",39115,No,184.6 ,158.9, 214,38,stable,-0.4 ,-1.4, 0.5
"Fulton County",39051,No,184.5 ,167.8, 202.6,94,stable,0.0 ,-0.4, 0.5
"Williams County",39171,No,184.3 ,167.4, 202.6,91,falling,-0.6 ,-1.1, -0.1
"Mercer County",39107,No,183.9 ,167.2, 201.9,96,stable,-0.4 ,-0.9, 0.1
"Washington County",39167,No,183.8 ,171.1, 197.3,161,stable,-0.4 ,-0.8, 0.0
"Pike County",39131,No,183.4 ,163.7, 205,65,stable,-0.3 ,-1.2, 0.5
"Licking County",39089,No,183.2 ,174.6, 192.1,352,falling,-1.2 ,-1.5, -1.0
"Ottawa County",39123,No,181.4 ,166.2, 197.8,115,stable,-0.5 ,-1.0, 0.0
"Portage County",39133,No,181 ,172, 190.3,322,falling,-0.7 ,-1.1, -0.4
"Hancock County",39063,No,180.9 ,168.5, 194.1,163,falling,-0.7 ,-1.2, -0.3
"Erie County",39043,No,180.8 ,168.8, 193.4,185,falling,-1.0 ,-1.4, -0.6
"Butler County",39017,No,180.7 ,174.4, 187.1,657,falling,-1.6 ,-2.0, -1.2
"Defiance County",39039,No,180.5 ,163.2, 199.3,84,stable,-0.2 ,-0.7, 0.3
"Athens County",39009,No,180 ,164.4, 196.8,103,falling,-1.3 ,-1.9, -0.7
"Belmont County",39013,No,179.9 ,167.9, 192.7,177,falling,-1.1 ,-1.5, -0.8
"Columbiana County",39029,No,179.8 ,169.9, 190.1,263,falling,-0.9 ,-1.2, -0.5
"Paulding County",39125,No,179 ,155.5, 205.5,43,falling,-0.9 ,-1.5, -0.3
"Seneca County",39147,No,178.3 ,164.3, 193.4,125,falling,-0.6 ,-1.1, -0.1
"Lake County",39085,No,177.9 ,171.1, 184.9,548,falling,-0.9 ,-1.1, -0.6
"Mahoning County",39099,No,177.3 ,170.3, 184.5,533,falling,-0.7 ,-0.9, -0.5
"Richland County",39139,No,177 ,167.6, 186.8,279,falling,-0.9 ,-1.2, -0.6
"Montgomery County",39113,No,176.6 ,171.6, 181.8,984,falling,-1.0 ,-1.2, -0.9
"Auglaize County",39011,No,175.9 ,160.9, 192,106,falling,-0.8 ,-1.4, -0.2
"Miami County",39109,No,175.8 ,165.6, 186.5,230,falling,-0.9 ,-1.2, -0.7
"Morrow County",39117,No,175.7 ,157.9, 195.1,74,falling,-0.9 ,-1.5, -0.3
"Lorain County",39093,No,175.6 ,169.3, 182.2,606,falling,-1.2 ,-1.5, -0.9
"Ashland County",39005,No,175.1 ,161.1, 190.1,121,stable,-0.4 ,-1.0, 0.1
"Franklin County",39049,No,174.6 ,170.6, 178.7,1532,falling,-1.8 ,-2.2, -1.4
"Trumbull County",39155,No,174 ,167, 181.4,486,falling,-0.9 ,-1.1, -0.6
"Cuyahoga County",39035,No,173.5 ,170, 177,2099,falling,-1.1 ,-1.2, -1.0
"Wood County",39173,No,173.1 ,163.1, 183.6,233,falling,-1.0 ,-1.3, -0.7
"Clermont County",39025,No,172.6 ,164.8, 180.7,388,falling,-1.4 ,-1.7, -1.2
"Summit County",39153,No,172.5 ,167.7, 177.4,1047,falling,-0.9 ,-1.1, -0.8
"Hamilton County",39061,No,172.3 ,168, 176.8,1241,falling,-1.2 ,-1.4, -1.0
"Stark County",39151,No,170.1 ,164.8, 175.6,819,falling,-0.9 ,-1.1, -0.7
"Tuscarawas County",39157,No,169.3 ,159, 180,215,falling,-0.9 ,-1.2, -0.5
