------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=01&areatype=county&cancer=055&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '01', 'areatype': 'county', 'cancer': '055', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_003.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=01&areatype=county&cancer=055&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Alabama by County

"Breast (All Stages^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Alabama(6,10)",01000,***,122.1 ,120.3, 123.9,3721,stable,0.5 ,-0.3, 1.2
"US (SEER+NPCR)(1,10)",00000,***,125.2 ,124.9, 125.4,239297,stable,0.0 ,-0.8, 0.9
"Pickens County(6,10)",01107,***,167.5 ,135, 205.7,21,stable,-0.5 ,-34.0, 50.0
"Lamar County(6,10)",01075,***,156.4 ,123, 197.1,16,stable,6.1 ,-9.1, 23.9
"Butler County(6,10)",01013,***,151.9 ,122.3, 186.8,20,stable,10.0 ,-4.5, 26.8
"Bullock County(6,10)",01011,***,148.9 ,106.7, 202.9,9,stable,15.9 ,-12.3, 53.3
"Bibb County(6,10)",01007,***,146.6 ,118.1, 180.2,19,stable,-17.1 ,-45.6, 26.2
"Clarke County(6,10)",01025,***,145.3 ,120.5, 174.2,26,stable,10.9 ,-6.7, 31.8
"Autauga County(6,10)",01001,***,142.3 ,124.5, 162,47,stable,-10.4 ,-22.8, 4.0
"Marion County(6,10)",01093,***,142.1 ,119.1, 168.7,30,stable,10.7 ,-20.7, 54.5
"Covington County(6,10)",01039,***,142.1 ,121.6, 165.4,39,stable,8.4 ,-12.0, 33.6
"Conecuh County(6,10)",01035,***,141.5 ,105.1, 186.8,12,stable,-6.1 ,-20.8, 11.4
"Greene County(6,10)",01063,***,138.3 ,97.8, 191.3,9,stable,-2.6 ,-9.0, 4.2
"St. Clair County(6,10)",01115,***,137.8 ,123.7, 153.1,74,stable,3.6 ,-12.1, 22.0
"Dallas County(6,10)",01047,***,137.7 ,118, 160,37,stable,5.6 ,-4.9, 17.2
"Monroe County(6,10)",01099,***,133.2 ,107, 164.2,20,stable,-12.9 ,-31.0, 10.0
"Jefferson County(6,10)",01073,***,132.7 ,127.6, 137.9,547,stable,0.9 ,-2.1, 3.9
"Blount County(6,10)",01009,***,131.1 ,114.8, 149.2,50,stable,-4.4 ,-10.6, 2.2
"Tuscaloosa County(6,10)",01125,***,129.7 ,119.9, 140,137,stable,-6.6 ,-14.8, 2.5
"Geneva County(6,10)",01061,***,128.9 ,106.4, 155.3,25,stable,10.0 ,-21.6, 54.3
