------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=01&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '01', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=01&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Alabama by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Alabama(6,10)",01000,No,44 ,43.2, 44.7,2511,stable,-0.5 ,-1.8, 0.9
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Macon County(6,10)",01087,No,67.6 ,53.5, 84.6,17,stable,6.3 ,-37.7, 81.2
"Lowndes County(6,10)",01085,No,67.5 ,48.8, 91.5,9,stable,10.2 ,-10.3, 35.3
"Choctaw County(6,10)",01023,No,65.7 ,49.9, 85.4,13,stable,-13.4 ,-44.1, 34.2
"Lawrence County(6,10)",01079,No,64.5 ,53.7, 76.9,27,stable,-0.3 ,-27.2, 36.5
"Crenshaw County(6,10)",01041,No,62.7 ,46.9, 82.6,11,stable,6.0 ,-21.7, 43.5
"Clarke County(6,10)",01025,No,62.4 ,50.5, 76.6,20,stable,5.6 ,-12.8, 28.0
"Dallas County(6,10)",01047,No,60.6 ,51.1, 71.4,31,stable,-0.4 ,-18.1, 21.2
"Marengo County(6,10)",01091,No,60.4 ,47.3, 76.3,15,stable,8.9 ,-13.8, 37.7
"Sumter County(6,10)",01119,No,60.4 ,42.5, 83.4,8,stable,0.9 ,-38.8, 66.3
"Cleburne County(6,10)",01029,No,59.3 ,45, 77.1,12,stable,0.8 ,-14.0, 18.3
"Lamar County(6,10)",01075,No,59.2 ,45.2, 76.8,13,stable,-1.7 ,-12.8, 10.9
"Monroe County(6,10)",01099,No,59 ,46.9, 73.5,17,stable,-10.0 ,-27.2, 11.3
"Clay County(6,10)",01027,No,57.3 ,41.8, 77,10,stable,12.0 ,-21.4, 59.6
"Wilcox County(6,10)",01131,No,56.7 ,39.4, 79.2,7,stable,-11.2 ,-39.0, 29.2
"Covington County(6,10)",01039,No,55.2 ,46.1, 65.6,28,stable,-6.5 ,-21.6, 11.6
"Chambers County(6,10)",01017,No,54.6 ,45.1, 65.7,24,stable,-6.8 ,-25.5, 16.7
"Autauga County(6,10)",01001,No,52.2 ,44.2, 61.2,32,stable,7.2 ,-3.9, 19.8
"Greene County(6,10)",01063,No,52 ,34.5, 76.1,6,stable,1.3 ,-33.0, 53.1
"Colbert County(6,10)",01033,No,51.2 ,44, 59.3,38,stable,1.3 ,-16.1, 22.4
"Russell County(6,10)",01113,No,50.1 ,42.3, 59,30,stable,-8.4 ,-25.3, 12.5
"Talladega County(6,10)",01121,No,49.3 ,43.2, 56.1,49,stable,0.9 ,-18.3, 24.6
"Marion County(6,10)",01093,No,49.2 ,39.9, 60.2,21,stable,-5.8 ,-14.5, 3.8
"Calhoun County(6,10)",01015,No,48.8 ,43.7, 54.3,70,stable,7.8 ,-10.7, 30.1
"Fayette County(6,10)",01057,No,48.5 ,36.5, 63.7,12,stable,10.2 ,-24.2, 60.1
"Houston County(6,10)",01069,No,47.9 ,42.5, 53.8,60,stable,3.0 ,-9.3, 17.1
"Bibb County(6,10)",01007,No,47.9 ,36.5, 61.8,12,stable,13.0 ,-26.3, 73.3
