------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=26&areatype=county&cancer=080&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'cancer': '080', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_057.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=26&areatype=county&cancer=080&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Michigan by County

"Thyroid (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Michigan(5)",26000,***,4 #  ,3.8, 4.2,415,29.8
"US (SEER+NPCR)(1)",00000,***,4.4 ,4.4, 4.4,14481,29.9
"Oakland County(7)",26125,***,5.4 ,4.8, 6,71,31.0
"Eaton County(6)",26045,***,5.3 #  ,3.5, 7.8,6,29.5
"Grand Traverse County(6)",26055,***,5.3 #  ,3.4, 8,5,35.3
"Macomb County(7)",26099,***,5.3 ,4.7, 6.1,49,27.6
"Shiawassee County(6)",26155,***,5 #  ,2.9, 7.9,4,39.6
"Ingham County(6)",26065,***,4.7 #  ,3.5, 6.1,12,29.9
"Washtenaw County(6)",26161,***,4.6 #  ,3.6, 5.8,16,44.2
"Midland County(6)",26111,***,4.3 #  ,2.5, 6.8,4,26.8
"Calhoun County(6)",26025,***,4.3 #  ,2.8, 6.2,6,45.9
"Clinton County(6)",26037,***,4.3 #  ,2.4, 6.9,3,39.5
"Wayne County(7)",26163,***,4.2 ,3.8, 4.7,79,27.9
"Kalamazoo County(6)",26077,***,4.1 #  ,3, 5.4,10,37.0
"Lenawee County(6)",26091,***,4 #  ,2.4, 6.2,4,40.8
"Kent County(6)",26081,***,3.8 #  ,3.1, 4.5,25,35.3
"Genesee County(6)",26049,***,3.8 #  ,3, 4.7,16,23.3
"Lapeer County(6)",26087,***,3.5 #  ,2.1, 5.6,4,28.8
"St. Clair County(6)",26147,***,3.4 #  ,2.2, 5,5,20.5
"Livingston County(6)",26093,***,3.3 #  ,2.2, 4.8,6,29.1
"Monroe County(6)",26115,***,3.2 #  ,2.1, 4.8,6,30.9
"Berrien County(6)",26021,***,3.2 #  ,2.1, 4.7,6,34.6
"Ottawa County(6)",26139,***,3.2 #  ,2.3, 4.3,9,30.8
"Jackson County(6)",26075,***,3.1 #  ,2, 4.6,6,32.2
"Allegan County(6)",26005,***,2.8 #  ,1.5, 4.6,3,27.6
"Saginaw County(6)",26145,***,2.6 #  ,1.7, 3.9,6,31.5
"Muskegon County(6)",26121,***,2.4 #  ,1.4, 3.7,4,21.8
"Alcona County(6)",26001,***,* ,*, *,3 or fewer,*
"Alger County(6)",26003,***,* ,*, *,3 or fewer,*
"Alpena County(6)",26007,***,* ,*, *,3 or fewer,*
"Antrim County(6)",26009,***,* ,*, *,3 or fewer,*
"Arenac County(6)",26011,***,* ,*, *,3 or fewer,*
"Baraga County(6)",26013,***,* ,*, *,3 or fewer,*
"Barry County(6)",26015,***,* ,*, *,3 or fewer,*
"Bay County(6)",26017,***,* ,*, *,3 or fewer,*
"Benzie County(6)",26019,***,* ,*, *,3 or fewer,*
"Branch County(6)",26023,***,* ,*, *,3 or fewer,*
"Cass County(6)",26027,***,* ,*, *,3 or fewer,*
"Charlevoix County(6)",26029,***,* ,*, *,3 or fewer,*
"Cheboygan County(6)",26031,***,* ,*, *,3 or fewer,*
"Chippewa County(6)",26033,***,* ,*, *,3 or fewer,*
"Clare County(6)",26035,***,* ,*, *,3 or fewer,*
"Crawford County(6)",26039,***,* ,*, *,3 or fewer,*
"Delta County(6)",26041,***,* ,*, *,3 or fewer,*
"Dickinson County(6)",26043,***,* ,*, *,3 or fewer,*
"Emmet County(6)",26047,***,* ,*, *,3 or fewer,*
"Gladwin County(6)",26051,***,* ,*, *,3 or fewer,*
"Gogebic County(6)",26053,***,* ,*, *,3 or fewer,*
"Gratiot County(6)",26057,***,* ,*, *,3 or fewer,*
"Hillsdale County(6)",26059,***,* ,*, *,3 or fewer,*
"Houghton County(6)",26061,***,* ,*, *,3 or fewer,*
"Huron County(6)",26063,***,* ,*, *,3 or fewer,*
"Ionia County(6)",26067,***,* ,*, *,3 or fewer,*
"Iosco County(6)",26069,***,* ,*, *,3 or fewer,*
"Iron County(6)",26071,***,* ,*, *,3 or fewer,*
"Isabella County(6)",26073,***,* ,*, *,3 or fewer,*
"Kalkaska County(6)",26079,***,* ,*, *,3 or fewer,*
"Keweenaw County(6)",26083,***,* ,*, *,3 or fewer,*
"Lake County(6)",26085,***,* ,*, *,3 or fewer,*
"Leelanau County(6)",26089,***,* ,*, *,3 or fewer,*
"Luce County(6)",26095,***,* ,*, *,3 or fewer,*
"Mackinac County(6)",26097,***,* ,*, *,3 or fewer,*
"Manistee County(6)",26101,***,* ,*, *,3 or fewer,*
"Marquette County(6)",26103,***,* ,*, *,3 or fewer,*
"Mason County(6)",26105,***,* ,*, *,3 or fewer,*
"Mecosta County(6)",26107,***,* ,*, *,3 or fewer,*
"Menominee County(6)",26109,***,* ,*, *,3 or fewer,*
"Missaukee County(6)",26113,***,* ,*, *,3 or fewer,*
"Montcalm County(6)",26117,***,* ,*, *,3 or fewer,*
"Montmorency County(6)",26119,***,* ,*, *,3 or fewer,*
"Newaygo County(6)",26123,***,* ,*, *,3 or fewer,*
"Oceana County(6)",26127,***,* ,*, *,3 or fewer,*
"Ogemaw County(6)",26129,***,* ,*, *,3 or fewer,*
"Ontonagon County(6)",26131,***,* ,*, *,3 or fewer,*
"Osceola County(6)",26133,***,* ,*, *,3 or fewer,*
"Oscoda County(6)",26135,***,* ,*, *,3 or fewer,*
"Otsego County(6)",26137,***,* ,*, *,3 or fewer,*
"Presque Isle County(6)",26141,***,* ,*, *,3 or fewer,*
"Roscommon County(6)",26143,***,* ,*, *,3 or fewer,*
"Sanilac County(6)",26151,***,* ,*, *,3 or fewer,*
"Schoolcraft County(6)",26153,***,* ,*, *,3 or fewer,*
"St. Joseph County(6)",26149,***,* ,*, *,3 or fewer,*
"Tuscola County(6)",26157,***,* ,*, *,3 or fewer,*
"Van Buren County(6)",26159,***,* ,*, *,3 or fewer,*
"Wexford County(6)",26165,***,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."

Rates are computed using cancers classified as malignant based on ICD-O-3. For more information see malignant.html.

"^ Late Stage is defined as cases determined to be regional or distant. Coding is generally based on Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ] but may include other staging variables if necessary."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

