------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=26&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=26&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Michigan by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Michigan(5,10)",26000,Yes,37.5 #  ,37, 38,4470,falling,-1.5 ,-2.3, -0.6
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Tuscola County(6,10)",26157,No,49.6 #  ,42.4, 57.8,36,stable,1.9 ,-21.4, 32.1
"Osceola County(6,10)",26133,No,48.4 #  ,37.5, 61.6,15,stable,7.7 ,-6.0, 23.3
"Wexford County(6,10)",26165,No,47.3 #  ,38.2, 58.2,20,stable,6.4 ,-7.2, 22.1
"Sanilac County(6,10)",26151,No,46.7 #  ,38.9, 55.7,28,stable,-4.1 ,-15.0, 8.3
"Wayne County(7,8)",26163,No,46.3 ,44.9, 47.6,935,stable,0.3 ,-1.7, 2.3
"Ontonagon County(6,10)",26131,No,46.3 #  ,29.2, 74.9,6,stable,-13.7 ,-41.9, 28.2
"Roscommon County(6,10)",26143,No,46.2 #  ,35.9, 59,19,stable,2.4 ,-29.7, 49.1
"Kalkaska County(6,10)",26079,No,45.9 #  ,34, 60.9,11,stable,-11.1 ,-40.1, 32.0
"Gogebic County(6,10)",26053,No,43.9 #  ,32.2, 59.2,11,stable,6.2 ,-33.1, 68.4
"Lenawee County(6,10)",26091,No,43.4 #  ,38.3, 49.1,55,stable,-3.9 ,-26.2, 25.1
"Manistee County(6,10)",26101,No,42.9 #  ,33.6, 54.3,17,stable,-8.7 ,-52.9, 76.7
"Charlevoix County(6,10)",26029,No,42.3 #  ,33.6, 53,17,stable,3.5 ,-22.9, 38.9
"Alcona County(6,10)",26001,No,42.2 #  ,26.9, 64.5,8,stable,5.8 ,-27.6, 54.6
"Cass County(6,10)",26027,No,41.5 #  ,34.8, 49.2,29,stable,12.4 ,-11.9, 43.4
"Gratiot County(6,10)",26057,No,41.4 #  ,33.7, 50.4,21,stable,2.3 ,-17.3, 26.7
"Berrien County(6,10)",26021,No,41.4 #  ,37.4, 45.6,86,stable,-1.7 ,-6.4, 3.3
"Isabella County(6,10)",26073,No,41.3 #  ,34.2, 49.5,25,stable,-5.9 ,-20.4, 11.4
"Van Buren County(6,10)",26159,No,41.1 #  ,35.2, 47.7,38,stable,3.3 ,-13.2, 22.8
"Huron County(6,10)",26063,No,40.9 #  ,33.2, 50.2,22,stable,-10.3 ,-40.4, 35.0
"Oscoda County(6,10)",26135,No,40.9 #  ,24.5, 64.9,5,falling,-28.6 ,-47.3, -3.4
"Otsego County(6,10)",26137,No,40.9 #  ,31.2, 52.9,13,stable,22.7 ,-1.6, 52.9
"Lapeer County(6,10)",26087,No,40.9 #  ,35.4, 46.9,44,stable,2.9 ,-19.7, 31.8
"Macomb County(7,8)",26099,No,40.8 ,39, 42.6,434,falling,-2.0 ,-2.3, -1.7
"Chippewa County(6,10)",26033,No,40.4 #  ,32.4, 49.9,18,stable,-10.4 ,-41.3, 36.7
"Montmorency County(6,10)",26119,No,40.4 #  ,28.9, 57.9,8,stable,9.2 ,-20.4, 49.7
"Shiawassee County(6,10)",26155,No,40.2 #  ,34.4, 46.9,35,stable,-4.8 ,-20.6, 14.2
"Baraga County(6,10)",26013,No,40.2 #  ,25.2, 61.8,5,stable,7.4 ,-24.0, 51.9
"Bay County(6,10)",26017,No,40 #  ,35.4, 45,58,stable,1.4 ,-17.4, 24.6
"Houghton County(6,10)",26061,Yes,39.7 #  ,31.5, 49.6,17,stable,-5.3 ,-23.3, 17.0
"Arenac County(6,10)",26011,Yes,39.4 #  ,28.6, 53.7,10,stable,16.1 ,-12.6, 54.3
"Presque Isle County(6,10)",26141,Yes,39.1 #  ,27.3, 55.4,9,rising,18.3 ,1.3, 38.1
"St. Clair County(6,10)",26147,Yes,38.8 #  ,35, 42.9,81,stable,-9.8 ,-25.9, 9.7
"Branch County(6,10)",26023,Yes,38.8 #  ,31.6, 47.2,21,rising,13.6 ,0.9, 27.8
"Menominee County(6,10)",26109,Yes,38.4 #  ,29.8, 49.2,15,stable,12.3 ,-12.2, 43.7
"Clare County(6,10)",26035,Yes,38 #  ,30.1, 47.6,18,stable,1.8 ,-22.3, 33.3
"Oakland County(7,8)",26125,Yes,38 ,36.6, 39.5,567,falling,-2.1 ,-2.4, -1.8
"Ingham County(6,10)",26065,Yes,37.9 #  ,34.6, 41.4,106,stable,0.5 ,-8.6, 10.5
"Benzie County(6,10)",26019,Yes,37.5 #  ,27, 51.2,10,stable,0.6 ,-41.3, 72.3
"Genesee County(6,10)",26049,Yes,37.4 #  ,35, 40,186,stable,0.9 ,-7.7, 10.3
"Iosco County(6,10)",26069,Yes,37.2 #  ,28.6, 47.9,16,stable,3.3 ,-12.3, 21.8
"Alpena County(6,10)",26007,Yes,36.9 #  ,29.5, 46.1,18,stable,-3.6 ,-22.6, 20.1
"Marquette County(6,10)",26103,Yes,36.9 #  ,31.1, 43.6,31,stable,7.6 ,-5.9, 23.1
"Eaton County(6,10)",26045,Yes,36.5 #  ,31.9, 41.6,48,stable,-2.4 ,-29.3, 34.7
"Jackson County(6,10)",26075,Yes,36.4 #  ,32.7, 40.5,73,stable,-3.0 ,-20.7, 18.6
"Emmet County(6,10)",26047,Yes,35.6 #  ,28.1, 44.7,17,stable,-11.4 ,-22.9, 1.8
"Saginaw County(6,10)",26145,Yes,35.6 #  ,32.3, 39.2,90,stable,-1.3 ,-7.6, 5.4
