------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=26&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'cancer': '055', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_042.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=26&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Michigan by County

"Breast (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 42.1?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Michigan(5)",26000,Yes,41.7 #  ,40.9, 42.4,2532,32.8
"US (SEER+NPCR)(1)",00000,No,42.3 ,42.1, 42.4,78906,33.0
"Clare County(6)",26035,No,59.9 #  ,44.5, 79.2,12,36.9
"Gratiot County(6)",26057,No,56.3 #  ,43.2, 72.3,14,41.2
"Dickinson County(6)",26043,No,50.7 #  ,35.6, 70.4,9,37.6
"Wayne County(7)",26163,No,50.6 ,48.7, 52.6,544,37.8
"Menominee County(6)",26109,No,48.2 #  ,33, 68.6,8,41.7
"Lenawee County(6)",26091,No,47.7 #  ,40, 56.5,30,36.2
"Macomb County(7)",26099,No,47.3 ,44.7, 50,259,35.3
"Lapeer County(6)",26087,No,45.3 #  ,37.3, 54.7,24,39.9
"Mackinac County(6)",26097,No,45.1 #  ,23.4, 79.9,3,35.6
"Oakland County(7)",26125,No,45 ,42.8, 47.2,355,32.2
"Houghton County(6)",26061,No,44.9 #  ,32, 61.5,9,43.3
"Manistee County(6)",26101,No,43.8 #  ,28.2, 65.1,6,28.6
"Missaukee County(6)",26113,No,43.5 #  ,27.5, 66.9,5,37.5
"St. Joseph County(6)",26149,No,43.4 #  ,34.1, 54.5,16,38.1
"Berrien County(6)",26021,No,43.3 #  ,37.5, 49.7,45,34.7
"Tuscola County(6)",26157,No,43.3 #  ,33.7, 54.9,15,34.5
"Grand Traverse County(6)",26055,No,42.6 #  ,35.1, 51.2,25,26.1
"Charlevoix County(6)",26029,Yes,41.9 #  ,27.9, 60.6,7,33.0
"Muskegon County(6)",26121,Yes,41.7 #  ,36.1, 48,43,31.8
"Cheboygan County(6)",26031,Yes,41.7 #  ,29.4, 58.4,9,34.9
"Saginaw County(6)",26145,Yes,41.4 #  ,36.3, 46.9,54,31.3
"Antrim County(6)",26009,Yes,41.2 #  ,27.8, 59.6,7,33.3
"Kent County(6)",26081,Yes,41.1 #  ,38.1, 44.4,140,31.1
"Genesee County(6)",26049,Yes,40.9 #  ,37.4, 44.7,106,30.4
"Ingham County(6)",26065,Yes,40.7 #  ,36, 45.8,59,31.4
"Ottawa County(6)",26139,Yes,40.6 #  ,36, 45.6,60,29.5
"Osceola County(6)",26133,Yes,40.5 #  ,26.6, 59.5,6,29.5
"Sanilac County(6)",26151,Yes,40.3 #  ,29.7, 53.6,11,34.4
"Hillsdale County(6)",26059,Yes,40.1 #  ,29.7, 53,11,33.1
"Bay County(6)",26017,Yes,39.5 #  ,32.8, 47.2,28,34.9
"St. Clair County(6)",26147,Yes,39.4 #  ,34, 45.5,41,32.0
"Eaton County(6)",26045,Yes,39.4 #  ,32.7, 47.1,27,29.8
"Roscommon County(6)",26143,Yes,39.3 #  ,25.8, 58.4,8,31.7
"Kalamazoo County(6)",26077,Yes,39 #  ,34.3, 44.1,53,32.3
"Washtenaw County(6)",26161,Yes,38.9 #  ,34.9, 43.3,73,30.6
"Shiawassee County(6)",26155,Yes,38.7 #  ,30.3, 48.7,16,28.3
"Jackson County(6)",26075,Yes,38.5 #  ,32.8, 45,36,30.0
"Livingston County(6)",26093,Yes,37.7 #  ,32.6, 43.5,42,31.5
"Gladwin County(6)",26051,Yes,37.7 #  ,25.4, 54.6,7,28.3
"Gogebic County(6)",26053,Yes,37.7 #  ,21.3, 63,4,32.8
"Huron County(6)",26063,Yes,37.4 #  ,26.1, 52.5,9,29.0
"Ionia County(6)",26067,Yes,36.5 #  ,27.9, 47.1,13,30.9
"Midland County(6)",26111,Yes,36.5 #  ,29.3, 45,19,29.0
"Ogemaw County(6)",26129,Yes,36.2 #  ,24.4, 53,7,35.8
"Clinton County(6)",26037,Yes,36.1 #  ,28.5, 45.2,16,34.3
"Lake County(6)",26085,Yes,35.9 #  ,20.4, 62,4,44.2
"Monroe County(6)",26115,Yes,35.8 #  ,30.3, 42,33,33.7
"Alpena County(6)",26007,Yes,35.1 #  ,24.8, 49,8,32.3
"Mecosta County(6)",26107,Yes,34.9 #  ,24.6, 48,9,32.8
"Calhoun County(6)",26025,Yes,34.5 #  ,28.8, 41,28,31.1
"Van Buren County(6)",26159,Yes,34.4 #  ,27.1, 43.2,17,29.2
"Montcalm County(6)",26117,Yes,33.1 #  ,25, 43,12,31.2
"Kalkaska County(6)",26079,Yes,33.1 #  ,18.5, 54.9,3,35.4
"Isabella County(6)",26073,Yes,33 #  ,24.4, 43.6,11,35.3
"Delta County(6)",26041,Yes,32.5 #  ,23, 45.1,9,27.5
"Arenac County(6)",26011,Yes,32.1 #  ,18.4, 53.6,4,23.5
"Presque Isle County(6)",26141,Yes,31.9 #  ,17.4, 56.4,4,37.5
"Marquette County(6)",26103,Yes,31.6 #  ,23.5, 41.7,12,23.5
"Wexford County(6)",26165,Yes,31.6 #  ,21.6, 45,7,28.0
"Cass County(6)",26027,Yes,31.1 #  ,22.8, 41.7,10,33.8
"Alcona County(6)",26001,Yes,30.4 #  ,14.8, 60.7,3,30.8
"Benzie County(6)",26019,Yes,30 #  ,18.3, 48.1,4,27.8
"Allegan County(6)",26005,Yes,29.5 #  ,23.8, 36.3,20,30.7
"Oceana County(6)",26127,Yes,29.3 #  ,17.7, 45.6,5,25.0
