------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=26&areatype=county&cancer=058&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'cancer': '058', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_058.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=26&areatype=county&cancer=058&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Michigan by County

"Uterus (Corpus & Uterus, NOS) (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Michigan(5)",26000,***,8.3 #  ,8, 8.6,548,28.9
"US (SEER+NPCR)(1)",00000,***,7.6 ,7.6, 7.7,15366,28.8
"Wexford County(6)",26165,***,15.7 #  ,9.3, 25.6,4,47.5
"Isabella County(6)",26073,***,12.1 #  ,7.1, 19.2,4,41.7
"St. Joseph County(6)",26149,***,12 #  ,7.6, 18.2,5,39.3
"Eaton County(6)",26045,***,11.9 #  ,8.6, 16.3,9,39.3
"Newaygo County(6)",26123,***,11.7 #  ,6.6, 19.4,3,37.8
"Genesee County(6)",26049,***,10.1 #  ,8.4, 12,28,32.3
"Ionia County(6)",26067,***,9.9 #  ,5.8, 15.9,4,34.0
"Grand Traverse County(6)",26055,***,9.7 #  ,6.4, 14.3,6,31.6
"Wayne County(7)",26163,***,9.7 ,8.9, 10.5,112,32.0
"Berrien County(6)",26021,***,9.5 #  ,7.1, 12.6,11,30.3
"Calhoun County(6)",26025,***,9.4 #  ,6.7, 12.9,8,29.6
"Van Buren County(6)",26159,***,9.3 #  ,6, 14.1,5,32.1
"Allegan County(6)",26005,***,9.3 #  ,6.4, 13.3,7,29.6
