------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=01&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '01', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=01&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Alabama by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"United States",00000,14.9,47732389,"N/A"
"Alabama",01000,15.7,762032,"22 of 52"
"Lee County",01081,10.8,16836,"3020 of 3141"
"Tuscaloosa County",01125,12.1,24738,"2890 of 3141"
"Russell County",01113,13.0,7587,"2757 of 3141"
"Shelby County",01117,13.7,28571,"2658 of 3141"
"Montgomery County",01101,13.7,31204,"2648 of 3141"
"Madison County",01089,14.0,49381,"2601 of 3141"
"Elmore County",01051,14.1,11420,"2576 of 3141"
"Autauga County",01001,14.3,7843,"2543 of 3141"
"Pike County",01109,14.3,4744,"2542 of 3141"
"Limestone County",01083,14.3,13135,"2528 of 3141"
"Jefferson County",01073,14.6,96497,"2465 of 3141"
"Mobile County",01097,14.9,61878,"2394 of 3141"
"Bibb County",01007,15.1,3402,"2358 of 3141"
"Bullock County",01011,15.2,1590,"2334 of 3141"
"Chilton County",01021,15.5,6790,"2251 of 3141"
"St. Clair County",01115,15.5,13476,"2250 of 3141"
"Dale County",01045,15.8,7798,"2167 of 3141"
"Coffee County",01031,16.0,8152,"2111 of 3141"
"DeKalb County",01049,16.0,11415,"2085 of 3141"
"Dallas County",01047,16.3,6627,"2017 of 3141"
"Morgan County",01103,16.3,19376,"2015 of 3141"
"Franklin County",01059,16.3,5139,"1993 of 3141"
"Sumter County",01119,16.4,2151,"1962 of 3141"
"Calhoun County",01015,16.5,19005,"1959 of 3141"
"Houston County",01069,16.5,17203,"1931 of 3141"
"Talladega County",01121,16.5,13381,"1922 of 3141"
"Marshall County",01095,16.6,15694,"1912 of 3141"
"Lawrence County",01079,16.8,5607,"1826 of 3141"
"Escambia County",01053,17.0,6413,"1758 of 3141"
"Washington County",01129,17.3,2893,"1687 of 3141"
"Blount County",01009,17.4,10008,"1655 of 3141"
"Lowndes County",01085,17.4,1801,"1645 of 3141"
"Barbour County",01005,17.4,4571,"1623 of 3141"
"Cullman County",01043,17.8,14508,"1518 of 3141"
"Macon County",01087,17.8,3440,"1513 of 3141"
"Wilcox County",01131,17.8,1945,"1495 of 3141"
"Etowah County",01055,17.8,18407,"1482 of 3141"
"Crenshaw County",01041,17.9,2487,"1465 of 3141"
"Pickens County",01107,18.1,3642,"1426 of 3141"
"Hale County",01065,18.1,2710,"1420 of 3141"
"Walker County",01127,18.3,11854,"1366 of 3141"
"Clarke County",01025,18.5,4544,"1309 of 3141"
"Cleburne County",01029,18.5,2760,"1297 of 3141"
"Perry County",01105,18.5,1791,"1290 of 3141"
"Butler County",01013,18.5,3731,"1279 of 3141"
"Chambers County",01017,18.6,6300,"1266 of 3141"
"Monroe County",01099,18.6,4048,"1255 of 3141"
"Marengo County",01091,18.7,3688,"1237 of 3141"
"Jackson County",01071,18.7,9808,"1220 of 3141"
"Lauderdale County",01077,18.9,17483,"1167 of 3141"
"Colbert County",01033,18.9,10290,"1158 of 3141"
"Baldwin County",01003,19.0,38687,"1127 of 3141"
"Geneva County",01061,19.0,5059,"1121 of 3141"
"Greene County",01063,19.4,1653,"1022 of 3141"
"Clay County",01027,19.5,2608,"997 of 3141"
"Randolph County",01111,19.7,4429,"952 of 3141"
"Tallapoosa County",01123,19.9,8100,"902 of 3141"
"Fayette County",01057,20.0,3339,"853 of 3141"
"Covington County",01039,20.3,7613,"785 of 3141"
"Marion County",01093,20.4,6141,"756 of 3141"
"Winston County",01133,20.6,4938,"711 of 3141"
"Lamar County",01075,20.6,2889,"710 of 3141"
"Henry County",01067,21.0,3588,"647 of 3141"
"Cherokee County",01019,21.0,5422,"646 of 3141"
"Coosa County",01037,21.0,2304,"636 of 3141"
"Conecuh County",01035,21.1,2664,"632 of 3141"
"Choctaw County",01023,21.5,2836,"553 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:14 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
