------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=01&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '01', 'areatype': 'county', 'topic': 'inc', 'demo': '00011', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=01&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Alabama by County
Income: Median household income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Alabama",01000,46472.000000000,"48 of 52"
"United States",00000,57652.000000000,"N/A"
"Greene County",01063,20954.000000000,"3137 of 3141"
"Sumter County",01119,21663.000000000,"3136 of 3141"
"Perry County",01105,22973.000000000,"3129 of 3141"
"Monroe County",01099,26036.000000000,"3112 of 3141"
"Wilcox County",01131,27012.000000000,"3097 of 3141"
"Bullock County",01011,29655.000000000,"3064 of 3141"
"Lowndes County",01085,29785.000000000,"3062 of 3141"
"Dallas County",01047,30065.000000000,"3056 of 3141"
"Conecuh County",01035,30434.000000000,"3049 of 3141"
"Choctaw County",01023,32122.000000000,"2995 of 3141"
"Marengo County",01091,32255.000000000,"2987 of 3141"
"Macon County",01087,32308.000000000,"2985 of 3141"
"Barbour County",01005,33368.000000000,"2947 of 3141"
"Clarke County",01025,33827.000000000,"2925 of 3141"
"Hale County",01065,34679.000000000,"2890 of 3141"
"Coosa County",01037,34792.000000000,"2883 of 3141"
"Escambia County",01053,35026.000000000,"2871 of 3141"
"Winston County",01133,35362.000000000,"2849 of 3141"
"Pike County",01109,35684.000000000,"2824 of 3141"
"Marion County",01093,35719.000000000,"2822 of 3141"
"Lamar County",01075,36016.000000000,"2802 of 3141"
"Pickens County",01107,36220.000000000,"2785 of 3141"
"Butler County",01013,36326.000000000,"2778 of 3141"
"Fayette County",01057,36541.000000000,"2760 of 3141"
"Clay County",01027,37287.000000000,"2695 of 3141"
"Chambers County",01017,37342.000000000,"2690 of 3141"
"Cleburne County",01029,37396.000000000,"2684 of 3141"
"DeKalb County",01049,38842.000000000,"2576 of 3141"
"Walker County",01127,38872.000000000,"2573 of 3141"
"Crenshaw County",01041,38937.000000000,"2562 of 3141"
"Russell County",01113,38988.000000000,"2558 of 3141"
"Talladega County",01121,39219.000000000,"2543 of 3141"
"Jackson County",01071,39281.000000000,"2535 of 3141"
"Geneva County",01061,39293.000000000,"2534 of 3141"
"Covington County",01039,39467.000000000,"2511 of 3141"
"Randolph County",01111,39485.000000000,"2509 of 3141"
"Franklin County",01059,39501.000000000,"2508 of 3141"
"Cherokee County",01019,40041.000000000,"2469 of 3141"
"Cullman County",01043,40997.000000000,"2375 of 3141"
"Marshall County",01095,41104.000000000,"2360 of 3141"
"Etowah County",01055,42064.000000000,"2240 of 3141"
"Tallapoosa County",01123,42181.000000000,"2221 of 3141"
"Washington County",01129,42185.000000000,"2219 of 3141"
"Houston County",01069,42803.000000000,"2159 of 3141"
"Bibb County",01007,43404.000000000,"2101 of 3141"
"Chilton County",01021,43501.000000000,"2087 of 3141"
"Calhoun County",01015,43686.000000000,"2067 of 3141"
"Lawrence County",01079,43779.000000000,"2059 of 3141"
"Dale County",01045,44711.000000000,"1960 of 3141"
"Lauderdale County",01077,44888.000000000,"1935 of 3141"
"Colbert County",01033,45477.000000000,"1876 of 3141"
"Henry County",01067,45569.000000000,"1860 of 3141"
"Mobile County",01097,45802.000000000,"1834 of 3141"
"Montgomery County",01101,46545.000000000,"1738 of 3141"
"Blount County",01009,47412.000000000,"1637 of 3141"
"Morgan County",01103,47529.000000000,"1620 of 3141"
"Lee County",01081,47564.000000000,"1616 of 3141"
"Jefferson County",01073,49321.000000000,"1436 of 3141"
"Coffee County",01031,49821.000000000,"1378 of 3141"
"Tuscaloosa County",01125,50513.000000000,"1299 of 3141"
"Baldwin County",01003,52562.000000000,"1052 of 3141"
"Limestone County",01083,52831.000000000,"1030 of 3141"
"St. Clair County",01115,53483.000000000,"983 of 3141"
"Elmore County",01051,54981.000000000,"841 of 3141"
"Autauga County",01001,55317.000000000,"812 of 3141"
"Madison County",01089,61318.000000000,"453 of 3141"
"Shelby County",01117,74063.000000000,"171 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:14 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median household income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
