------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=01&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '01', 'areatype': 'county', 'topic': 'pop', 'demo': '00023', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_019.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=01&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Alabama by County
Population: American Indian/Alaska Native
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (AI/AN),Rank within US
"Alabama",01000,0.5,25098,"25 of 52"
"United States",00000,0.8,2632102,"N/A"
"Fayette County",01057,0.0,0,"2960 of 3141"
"Henry County",01067,0.0,5,"2894 of 3141"
"Choctaw County",01023,0.0,4,"2891 of 3141"
"Dallas County",01047,0.0,16,"2856 of 3141"
"Wilcox County",01131,0.1,6,"2802 of 3141"
"Marengo County",01091,0.1,11,"2800 of 3141"
"Clarke County",01025,0.1,14,"2795 of 3141"
"Butler County",01013,0.1,13,"2764 of 3141"
"Perry County",01105,0.1,7,"2736 of 3141"
"Coosa County",01037,0.1,9,"2701 of 3141"
"Lowndes County",01085,0.1,9,"2676 of 3141"
"Lee County",01081,0.1,166,"2610 of 3141"
"Pickens County",01107,0.1,22,"2592 of 3141"
"Walker County",01127,0.2,100,"2394 of 3141"
"Conecuh County",01035,0.2,21,"2345 of 3141"
"Hale County",01065,0.2,25,"2341 of 3141"
"Tuscaloosa County",01125,0.2,346,"2330 of 3141"
"Montgomery County",01101,0.2,404,"2283 of 3141"
"Barbour County",01005,0.2,54,"2126 of 3141"
"Randolph County",01111,0.2,48,"2098 of 3141"
"Shelby County",01117,0.2,468,"2048 of 3141"
"Jefferson County",01073,0.2,1550,"2004 of 3141"
"Winston County",01133,0.3,65,"1845 of 3141"
"St. Clair County",01115,0.3,241,"1818 of 3141"
"Chambers County",01017,0.3,95,"1809 of 3141"
"Macon County",01087,0.3,55,"1798 of 3141"
"Cleburne County",01029,0.3,43,"1780 of 3141"
"Autauga County",01001,0.3,169,"1695 of 3141"
"Lamar County",01075,0.3,45,"1636 of 3141"
"Covington County",01039,0.3,124,"1598 of 3141"
"Elmore County",01051,0.3,281,"1540 of 3141"
"Calhoun County",01015,0.4,413,"1502 of 3141"
"Bibb County",01007,0.4,82,"1483 of 3141"
"Talladega County",01121,0.4,294,"1482 of 3141"
"Russell County",01113,0.4,213,"1481 of 3141"
"Lauderdale County",01077,0.4,339,"1472 of 3141"
"Blount County",01009,0.4,212,"1468 of 3141"
"Houston County",01069,0.4,403,"1414 of 3141"
"Marion County",01093,0.4,128,"1316 of 3141"
"Cullman County",01043,0.4,350,"1308 of 3141"
"Tallapoosa County",01123,0.4,176,"1297 of 3141"
"Cherokee County",01019,0.5,125,"1192 of 3141"
"Sumter County",01119,0.5,68,"1125 of 3141"
"Dale County",01045,0.5,257,"1122 of 3141"
"Morgan County",01103,0.6,669,"1071 of 3141"
"Chilton County",01021,0.6,254,"1048 of 3141"
"Mobile County",01097,0.6,2545,"1000 of 3141"
"Madison County",01089,0.6,2172,"998 of 3141"
"Greene County",01063,0.6,54,"972 of 3141"
"Pike County",01109,0.6,213,"958 of 3141"
"Geneva County",01061,0.7,179,"927 of 3141"
"Marshall County",01095,0.7,654,"904 of 3141"
"Etowah County",01055,0.7,729,"884 of 3141"
"Colbert County",01033,0.7,404,"850 of 3141"
"Limestone County",01083,0.8,724,"814 of 3141"
"Crenshaw County",01041,0.8,113,"790 of 3141"
"Baldwin County",01003,0.8,1668,"785 of 3141"
"Clay County",01027,0.9,120,"730 of 3141"
"Franklin County",01059,0.9,291,"714 of 3141"
"Bullock County",01011,1.0,110,"635 of 3141"
"Coffee County",01031,1.1,542,"625 of 3141"
"Jackson County",01071,1.1,573,"606 of 3141"
"Monroe County",01099,1.3,274,"534 of 3141"
"DeKalb County",01049,1.4,963,"511 of 3141"
"Escambia County",01053,3.6,1371,"254 of 3141"
"Lawrence County",01079,5.2,1730,"199 of 3141"
"Washington County",01129,7.6,1270,"150 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:14 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: American Indian/Alaska Native, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
