------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=45&areatype=county&cancer=018&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '45', 'areatype': 'county', 'cancer': '018', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_019.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=45&areatype=county&cancer=018&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for South Carolina by County

"Stomach, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"South Carolina",45000,***,3.6 ,3.4, 3.8,205,falling,-2.3 ,-2.6, -1.9
"United States",00000,***,3.1 ,3.1, 3.1,11305,falling,-1.8 ,-2.3, -1.4
"Colleton County",45029,***,7.8 ,4.6, 12.4,4,*,*,*,*
"Orangeburg County",45075,***,6.1 ,4.1, 8.7,7,stable,-1.6 ,-3.8, 0.6
"Sumter County",45085,***,5.2 ,3.6, 7.5,6,falling,-2.6 ,-4.5, -0.7
"Richland County",45079,***,4.9 ,4, 6.1,18,falling,-1.6 ,-2.7, -0.4
"Charleston County",45019,***,4.4 ,3.5, 5.4,18,falling,-3.3 ,-4.3, -2.3
"Georgetown County",45043,***,4.2 ,2.5, 6.8,4,*,*,*,*
"Berkeley County",45015,***,4.2 ,2.9, 5.8,8,falling,-2.5 ,-4.8, -0.1
"Dorchester County",45035,***,4.1 ,2.7, 6,6,falling,-2.3 ,-4.4, -0.2
"Darlington County",45031,***,3.9 ,2.3, 6.4,4,*,*,*,*
"Anderson County",45007,***,3.7 ,2.7, 5,9,*,*,*,*
"Florence County",45041,***,3.7 ,2.5, 5.3,6,falling,-3.3 ,-5.2, -1.3
"Horry County",45051,***,3.6 ,2.8, 4.5,15,stable,-0.8 ,-2.7, 1.2
"York County",45091,***,3.4 ,2.5, 4.6,9,stable,-1.5 ,-3.3, 0.2
"Spartanburg County",45083,***,3.4 ,2.6, 4.4,12,falling,-1.6 ,-3.1, -0.1
"Aiken County",45003,***,3.1 ,2.1, 4.4,6,stable,-1.3 ,-3.6, 0.9
"Lancaster County",45057,***,3 ,1.7, 5,3,*,*,*,*
"Greenville County",45045,***,2.5 ,1.9, 3.1,13,falling,-2.9 ,-4.2, -1.5
"Beaufort County",45013,***,2.5 ,1.7, 3.6,7,falling,-4.7 ,-6.8, -2.6
"Lexington County",45063,***,2.4 ,1.7, 3.3,7,falling,-3.7 ,-5.2, -2.2
"Abbeville County",45001,***,* ,*, *,3 or fewer,*,*,*,*
"Allendale County",45005,***,* ,*, *,3 or fewer,*,*,*,*
"Bamberg County",45009,***,* ,*, *,3 or fewer,*,*,*,*
"Barnwell County",45011,***,* ,*, *,3 or fewer,*,*,*,*
"Calhoun County",45017,***,* ,*, *,3 or fewer,*,*,*,*
"Cherokee County",45021,***,* ,*, *,3 or fewer,*,*,*,*
"Chester County",45023,***,* ,*, *,3 or fewer,*,*,*,*
"Chesterfield County",45025,***,* ,*, *,3 or fewer,*,*,*,*
"Clarendon County",45027,***,* ,*, *,3 or fewer,*,*,*,*
"Dillon County",45033,***,* ,*, *,3 or fewer,*,*,*,*
"Edgefield County",45037,***,* ,*, *,3 or fewer,*,*,*,*
"Fairfield County",45039,***,* ,*, *,3 or fewer,*,*,*,*
"Greenwood County",45047,***,* ,*, *,3 or fewer,*,*,*,*
"Hampton County",45049,***,* ,*, *,3 or fewer,*,*,*,*
"Jasper County",45053,***,* ,*, *,3 or fewer,*,*,*,*
"Kershaw County",45055,***,* ,*, *,3 or fewer,*,*,*,*
"Laurens County",45059,***,* ,*, *,3 or fewer,*,*,*,*
"Lee County",45061,***,* ,*, *,3 or fewer,*,*,*,*
"Marion County",45067,***,* ,*, *,3 or fewer,*,*,*,*
"Marlboro County",45069,***,* ,*, *,3 or fewer,*,*,*,*
"McCormick County",45065,***,* ,*, *,3 or fewer,*,*,*,*
"Newberry County",45071,***,* ,*, *,3 or fewer,*,*,*,*
"Oconee County",45073,***,* ,*, *,3 or fewer,*,*,*,*
"Pickens County",45077,***,* ,*, *,3 or fewer,*,*,*,*
"Saluda County",45081,***,* ,*, *,3 or fewer,*,*,*,*
"Union County",45087,***,* ,*, *,3 or fewer,*,*,*,*
"Williamsburg County",45089,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.

*** No Healthy People 2020 Objective for this cancer.
State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"(†) Death data provided by the National Vital Statistics System public use data file.  Death rates calculated by the National Cancer Institute using SEER*Stat.  Death rates are age-adjusted  to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+).  The Healthy People 2020 goals are based on rates adjusted using different methods but the differences should be minimal.  Population counts for denominators are based on Census populations as modified by NCI. "
 The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used with mortality data. 
