------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=45&areatype=county&cancer=040&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '45', 'areatype': 'county', 'cancer': '040', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=45&areatype=county&cancer=040&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for South Carolina by County

"Pancreas, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"South Carolina",45000,***,11.3 ,10.9, 11.7,656,stable,0.0 ,-0.3, 0.3
"United States",00000,***,11 ,10.9, 11,40517,rising,0.3 ,0.2, 0.3
"Barnwell County",45011,***,19.6 ,12.8, 29,5,*,*,*,*
"Dillon County",45033,***,16.4 ,10.9, 23.8,6,*,*,*,*
"Newberry County",45071,***,16.4 ,11.7, 22.4,8,stable,1.3 ,-0.8, 3.3
"Williamsburg County",45089,***,15.4 ,10.7, 21.9,7,rising,1.9 ,0.1, 3.8
"Chester County",45023,***,15.3 ,10.4, 22,6,rising,2.6 ,0.2, 5.0
"Fairfield County",45039,***,14.7 ,9.1, 22.7,4,*,*,*,*
"Sumter County",45085,***,14.4 ,11.5, 17.7,18,rising,1.5 ,0.2, 2.8
"Orangeburg County",45075,***,14.3 ,11.4, 17.8,17,stable,0.3 ,-1.3, 1.8
"Abbeville County",45001,***,13.7 ,8.8, 20.8,5,*,*,*,*
"Lancaster County",45057,***,13.7 ,10.7, 17.3,15,*,*,*,*
"Darlington County",45031,***,13.6 ,10.3, 17.8,12,stable,1.2 ,-0.4, 2.8
"Laurens County",45059,***,13.3 ,9.9, 17.4,11,stable,0.3 ,-1.7, 2.4
"Edgefield County",45037,***,13.3 ,8.4, 20.3,5,*,*,*,*
"Union County",45087,***,13.2 ,8.5, 19.8,5,*,*,*,*
"Florence County",45041,***,13.1 ,10.7, 16,21,stable,-0.3 ,-1.6, 1.0
"Charleston County",45019,***,12.1 ,10.7, 13.7,52,stable,-0.3 ,-1.3, 0.7
"Marion County",45067,***,12 ,7.6, 18.2,5,stable,-0.1 ,-2.9, 2.7
"Dorchester County",45035,***,12 ,9.5, 14.9,18,stable,-0.1 ,-1.5, 1.4
"Marlboro County",45069,***,11.9 ,7.2, 18.8,4,*,*,*,*
"Greenwood County",45047,***,11.7 ,8.6, 15.6,10,rising,1.8 ,0.2, 3.5
"Oconee County",45073,***,11.7 ,9, 15,14,stable,0.1 ,-1.6, 1.9
"Richland County",45079,***,11.6 ,10, 13.3,42,stable,-0.8 ,-1.7, 0.1
"Berkeley County",45015,***,11.5 ,9.4, 14,22,stable,0.2 ,-1.3, 1.7
