------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=24&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '24', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=24&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Maryland by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Maryland(6,10)",24000,Yes,36.4 ,35.8, 37.1,2429,stable,-0.9 ,-3.0, 1.3
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Somerset County(6,10)",24039,No,50.3 ,39.3, 63.5,15,stable,-0.5 ,-23.6, 29.6
"Dorchester County(6,10)",24019,No,48.5 ,39.3, 59.4,21,stable,-3.2 ,-21.8, 19.7
"Caroline County(6,10)",24011,No,47.9 ,38.2, 59.2,18,stable,-1.2 ,-17.8, 18.7
"Allegany County(6,10)",24001,No,45.3 ,39.4, 51.9,45,stable,4.9 ,-5.3, 16.1
"Garrett County(6,10)",24023,No,45 ,36.1, 55.6,19,stable,-1.0 ,-18.0, 19.4
"Cecil County(6,10)",24015,No,43.4 ,37.9, 49.4,49,stable,3.5 ,-13.6, 24.1
"Carroll County(6,10)",24013,No,42.4 ,38.4, 46.7,88,stable,2.0 ,-11.4, 17.3
"Baltimore City(6,10)",24510,No,42 ,39.7, 44.3,274,stable,-6.3 ,-12.6, 0.5
"Wicomico County(6,10)",24045,Yes,39.5 ,34.3, 45.2,44,stable,0.2 ,-14.7, 17.7
"Washington County(6,10)",24043,Yes,39.3 ,35.3, 43.7,72,stable,1.8 ,-14.7, 21.5
"Harford County(6,10)",24025,Yes,39.3 ,36.1, 42.8,113,stable,0.4 ,-5.6, 6.7
