------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=42&areatype=county&cancer=066&stage=211&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '42', 'areatype': 'county', 'cancer': '066', 'stage': '211', 'race': '00', 'sex': '1', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_055.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=42&areatype=county&cancer=066&stage=211&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Pennsylvania by County

"Prostate (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Male, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Pennsylvania(6)",42000,***,21 ,20.6, 21.5,1692,20.1
"US (SEER+NPCR)(1)",00000,***,20.1 ,20, 20.2,36257,19.4
"Montour County(6)",42093,***,30 ,18, 48.3,4,25.7
"Jefferson County(6)",42065,***,28.9 ,21.2, 39,9,21.6
"Philadelphia County(6)",42101,***,27.1 ,25.4, 28.9,199,19.6
"Erie County(6)",42049,***,24.3 ,21.1, 27.9,44,23.4
"McKean County(6)",42083,***,24.3 ,16.9, 34.2,7,25.7
"Clearfield County(6)",42033,***,24.2 ,18.8, 30.9,14,20.4
"Luzerne County(6)",42079,***,24.1 ,21.2, 27.4,50,21.9
"Northampton County(6)",42095,***,24 ,21, 27.4,47,19.5
"Delaware County(6)",42045,***,23.6 ,21.3, 26.2,77,19.1
"Allegheny County(6)",42003,***,23.3 ,21.8, 25,181,23.6
"Washington County(6)",42125,***,23.1 ,19.7, 27.1,34,22.6
"Elk County(6)",42047,***,22.9 ,15.3, 33.9,6,16.8
"Blair County(6)",42013,***,22.6 ,18.3, 27.8,20,26.5
"Berks County(6)",42011,***,22.5 ,19.9, 25.3,58,20.9
"Schuylkill County(6)",42107,***,22.1 ,18.2, 26.8,23,22.9
"Chester County(6)",42029,***,22 ,19.6, 24.5,69,20.8
"Mercer County(6)",42085,***,22 ,17.6, 27.2,18,17.6
"Mifflin County(6)",42087,***,21.9 ,15, 31.1,7,27.4
"Armstrong County(6)",42005,***,21.6 ,16.2, 28.5,11,20.1
"Westmoreland County(6)",42129,***,21.5 ,19, 24.1,59,23.0
"Montgomery County(6)",42091,***,21.3 ,19.5, 23.3,107,18.6
"Bucks County(6)",42017,***,21.1 ,19.1, 23.3,87,18.4
"Lehigh County(6)",42077,***,20.9 ,18.2, 23.9,45,19.0
"Beaver County(6)",42007,***,20.6 ,17, 24.7,25,22.7
"Carbon County(6)",42025,***,20.5 ,15.1, 27.6,10,21.0
"Snyder County(6)",42109,***,20.4 ,13.2, 30.6,5,22.2
"Lawrence County(6)",42073,***,20.4 ,15.7, 26.3,13,20.8
"Lycoming County(6)",42081,***,19.9 ,15.6, 25.2,15,20.5
"Lancaster County(6)",42071,***,19.1 ,17, 21.4,63,22.0
"Adams County(6)",42001,***,19 ,14.5, 24.6,12,17.4
"Crawford County(6)",42039,***,18.8 ,14.2, 24.7,12,16.7
"Lackawanna County(6)",42069,***,18.8 ,15.7, 22.4,27,21.6
"Union County(6)",42119,***,18.7 ,12.1, 27.7,5,21.0
"Dauphin County(6)",42043,***,18.6 ,15.6, 22,30,18.9
"Huntingdon County(6)",42061,***,18.4 ,12.3, 26.8,6,21.9
"Cambria County(6)",42021,***,18.2 ,14.6, 22.6,18,17.5
"Bradford County(6)",42015,***,18.1 ,13, 24.9,8,19.8
"Wayne County(6)",42127,***,17.8 ,12.4, 25.3,7,19.1
"Lebanon County(6)",42075,***,17.8 ,14, 22.3,16,19.9
"Monroe County(6)",42089,***,17.7 ,14.2, 22,19,16.6
"Indiana County(6)",42063,***,17.4 ,12.9, 23.1,10,22.1
"Butler County(6)",42019,***,17.2 ,14, 21,21,15.5
"Somerset County(6)",42111,***,16.9 ,12.4, 22.7,10,15.6
"Franklin County(6)",42055,***,16.8 ,13.4, 21,17,23.4
"Susquehanna County(6)",42115,***,16.8 ,11.2, 24.9,6,19.1
"York County(6)",42133,***,16.3 ,14.1, 18.7,43,17.9
"Venango County(6)",42121,***,16.2 ,10.9, 23.5,6,13.7
"Clinton County(6)",42035,***,16 ,9.5, 25.4,4,20.4
"Northumberland County(6)",42097,***,15.9 ,11.9, 21.2,10,16.4
"Clarion County(6)",42031,***,15.4 ,9.3, 24.5,4,16.8
"Columbia County(6)",42037,***,15.3 ,10.4, 21.8,7,16.6
"Bedford County(6)",42009,***,14.9 ,9.9, 21.9,6,17.4
"Tioga County(6)",42117,***,14.7 ,9.2, 22.8,5,14.0
"Centre County(6)",42027,***,14.4 ,10.9, 18.8,12,15.1
"Cumberland County(6)",42041,***,14.3 ,11.6, 17.3,21,19.2
"Fayette County(6)",42051,***,14.1 ,10.9, 18.2,13,18.9
"Pike County(6)",42103,***,13.6 ,9, 20.2,6,15.5
"Perry County(6)",42099,***,13.5 ,8.2, 21.3,4,19.1
"Greene County(6)",42059,***,13.5 ,7.5, 22.6,3,20.8
"Warren County(6)",42123,***,13.1 ,8.2, 20.7,4,13.3
"Cameron County(6)",42023,***,* ,*, *,3 or fewer,*
"Forest County(6)",42053,***,* ,*, *,3 or fewer,*
"Fulton County(6)",42057,***,* ,*, *,3 or fewer,*
"Juniata County(6)",42067,***,* ,*, *,3 or fewer,*
"Potter County(6)",42105,***,* ,*, *,3 or fewer,*
"Sullivan County(6)",42113,***,* ,*, *,3 or fewer,*
"Wyoming County(6)",42131,***,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."

Rates are computed using cancers classified as malignant based on ICD-O-3. For more information see malignant.html.

"^ Late Stage is defined as cases determined to be regional or distant. Coding is generally based on Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ] but may include other staging variables if necessary."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

