------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=42&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '42', 'areatype': 'county', 'cancer': '057', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=42&areatype=county&cancer=057&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Pennsylvania by County

"Cervix (All Stages^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 7.2?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Pennsylvania(6,10)",42000,No,7.4 ,7.1, 7.7,514,stable,0.5 ,-5.4, 6.8
"US (SEER+NPCR)(1,10)",00000,No,7.6 ,7.5, 7.6,12695,stable,0.8 ,-0.6, 2.3
"Armstrong County(6,10)",42005,No,13.1 ,8, 20.2,4,*,*,*,*
"Luzerne County(6,10)",42079,No,11.5 ,9.2, 14.2,19,falling,-7.1 ,-13.5, -0.2
"Adams County(6,10)",42001,No,10.9 ,7.1, 16,6,stable,5.1 ,-20.4, 38.7
"Lackawanna County(6,10)",42069,No,10.9 ,8.2, 14.1,12,stable,15.3 ,-21.1, 68.5
"Philadelphia County(6,10)",42101,No,10.6 ,9.6, 11.6,87,stable,-2.3 ,-18.7, 17.4
"Bradford County(6,10)",42015,No,10.4 ,5.7, 17.2,3,stable,0.8 ,-25.0, 35.3
"Crawford County(6,10)",42039,No,10 ,6, 15.5,4,stable,1.3 ,-48.6, 99.5
"Fayette County(6,10)",42051,No,10 ,6.9, 14,8,stable,-7.9 ,-42.4, 47.1
