------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=42&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '42', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=42&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Pennsylvania by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Pennsylvania(6,10)",42000,No,41.9 ,41.4, 42.3,6860,stable,-1.3 ,-3.2, 0.7
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Elk County(6,10)",42047,No,56.5 ,46.8, 67.7,27,stable,-4.4 ,-31.3, 33.0
"Greene County(6,10)",42059,No,56.3 ,46.9, 67,27,stable,-10.1 ,-26.7, 10.3
"Fulton County(6,10)",42057,No,54.7 ,41.1, 72,11,stable,10.3 ,-15.1, 43.3
"Schuylkill County(6,10)",42107,No,52.6 ,48.2, 57.4,111,stable,-2.7 ,-10.6, 5.8
"Potter County(6,10)",42105,No,51.3 ,39.4, 66.1,14,stable,-14.0 ,-36.6, 16.6
"Clinton County(6,10)",42035,No,50.4 ,41.6, 60.5,24,stable,-8.9 ,-29.7, 18.2
"Armstrong County(6,10)",42005,No,50.2 ,44, 57.2,50,stable,-2.4 ,-16.0, 13.4
"Mercer County(6,10)",42085,No,48.9 ,44.1, 54.1,82,stable,5.6 ,-2.2, 14.0
"Crawford County(6,10)",42039,No,48.3 ,42.7, 54.5,57,stable,-10.4 ,-20.2, 0.5
"Fayette County(6,10)",42051,No,48 ,43.6, 52.8,93,stable,-1.1 ,-11.4, 10.3
"Luzerne County(6,10)",42079,No,48 ,45.1, 51.1,214,falling,-5.2 ,-7.9, -2.4
"Columbia County(6,10)",42037,No,48 ,41.4, 55.4,41,stable,3.5 ,-25.5, 43.6
"Montour County(6,10)",42093,No,47 ,35.2, 61.9,12,stable,-4.3 ,-38.5, 48.7
"Washington County(6,10)",42125,No,46.7 ,43.2, 50.5,137,stable,1.6 ,-8.9, 13.3
"Cameron County(6,10)",42023,No,46.7 ,28.8, 75.7,4,stable,-16.2 ,-33.2, 5.1
"Bradford County(6,10)",42015,No,46.2 ,39.6, 53.7,38,stable,5.8 ,-3.8, 16.4
