------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=48&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '48', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=48&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Texas by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Texas(6,10)",48000,Yes,37.7 ,37.3, 38,9850,stable,-1.3 ,-3.0, 0.3
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"La Salle County(6,10)",48283,No,66.5 ,42.3, 99.7,5,stable,8.6 ,-20.0, 47.5
"Wilbarger County(6,10)",48487,No,63.6 ,46.3, 85.4,10,stable,3.1 ,-38.1, 71.7
"Lavaca County(6,10)",48285,No,60.6 ,47.8, 76,18,stable,-9.5 ,-34.3, 24.7
"Brooks County(6,10)",48047,No,58.7 ,38.7, 86.4,6,stable,7.2 ,-48.1, 121.7
"Dawson County(6,10)",48115,No,58.2 ,41.5, 79.4,8,stable,-3.2 ,-28.9, 31.8
"Newton County(6,10)",48351,No,57.1 ,42.8, 75.3,11,stable,-8.4 ,-25.9, 13.3
"Starr County(6,10)",48427,No,57.1 ,48.5, 66.9,31,stable,19.6 ,-12.4, 63.3
"Jasper County(6,10)",48241,No,55.8 ,46.3, 67,26,stable,4.0 ,-4.5, 13.2
