------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=08&areatype=county&cancer=001&race=01&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '08', 'areatype': 'county', 'cancer': '001', 'race': '01', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_023.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=08&areatype=county&cancer=001&race=01&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Colorado by County

"All Cancer Sites, 2012-2016"

"White (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Colorado",08000,Yes,139.8 ,138.3, 141.3,7064,falling,-1.6 ,-1.8, -1.4
"United States",00000,No,161.5 ,161.3, 161.7,501895,falling,-1.4 ,-1.4, -1.4
"Kiowa County",08061,No,261.3 ,171.6, 390.9,6,*,*,*,*
"Prowers County",08099,No,192.3 ,161.2, 228,28,stable,-0.6 ,-1.5, 0.3
"Bent County",08011,No,186.8 ,144.4, 239.5,14,stable,-0.1 ,-1.5, 1.4
"Morgan County",08087,No,169.9 ,150.2, 191.6,56,stable,-0.3 ,-1.2, 0.5
"Delta County",08029,No,166.9 ,149.7, 185.8,79,stable,1.1 ,-0.5, 2.7
"Fremont County",08043,No,163.6 ,150, 178.3,111,falling,-0.8 ,-1.3, -0.3
"Logan County",08075,No,161.6 ,140.8, 185,45,stable,-0.3 ,-1.0, 0.4
"Adams County (8)",08001,Yes,161 ,154.9, 167.3,556,falling,-1.5 ,-2.0, -1.1
"Las Animas County",08071,Yes,159.4 ,135.3, 187.3,34,stable,-0.3 ,-1.0, 0.4
"Baca County",08009,Yes,158.5 ,115, 216.5,10,stable,-0.3 ,-1.9, 1.4
"Pueblo County",08101,Yes,158.3 ,150.5, 166.5,320,falling,-0.8 ,-1.1, -0.4
"Chaffee County",08015,Yes,157.1 ,137, 180,47,stable,-0.8 ,-2.0, 0.4
"Otero County",08089,Yes,156 ,134.7, 180.1,40,stable,-0.8 ,-1.5, 0.0
"Alamosa County",08003,Yes,155.4 ,127.9, 187.1,23,stable,-0.1 ,-1.0, 0.9
"Mesa County",08077,Yes,152.9 ,145, 161.2,291,falling,-1.4 ,-1.8, -1.1
"Broomfield County (8)",08014,Yes,152.2 ,137.9, 167.7,86,falling,-4.8 ,-9.2, -0.1
"Denver County",08031,Yes,151.3 ,146.4, 156.3,769,falling,-1.2 ,-1.4, -1.0
"Sedgwick County",08115,Yes,150.2 ,96.8, 227.7,6,stable,-1.7 ,-3.3, 0.0
"Yuma County",08125,Yes,149.1 ,120.2, 183.4,19,falling,-12.2 ,-18.5, -5.5
"Moffat County",08081,Yes,148.8 ,120.7, 181.6,21,stable,-0.6 ,-1.9, 0.7
"Conejos County",08021,Yes,148.8 ,116, 188.6,15,stable,-1.3 ,-2.6, 0.0
"Custer County",08027,Yes,146.6 ,109.9, 198,13,stable,-1.3 ,-3.2, 0.7
"Montezuma County",08083,Yes,146.6 ,128.5, 167.1,51,falling,-1.1 ,-1.8, -0.5
"Montrose County",08085,Yes,145.3 ,131.6, 160.3,88,falling,-0.9 ,-1.5, -0.2
"El Paso County",08041,Yes,145.1 ,140.6, 149.8,810,falling,-1.2 ,-1.4, -1.0
"Weld County (8)",08123,Yes,143.5 ,136.7, 150.7,347,falling,-1.6 ,-2.4, -0.8
"Washington County",08121,Yes,142.9 ,106.2, 190.5,11,stable,-1.5 ,-3.0, 0.1
"Lake County",08065,Yes,141 ,100.2, 192.2,8,stable,-1.8 ,-3.6, 0.2
"Rio Blanco County",08103,Yes,139.5 ,103.4, 184.7,10,stable,-0.3 ,-2.0, 1.4
"Lincoln County",08073,Yes,138.1 ,100.4, 186.6,9,stable,-1.3 ,-2.7, 0.1
"Phillips County",08095,Yes,136.2 ,97.9, 186.7,9,stable,-0.8 ,-2.2, 0.5
"Gilpin County",08047,Yes,135.4 ,87.6, 199.6,7,*,*,*,*
"Jefferson County (8)",08059,Yes,135.4 ,131.3, 139.7,853,falling,-1.8 ,-2.1, -1.4
"La Plata County",08067,Yes,134.5 ,120.7, 149.5,76,falling,-1.6 ,-2.3, -0.9
"Arapahoe County",08005,Yes,134.1 ,129.6, 138.8,686,falling,-1.3 ,-1.5, -1.0
"Larimer County",08069,Yes,133.7 ,128.1, 139.5,454,falling,-1.3 ,-1.6, -0.9
"Elbert County",08039,Yes,130.5 ,109, 155,33,falling,-1.9 ,-3.0, -0.8
"Rio Grande County",08105,Yes,130.3 ,105.8, 159.4,21,falling,-1.3 ,-2.2, -0.3
"Costilla County",08023,Yes,130.1 ,90.8, 186.3,8,stable,-0.4 ,-2.8, 2.1
"Clear Creek County",08019,Yes,129.9 ,97.9, 169.6,14,stable,-1.7 ,-3.3, 0.0
"Huerfano County",08055,Yes,128.6 ,102.7, 163.1,18,stable,-1.0 ,-2.3, 0.3
"Kit Carson County",08063,Yes,127.3 ,98.9, 162.3,14,falling,-1.4 ,-2.6, -0.2
"Garfield County",08045,Yes,126.1 ,111.9, 141.5,62,falling,-2.0 ,-2.6, -1.4
"Teller County",08119,Yes,125.2 ,105.5, 147.7,38,falling,-2.3 ,-3.3, -1.2
"Boulder County (8)",08013,Yes,123.9 ,118.1, 129.9,367,stable,1.0 ,-2.0, 4.1
