------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=37&areatype=county&cancer=061&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'cancer': '061', 'race': '00', 'sex': '2', 'age': '001', 'type': 'death', 'file_name': 'deathrates_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=37&areatype=county&cancer=061&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for North Carolina by County

"Ovary, 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"North Carolina",37000,***,6.7 ,6.4, 7,426,falling,-2.6 ,-3.7, -1.5
"United States",00000,***,7 ,7, 7.1,14204,falling,-2.3 ,-2.4, -2.1
"Person County",37145,***,13.1 ,7.9, 20.9,4,stable,0.0 ,-3.2, 3.4
"Pender County",37141,***,10 ,5.8, 16.1,4,*,*,*,*
"Beaufort County",37013,***,9.6 ,5.8, 15.5,4,*,*,*,*
"Henderson County",37089,***,9.3 ,6.8, 12.7,10,stable,-1.1 ,-2.7, 0.5
"Lenoir County",37107,***,9.1 ,5.5, 14.5,4,*,*,*,*
"Onslow County",37133,***,8.7 ,6, 12.2,7,stable,0.8 ,-1.3, 3.0
"New Hanover County",37129,***,8.5 ,6.4, 11.1,12,stable,-1.1 ,-2.6, 0.4
"Carteret County",37031,***,8.2 ,5.1, 12.8,5,*,*,*,*
"Brunswick County",37019,***,8.1 ,5.7, 11.5,9,stable,-1.8 ,-4.0, 0.3
"Alamance County",37001,***,8 ,5.8, 10.8,9,stable,0.1 ,-1.8, 2.0
"Lee County",37105,***,7.9 ,4.5, 13.2,3,*,*,*,*
"Caldwell County",37027,***,7.6 ,4.8, 11.7,5,*,*,*,*
"Sampson County",37163,***,7.5 ,4.2, 12.6,3,stable,-2.1 ,-4.3, 0.2
"Durham County",37063,***,7.5 ,5.7, 9.8,12,stable,-0.2 ,-1.7, 1.3
"Cumberland County",37051,***,7.4 ,5.7, 9.5,13,stable,-1.1 ,-2.8, 0.6
"Davidson County",37057,***,7.4 ,5.4, 10.1,9,stable,-1.5 ,-3.4, 0.5
"Forsyth County",37067,***,7.4 ,5.9, 9.2,18,stable,-0.6 ,-2.3, 1.0
"Johnston County",37101,***,7.2 ,5, 10.1,7,*,*,*,*
"Cleveland County",37045,***,7.2 ,4.6, 10.9,5,stable,-1.4 ,-3.3, 0.6
"Wake County",37183,***,7.2 ,6.1, 8.4,35,falling,-1.5 ,-2.5, -0.6
"Rowan County",37159,***,7.2 ,5, 10.2,7,stable,-1.9 ,-3.8, 0.0
"Orange County",37135,***,7.2 ,4.7, 10.6,5,stable,-0.1 ,-2.5, 2.2
"Union County",37179,***,7.2 ,5.1, 9.9,8,stable,-0.9 ,-3.2, 1.5
"Pitt County",37147,***,7.1 ,4.9, 10.1,7,*,*,*,*
"Buncombe County",37021,***,7 ,5.4, 9,14,stable,-1.5 ,-3.1, 0.0
"Rutherford County",37161,***,6.9 ,4, 11.4,4,*,*,*,*
"Wilson County",37195,***,6.8 ,4, 10.9,4,stable,-0.2 ,-2.1, 1.7
"Moore County",37125,***,6.7 ,4.2, 10.4,5,stable,-1.5 ,-4.1, 1.1
"Wayne County",37191,***,6.7 ,4.4, 9.9,5,falling,-2.1 ,-3.9, -0.3
"Chatham County",37037,***,6.5 ,4, 10.6,4,*,*,*,*
"Rockingham County",37157,***,6.5 ,3.8, 10.4,4,stable,-1.8 ,-3.5, 0.0
"Mecklenburg County",37119,***,6.3 ,5.3, 7.4,31,falling,-1.7 ,-2.8, -0.7
"Nash County",37127,***,6 ,3.7, 9.5,4,*,*,*,*
"Robeson County",37155,***,6 ,3.8, 9.1,5,stable,-2.0 ,-4.2, 0.3
"Lincoln County",37109,***,5.9 ,3.4, 9.8,3,stable,0.7 ,-1.7, 3.1
"Cabarrus County",37025,***,5.9 ,4, 8.4,6,stable,-1.7 ,-3.8, 0.4
"Iredell County",37097,***,5.8 ,4, 8.4,6,stable,-1.4 ,-3.8, 1.1
