------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=37&areatype=county&cancer=086&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'cancer': '086', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=37&areatype=county&cancer=086&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for North Carolina by County

"Non-Hodgkin Lymphoma, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"North Carolina",37000,***,5.4 ,5.2, 5.6,602,falling,-2.5 ,-2.9, -2.1
"United States",00000,***,5.6 ,5.6, 5.7,20262,falling,-2.2 ,-2.4, -2.0
"Lee County",37105,***,8.8 ,5.9, 12.6,6,stable,-0.1 ,-2.1, 1.9
"Pasquotank County",37139,***,8.4 ,5, 13.2,4,*,*,*,*
"Lenoir County",37107,***,7.9 ,5.2, 11.5,6,stable,0.1 ,-1.7, 2.0
"Yadkin County",37197,***,7.7 ,4.7, 12.2,4,*,*,*,*
"Rockingham County",37157,***,7.5 ,5.5, 10,10,stable,0.3 ,-1.4, 1.9
"Rowan County",37159,***,7.4 ,5.6, 9.5,13,falling,-1.4 ,-2.4, -0.4
"Columbus County",37047,***,7 ,4.5, 10.6,5,stable,-0.7 ,-3.1, 1.8
"Edgecombe County",37065,***,7 ,4.4, 10.6,5,*,*,*,*
"Surry County",37171,***,6.9 ,4.8, 9.7,7,stable,-0.7 ,-3.3, 2.0
"Iredell County",37097,***,6.8 ,5.2, 8.7,12,stable,-0.4 ,-2.4, 1.7
"Onslow County",37133,***,6.8 ,4.8, 9.2,8,stable,-0.7 ,-3.1, 1.7
"Caldwell County",37027,***,6.7 ,4.7, 9.4,7,stable,-0.4 ,-2.0, 1.3
"Stanly County",37167,***,6.7 ,4.3, 10.1,5,stable,-1.1 ,-3.3, 1.1
"Richmond County",37153,***,6.6 ,3.9, 10.6,4,stable,-1.5 ,-3.9, 1.0
"Buncombe County",37021,***,6.6 ,5.4, 8,23,falling,-2.2 ,-3.6, -0.8
"Carteret County",37031,***,6.6 ,4.6, 9.4,7,falling,-2.2 ,-4.2, -0.2
"Catawba County",37035,***,6.5 ,4.9, 8.4,12,stable,-1.7 ,-3.6, 0.2
"Person County",37145,***,6.4 ,3.7, 10.7,3,stable,0.4 ,-2.2, 3.2
"Beaufort County",37013,***,6.4 ,3.9, 10.1,4,*,*,*,*
"Cabarrus County",37025,***,6.4 ,4.8, 8.2,12,falling,-2.4 ,-4.0, -0.7
"Wilkes County",37193,***,6.3 ,4.3, 9.2,6,stable,-1.5 ,-3.3, 0.4
"Forsyth County",37067,***,6.3 ,5.3, 7.5,26,stable,-0.5 ,-1.6, 0.6
"Wilson County",37195,***,6.3 ,4.2, 9,6,stable,-1.8 ,-3.7, 0.0
"Cherokee County",37039,***,6.3 ,3.6, 11,3,*,*,*,*
"Harnett County",37085,***,6.2 ,4.2, 8.7,7,stable,-1.7 ,-4.1, 0.7
"Nash County",37127,***,6.2 ,4.3, 8.6,7,falling,-2.7 ,-4.3, -1.0
"Cleveland County",37045,***,6.1 ,4.3, 8.6,7,stable,-0.1 ,-2.3, 2.1
"New Hanover County",37129,***,6.1 ,4.8, 7.7,15,stable,-1.0 ,-2.3, 0.4
"McDowell County",37111,***,5.9 ,3.5, 9.6,4,*,*,*,*
"Orange County",37135,***,5.8 ,4, 8.1,7,falling,-1.8 ,-3.3, -0.2
"Cumberland County",37051,***,5.8 ,4.5, 7.2,16,falling,-1.3 ,-2.3, -0.2
"Sampson County",37163,***,5.6 ,3.4, 8.7,4,*,*,*,*
"Brunswick County",37019,***,5.6 ,4.2, 7.5,12,stable,-1.2 ,-3.2, 0.9
"Wake County",37183,***,5.6 ,4.9, 6.4,46,falling,-2.6 ,-3.6, -1.6
"Granville County",37077,***,5.5 ,3.2, 8.8,4,stable,0.0 ,-2.5, 2.6
"Burke County",37023,***,5.4 ,3.7, 7.8,7,falling,-2.1 ,-4.2, -0.1
"Randolph County",37151,***,5.4 ,3.9, 7.3,9,falling,-2.2 ,-4.1, -0.3
"Craven County",37049,***,5.4 ,3.7, 7.6,7,falling,-2.6 ,-4.7, -0.5
"Davidson County",37057,***,5.4 ,4, 7.1,11,stable,-1.6 ,-3.5, 0.4
