------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=37&areatype=county&cancer=076&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'cancer': '076', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_002.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=37&areatype=county&cancer=076&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for North Carolina by County

"Brain & ONS, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"North Carolina",37000,***,4.4 ,4.2, 4.5,492,stable,-3.3 ,-6.5, 0.1
"United States",00000,***,4.4 ,4.4, 4.4,15944,rising,0.6 ,0.3, 0.9
"Transylvania County",37175,***,7.9 ,4.2, 13.8,3,*,*,*,*
"Duplin County",37061,***,7 ,4.5, 10.5,5,*,*,*,*
"Henderson County",37089,***,7 ,5.1, 9.3,11,stable,0.3 ,-1.3, 2.0
"Rowan County",37159,***,6.3 ,4.6, 8.4,10,stable,0.1 ,-1.4, 1.6
"Chatham County",37037,***,6 ,3.9, 8.8,6,*,*,*,*
"McDowell County",37111,***,5.9 ,3.4, 9.7,4,*,*,*,*
"Carteret County",37031,***,5.8 ,3.8, 8.5,6,rising,5.4 ,1.8, 9.1
"Moore County",37125,***,5.7 ,4, 8.1,8,stable,0.0 ,-1.8, 1.9
"Davidson County",37057,***,5.6 ,4.2, 7.3,12,stable,-0.1 ,-1.8, 1.5
"Burke County",37023,***,5.5 ,3.7, 8,6,stable,-0.8 ,-3.1, 1.6
"Orange County",37135,***,5.4 ,3.7, 7.5,7,*,*,*,*
"Franklin County",37069,***,5.3 ,3.2, 8.4,4,*,*,*,*
"Union County",37179,***,5.2 ,3.9, 6.9,11,stable,-1.7 ,-3.8, 0.4
"Buncombe County",37021,***,5.1 ,4, 6.4,16,stable,-0.9 ,-2.5, 0.7
"Alamance County",37001,***,5 ,3.7, 6.8,9,stable,0.4 ,-1.3, 2.1
"Cabarrus County",37025,***,5 ,3.7, 6.7,10,stable,-1.5 ,-3.3, 0.4
"Caldwell County",37027,***,5 ,3.2, 7.5,5,stable,-1.7 ,-3.8, 0.4
"Wilson County",37195,***,4.9 ,3.1, 7.4,5,*,*,*,*
"Brunswick County",37019,***,4.9 ,3.5, 6.9,10,*,*,*,*
"Surry County",37171,***,4.9 ,3.1, 7.5,5,stable,-2.0 ,-4.5, 0.5
"Randolph County",37151,***,4.8 ,3.4, 6.6,8,stable,-1.8 ,-3.6, 0.0
"Gaston County",37071,***,4.8 ,3.6, 6.2,12,stable,-0.9 ,-2.1, 0.3
"Wayne County",37191,***,4.7 ,3.2, 6.7,6,stable,-0.2 ,-2.1, 1.7
"Lenoir County",37107,***,4.7 ,2.6, 7.8,3,*,*,*,*
"Wilkes County",37193,***,4.6 ,2.9, 7.2,5,stable,-0.6 ,-2.7, 1.7
"Stanly County",37167,***,4.6 ,2.8, 7.3,4,stable,-1.7 ,-4.0, 0.7
"Haywood County",37087,***,4.6 ,2.8, 7.2,4,*,*,*,*
"Sampson County",37163,***,4.6 ,2.6, 7.4,3,*,*,*,*
"Mecklenburg County",37119,***,4.5 ,3.9, 5.2,41,falling,-1.2 ,-2.3, -0.1
"Lincoln County",37109,***,4.5 ,2.8, 6.9,5,*,*,*,*
"Nash County",37127,***,4.4 ,2.9, 6.6,5,stable,-1.3 ,-3.1, 0.6
"Robeson County",37155,***,4.4 ,3, 6.3,6,stable,-0.8 ,-2.4, 0.9
"Wake County",37183,***,4.3 ,3.7, 5,40,stable,-0.6 ,-1.5, 0.3
"Harnett County",37085,***,4.3 ,2.8, 6.3,5,*,*,*,*
"Onslow County",37133,***,4.3 ,2.8, 6.2,6,stable,-1.8 ,-3.8, 0.2
"Cleveland County",37045,***,4.2 ,2.7, 6.3,5,stable,-1.7 ,-4.1, 0.7
"Cumberland County",37051,***,4.2 ,3.2, 5.3,13,stable,4.2 ,-3.6, 12.7
"Iredell County",37097,***,4.1 ,2.9, 5.7,8,falling,-2.7 ,-4.8, -0.5
"Forsyth County",37067,***,4 ,3.2, 5,17,falling,-1.7 ,-3.0, -0.4
"Guilford County",37081,***,4 ,3.3, 4.8,23,falling,-2.2 ,-3.4, -1.1
"Durham County",37063,***,3.9 ,2.9, 5.2,11,stable,-0.3 ,-2.3, 1.7
"Catawba County",37035,***,3.7 ,2.5, 5.2,7,stable,-1.7 ,-3.6, 0.2
"New Hanover County",37129,***,3.6 ,2.6, 4.9,9,stable,-1.2 ,-3.0, 0.8
"Rutherford County",37161,***,3.6 ,2, 6.1,3,*,*,*,*
